# {"t_start": 1558369156.499066} 
r,l,t
15.0,15,0.1922
19.0,19,0.208966
26.0,26,0.214761
13.0,13,0.222018
43.0,43,0.224304
11.0,11,0.228251
45.0,45,0.233565
11.0,11,0.234147
55.0,55,0.241166
19.0,19,0.24406
20.0,20,0.245192
41.0,41,0.246893
15.0,15,0.24959
14.0,14,0.25282
12.0,12,0.253417
19.0,19,0.254532
12.0,12,0.259927
17.0,17,0.263656
30.0,30,0.266143
35.0,35,0.272592
17.0,17,0.277042
25.0,25,0.279556
15.0,15,0.284249
39.0,39,0.286658
13.0,13,0.291611
15.0,15,0.299441
23.0,23,0.302703
22.0,22,0.306512
17.0,17,0.308995
17.0,17,0.316188
67.0,67,0.322402
13.0,13,0.323632
42.0,42,0.326455
41.0,41,0.331791
28.0,28,0.337787
34.0,34,0.342283
9.0,9,0.342904
25.0,25,0.34559
11.0,11,0.348873
10.0,10,0.351045
49.0,49,0.353192
12.0,12,0.357457
9.0,9,0.358069
37.0,37,0.36253
25.0,25,0.371504
42.0,42,0.372107
19.0,19,0.373223
33.0,33,0.378845
13.0,13,0.383904
18.0,18,0.38514
23.0,23,0.388366
22.0,22,0.392056
15.0,15,0.393781
15.0,15,0.398079
36.0,36,0.405041
22.0,22,0.405625
23.0,23,0.407299
19.0,19,0.408535
16.0,16,0.414701
17.0,17,0.416925
10.0,10,0.420167
29.0,29,0.421337
11.0,11,0.42312
18.0,18,0.43021
40.0,40,0.430797
16.0,16,0.431905
12.0,12,0.437158
12.0,12,0.438266
36.0,36,0.441
24.0,24,0.443231
13.0,13,0.444448
12.0,12,0.445087
14.0,14,0.452572
25.0,25,0.454787
25.0,25,0.458104
13.0,13,0.459975
9.0,9,0.460028
30.0,30,0.460055
22.0,22,0.470436
23.0,23,0.472691
28.0,28,0.475401
9.0,9,0.475448
34.0,34,0.479727
16.0,16,0.486334
12.0,12,0.487449
31.0,31,0.491825
30.0,30,1.939279
24.0,24,1.944676
28.0,28,1.949196
18.0,18,1.950638
24.0,24,1.951863
20.0,20,1.957208
13.0,13,1.958938
10.0,10,1.964471
43.0,43,1.974466
21.0,21,1.975591
37.0,37,1.980694
11.0,11,1.981805
62.0,62,1.986016
12.0,12,1.98712
