# {"t_start": 1558292948.616222} 
r,l,t
8.0,8,0.036879
10.0,10,0.038076
12.0,12,0.039217
13.0,13,0.03984
17.0,17,0.049494
23.0,23,0.050352
8.0,8,0.054844
9.0,9,0.056112
34.0,34,0.058542
35.0,35,0.060384
13.0,13,0.063947
10.0,10,0.066335
20.0,20,0.067043
16.0,16,0.073456
14.0,14,0.07475
34.0,34,0.078774
14.0,14,0.08157
12.0,12,0.081623
7.0,7,0.08284
9.0,9,0.086619
10.0,10,0.087244
7.0,7,0.091003
25.0,25,0.096358
55.0,55,0.098022
20.0,20,0.101914
11.0,11,0.102522
15.0,15,0.106383
11.0,11,0.108032
10.0,10,0.111902
20.0,20,0.113549
7.0,7,0.115912
17.0,17,0.117606
57.0,57,0.118204
12.0,12,0.120369
12.0,12,0.12253
8.0,8,0.122574
14.0,14,0.1279
23.0,23,0.130091
16.0,16,0.131248
19.0,19,0.133452
14.0,14,0.136669
17.0,17,0.145915
27.0,27,0.147038
28.0,28,0.149198
12.0,12,0.15237
45.0,45,0.155596
15.0,15,0.157271
9.0,9,0.157314
24.0,24,0.159977
12.0,12,0.162129
18.0,18,0.16691
11.0,11,0.168062
21.0,21,0.168657
18.0,18,0.169834
9.0,9,0.172515
11.0,11,0.17474
13.0,13,0.17641
15.0,15,0.178596
6.0,6,0.181809
19.0,19,0.185029
8.0,8,0.186299
7.0,7,0.189334
25.0,25,0.190516
9.0,9,0.191651
41.0,41,0.19565
10.0,10,0.196259
11.0,11,0.197883
7.0,7,0.199663
23.0,23,0.202405
13.0,13,0.205085
12.0,12,0.206305
9.0,9,0.209092
20.0,20,0.212332
16.0,16,0.215116
20.0,20,0.216255
13.0,13,0.2163
12.0,12,0.219414
12.0,12,0.222615
10.0,10,0.228039
15.0,15,0.228089
27.0,27,0.231895
16.0,16,0.237767
40.0,40,0.240138
8.0,8,0.242324
29.0,29,0.245012
26.0,26,0.247172
14.0,14,0.247765
14.0,14,0.249929
14.0,14,0.254801
13.0,13,0.257242
24.0,24,0.258361
10.0,10,0.260593
13.0,13,0.264444
16.0,16,0.269471
13.0,13,0.271668
29.0,29,0.274407
11.0,11,0.275556
11.0,11,0.277776
57.0,57,0.279452
10.0,10,0.280039
11.0,11,0.281678
9.0,9,0.284359
8.0,8,0.284403
8.0,8,0.286076
7.0,7,0.289824
23.0,23,0.290403
16.0,16,0.293154
7.0,7,0.293753
15.0,15,0.298618
28.0,28,0.299779
12.0,12,0.305257
24.0,24,0.306427
23.0,23,0.306472
14.0,14,0.312864
16.0,16,0.315087
33.0,33,1.026407
16.0,16,1.03085
10.0,10,1.0328
16.0,16,1.033515
39.0,39,1.037779
20.0,20,1.045091
31.0,31,1.055633
17.0,17,1.05699
43.0,43,1.062684
13.0,13,1.065216
48.0,48,1.070836
10.0,10,1.071513
28.0,28,1.073412
8.0,8,1.076611
9.0,9,1.079153
28.0,28,1.080469
10.0,10,1.082976
8.0,8,1.085537
25.0,25,1.086883
17.0,17,1.090038
9.0,9,1.091335
13.0,13,1.095167
19.0,19,1.095223
7.0,7,1.095882
14.0,14,1.098988
13.0,13,1.103369
16.0,16,1.105264
18.0,18,1.107142
11.0,11,1.112174
23.0,23,1.113468
11.0,11,1.114168
18.0,18,1.114846
8.0,8,1.119232
10.0,10,1.12117
17.0,17,1.124321
8.0,8,1.124372
15.0,15,1.130838
11.0,11,1.131528
7.0,7,1.135245
26.0,26,1.140951
48.0,48,1.14293
21.0,21,1.145171
10.0,10,1.147734
8.0,8,1.150297
15.0,15,1.152797
28.0,28,1.153499
11.0,11,1.154771
10.0,10,1.156666
10.0,10,1.159199
7.0,7,1.163596
11.0,11,1.163651
6.0,6,1.167348
27.0,27,1.171959
