ActualImprovement,AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExpectedImprovement,ExplainedVariance,ImprovementRatio,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
0.003735842907801157,20.010204081632654,0.49930575489997864,0.5006942749023438,20.010204081632654,0.6931436061859131,0.0037453791592270136,4.54090920852801e-05,0.997453862207151,1,90,90.0,0.0008854749030433595,8,8.0,1.9999935626983643,12.291937707758365,12.291937707758365,98,2000,265.6255798339844
0.006343706764283752,19.23,0.49785125255584717,0.5021486878395081,19.23,0.6924216151237488,0.004554799497127534,0.00038853657219339865,1.3927521438176116,2,68,68.0,0.0007538892677985132,8,8.0,1.9985510110855103,10.290631661856331,10.290631661856331,202,4000,179.95022583007812
0.006073931895198115,20.48,0.5002119541168213,0.49978795647621155,20.48,0.6907439827919006,0.0039018204808235176,-0.003191506536251776,1.55669178657757,3,78,78.0,0.0009613656438887119,7,7.0,1.9952079057693481,12.951046289779061,12.951046289779061,295,6000,239.34751892089844
0.008111130543049683,24.18,0.49670839309692383,0.5032915472984314,24.18,0.6870204210281372,0.007699549198150635,-0.0019314167360620083,1.053455252289044,4,90,90.0,0.0009762513800524175,7,7.0,1.987823247909546,17.40481542562288,17.40481542562288,379,8000,211.8135986328125
0.006335623003543844,26.01,0.5055912733078003,0.4944086968898773,26.01,0.6822175979614258,0.006150864064693451,-0.0024566344906677973,1.0300378836058055,5,85,85.0,0.0006695048650726676,7,7.0,1.9783893823623657,16.280967415973784,16.280967415973784,455,10000,153.96871948242188
0.005961711505428013,24.57,0.4936460256576538,0.5063539743423462,24.57,0.6756083965301514,0.005733824148774148,0.01698016411935832,1.0397443923533278,6,78,78.0,0.0006764624267816544,7,7.0,1.9655410051345825,15.553298685487913,15.553298685487913,538,12000,129.31719970703125
0.005995930176228015,26.76,0.49155253171920776,0.5084474682807922,26.76,0.6698395013809204,0.00564325787127018,0.03193932383243847,1.0624944514326182,7,92,92.0,0.0007151599857024848,8,8.0,1.9545480012893677,17.94498258567001,17.94498258567001,611,14000,169.3369598388672
0.00608558854274488,26.76,0.47650963068008423,0.523490309715271,26.76,0.6629958748817444,0.0050312370061874395,0.09016178279143372,1.209561095066838,8,76,76.0,0.0009506046189926565,8,8.0,1.9416022300720215,16.011945540751753,16.011945540751753,679,16000,134.2298126220703
0.008536602623760103,30.04,0.49598556756973267,0.5040144920349121,30.04,0.6545587182044983,0.00865357555449009,0.09787417696082645,0.9864827053287479,9,122,122.0,0.0009911771630868316,9,9.0,1.9256995916366577,20.434735134079915,20.434735134079915,742,18000,179.33644104003906
0.007626050412655516,33.95,0.5016725063323975,0.4983275234699249,33.95,0.6466220021247864,0.007833003997802734,0.0881614258928397,0.9735792825836331,10,159,159.0,0.0009049125364981592,8,8.0,1.9110594987869263,23.278477183870944,23.278477183870944,796,20000,277.9207458496094
0.006900205450132368,38.61,0.4758179187774658,0.524182140827179,38.61,0.6350771188735962,0.006748360395431519,0.020291661718412235,1.022501029257958,11,159,159.0,0.0006583384820260108,11,11.0,1.8902682065963745,29.359460144900485,29.359460144900485,850,22000,313.2016296386719
0.005807662002742298,39.5,0.5052079558372498,0.49479204416275024,39.5,0.6250429749488831,0.005808323621749878,0.07629572543081586,0.9998860912286115,12,147,147.0,0.000633257208392024,9,9.0,1.8722882270812988,32.091276073101234,32.091276073101234,898,24000,357.87579345703125
0.006814964305609461,40.85,0.4937118589878082,0.5062882900238037,40.85,0.6189722418785095,0.007240156177431345,0.15330277776710532,0.9412731077338814,13,147,147.0,0.0009003469604067504,9,9.0,1.8615789413452148,29.44600991645558,29.44600991645558,946,26000,238.63845825195312
0.007969182029366806,46.99,0.46191659569740295,0.5380833745002747,46.99,0.6033764481544495,0.00819210335612297,0.12757219626468363,0.9727882673026155,14,150,150.0,0.0009625460370443761,7,7.0,1.8345370292663574,34.00514519892541,34.00514519892541,986,28000,333.2384033203125
0.007140870120376341,44.63,0.4784584045410156,0.5215415358543396,44.63,0.5877206325531006,0.007730268407613039,0.1186358470110388,0.9237544861112148,15,150,150.0,0.0008760004420764744,7,7.0,1.8083456754684448,29.517335584364655,29.517335584364655,1027,30000,320.84423828125
0.008781279087997973,52.13,0.5119608640670776,0.4880393147468567,52.13,0.5797619819641113,0.008967064321041107,0.11366651555022478,0.9792813761124484,16,152,152.0,0.0009970484534278512,7,7.0,1.795846700668335,34.39612042076839,34.39612042076839,1062,32000,314.6520690917969
0.007030499268322998,56.35,0.5203791260719299,0.47962087392807007,56.35,0.5746293663978577,0.007916044443845749,0.12356365409258929,0.8881328696668437,17,169,169.0,0.0008257462759502232,9,9.0,1.7879424095153809,36.143152878519054,36.143152878519054,1094,34000,346.0100402832031
0.006399841282515695,63.81,0.48402440547943115,0.5159755945205688,63.81,0.5714275240898132,0.006909508258104324,0.16454018858441222,0.9262368671474082,18,211,211.0,0.0008925084839574993,9,9.0,1.7829411029815674,42.612837267659145,42.612837267659145,1120,36000,427.12640380859375
0.006809991475194704,72.49,0.48938024044036865,0.5106197595596313,72.49,0.5782024264335632,0.007161817979067564,0.15954751147539892,0.9508746934226516,19,211,211.0,0.000923582527320832,9,9.0,1.7946996688842773,47.31204814843677,47.31204814843677,1141,38000,478.5456237792969
0.0057083330601450655,79.98,0.49865031242370605,0.5013497471809387,79.98,0.5514296889305115,0.005937313660979271,0.12064556887134548,0.9614336358311178,20,273,273.0,0.0009516358259133995,9,9.0,1.7508039474487305,56.22383480339988,56.22383480339988,1159,40000,701.7991943359375
0.0052878743468305345,91.74,0.49312856793403625,0.5068714618682861,91.74,0.5355703234672546,0.005887102335691452,-0.06268601800627382,0.8982134240765602,21,375,375.0,0.0008562779403291643,9,9.0,1.7261989116668701,67.06498639379568,67.06498639379568,1175,42000,804.3308715820312
0.00702614577859606,101.06,0.4926721453666687,0.5073280930519104,101.06,0.5365116596221924,0.007959228940308094,0.1487838943778571,0.8827671413010121,22,375,375.0,0.0009082116303034127,9,9.0,1.7283648252487183,68.76362701312374,68.76362701312374,1191,44000,494.76202392578125
0.006235774520784609,110.31,0.5037761926651001,0.4962238669395447,110.31,0.5315384864807129,0.00659316498786211,0.06417768606099505,0.94579379285435,23,375,375.0,0.0009412847575731575,9,9.0,1.720112919807434,75.01049193279563,75.01049193279563,1209,46000,745.6786499023438
0.007939209572970896,115.9,0.5140977501869202,0.485902339220047,115.9,0.5364999175071716,0.008254768326878548,0.12529228012408922,0.9617725487364492,24,375,375.0,0.0009994955034926534,9,9.0,1.7277039289474487,78.34660171315666,78.34660171315666,1218,48000,709.3977661132812
0.0058874865137035215,128.51,0.5209050178527832,0.4790952205657959,128.51,0.519594669342041,0.006212245207279921,0.03976786598436999,0.9477228147408242,25,409,409.0,0.0009635420865379274,9,9.0,1.7031242847442627,85.11597911085791,85.11597911085791,1233,50000,736.0790405273438
0.0042628597021101555,133.58,0.4763719439506531,0.5236276388168335,133.58,0.5011353492736816,0.0051017142832279205,0.3008405929363378,0.835573978755429,26,409,409.0,0.000833629397675395,12,12.0,1.674860954284668,87.16010325831424,87.16010325831424,1244,52000,440.1253967285156
0.004295854855328685,137.62,0.5261088609695435,0.47389087080955505,137.62,0.4896441102027893,0.004743180703371763,0.2745551629283204,0.9056907429807407,27,409,409.0,0.0008537512039765716,12,12.0,1.657133936882019,87.44870267762695,87.44870267762695,1259,54000,536.630859375
0.006617620989680217,143.21,0.4949555993080139,0.5050443410873413,143.21,0.4913909435272217,0.008852556347846985,0.16518883470331747,0.7475378556940423,28,409,409.0,0.0007474133744835854,12,12.0,1.6588844060897827,89.2259261649886,89.2259261649886,1271,56000,635.4540405273438
0.006029962226748786,153.11,0.4760250449180603,0.523975133895874,153.11,0.47330939769744873,0.006873986683785915,0.39455181632392333,0.8772147087471117,29,409,409.0,0.0008378765778616071,12,12.0,1.6323368549346924,92.89046183543282,92.89046183543282,1280,58000,420.4261474609375
0.003630482032895177,160.27,0.4860793650150299,0.5139205455780029,160.27,0.4695444107055664,0.00393689563497901,0.3725161364205857,0.9221687262010779,30,409,409.0,0.0009365271544083953,14,14.0,1.6277748346328735,96.79213346135109,96.79213346135109,1290,60000,427.9662170410156
0.0045664311125861445,166.46,0.49936285614967346,0.5006371736526489,166.46,0.4709036946296692,0.004439945332705975,0.10636452891078674,1.0284881390201897,31,462,462.0,0.0009529192466288805,14,14.0,1.6294903755187988,101.20923080430956,101.20923080430956,1299,62000,618.5175170898438
0.005428040951489521,175.98,0.5107412934303284,0.48925864696502686,175.98,0.4617803692817688,0.00645479978993535,0.6123736931393737,0.8409309549698499,32,462,462.0,0.000771716411691159,14,14.0,1.6165263652801514,99.44807489338342,99.44807489338342,1307,64000,244.2530517578125
0.006167352031916096,186.21,0.513798177242279,0.48620185256004333,186.21,0.4659814238548279,0.007396897301077843,0.5475450555425645,0.8337755387001813,33,462,462.0,0.0007244875887408853,14,14.0,1.6237714290618896,100.7828651110892,100.7828651110892,1313,66000,359.87371826171875
0.005268959920853411,189.67,0.4882756769657135,0.5117242336273193,189.67,0.4503161609172821,0.006012202240526676,0.5957912115221685,0.8763776915780936,34,462,462.0,0.000861768436152488,14,14.0,1.5997611284255981,102.96631050979734,102.96631050979734,1322,68000,347.2353820800781
