# {"t_start": 1558274969.127563} 
r,l,t
11.0,11,0.023482
22.0,22,0.029751
25.0,25,0.031432
18.0,18,0.033676
8.0,8,0.034278
30.0,30,0.034327
13.0,13,0.039975
13.0,13,0.043405
14.0,14,0.044818
21.0,21,0.050565
15.0,15,0.053032
14.0,14,0.05649
17.0,17,0.057227
22.0,22,0.06675
33.0,33,0.07194
26.0,26,0.072546
11.0,11,0.073169
13.0,13,0.080834
19.0,19,0.083599
52.0,52,0.087765
32.0,32,0.093324
21.0,21,0.096697
16.0,16,0.096752
15.0,15,0.104517
24.0,24,0.106343
23.0,23,0.111569
10.0,10,0.11838
36.0,36,0.120426
23.0,23,0.121159
9.0,9,0.124553
16.0,16,0.13073
21.0,21,0.134193
23.0,23,0.138601
15.0,15,0.144511
22.0,22,0.145318
17.0,17,0.150195
10.0,10,0.15088
10.0,10,0.156568
90.0,90,0.161701
24.0,24,0.164569
14.0,14,0.165253
42.0,42,0.170333
11.0,11,0.170946
13.0,13,0.172727
21.0,21,0.173869
10.0,10,0.178317
15.0,15,0.17946
16.0,16,0.182987
27.0,27,0.185748
16.0,16,0.188189
13.0,13,0.191728
20.0,20,0.192596
17.0,17,0.200302
13.0,13,0.201016
17.0,17,0.203906
16.0,16,0.214929
26.0,26,0.217461
30.0,30,0.220326
11.0,11,0.223639
20.0,20,0.22645
12.0,12,0.227337
15.0,15,0.232579
11.0,11,0.233315
16.0,16,0.237441
9.0,9,0.238867
81.0,81,0.238922
9.0,9,0.239638
17.0,17,0.249869
22.0,22,0.253138
38.0,38,0.260276
37.0,37,0.260882
15.0,15,0.261494
25.0,25,0.263664
16.0,16,0.270251
18.0,18,0.270305
20.0,20,0.274956
30.0,30,0.277992
18.0,18,0.281167
20.0,20,0.282622
14.0,14,0.284096
10.0,10,0.284798
11.0,11,0.288377
11.0,11,0.28958
17.0,17,0.294639
13.0,13,0.295787
27.0,27,0.299878
19.0,19,0.300487
11.0,11,0.302154
13.0,13,0.309913
18.0,18,0.311442
20.0,20,0.312077
33.0,33,0.314539
13.0,13,0.318209
14.0,14,0.320555
18.0,18,0.322239
16.0,16,0.324026
17.0,17,0.328007
