# {"t_start": 1558278770.550088} 
r,l,t
7.0,7,0.019196
11.0,11,0.02144
16.0,16,0.024175
10.0,10,0.029759
22.0,22,0.031466
18.0,18,0.031515
7.0,7,0.035358
13.0,13,0.037048
46.0,46,0.040863
20.0,20,0.042534
13.0,13,0.044226
17.0,17,0.044846
12.0,12,0.047561
11.0,11,0.050304
15.0,15,0.053046
26.0,26,0.056797
22.0,22,0.05957
13.0,13,0.060167
24.0,24,0.063482
9.0,9,0.064626
16.0,16,0.065788
13.0,13,0.067511
8.0,8,0.068117
15.0,15,0.07307
12.0,12,0.074212
18.0,18,0.075875
19.0,19,0.078572
11.0,11,0.079155
13.0,13,0.082903
10.0,10,0.084085
13.0,13,0.086271
8.0,8,0.087412
13.0,13,0.091183
33.0,33,0.092307
16.0,16,0.096253
14.0,14,0.100117
25.0,25,0.100167
20.0,20,0.102342
9.0,9,0.105109
17.0,17,0.105733
13.0,13,0.107382
16.0,16,0.111172
12.0,12,0.11177
10.0,10,0.112904
13.0,13,0.119021
21.0,21,0.122844
18.0,18,0.122894
33.0,33,0.123991
10.0,10,0.129484
14.0,14,0.130617
28.0,28,0.13447
15.0,15,0.138849
21.0,21,0.141048
8.0,8,0.143213
18.0,18,0.144346
42.0,42,0.146005
14.0,14,0.148689
14.0,14,0.153915
19.0,19,0.159583
15.0,15,0.162455
33.0,33,0.163063
12.0,12,0.166327
11.0,11,0.169061
48.0,48,0.170188
11.0,11,0.175427
10.0,10,0.176088
25.0,25,0.176689
12.0,12,0.184199
16.0,16,0.186921
38.0,38,0.189099
26.0,26,0.191399
9.0,9,0.194149
20.0,20,0.195282
18.0,18,0.196926
15.0,15,0.199695
11.0,11,0.201415
11.0,11,0.203291
9.0,9,0.206619
26.0,26,0.208805
17.0,17,0.209398
13.0,13,0.21702
16.0,16,0.218211
21.0,21,0.218817
34.0,34,0.222602
12.0,12,0.224862
19.0,19,0.227579
18.0,18,0.228705
21.0,21,0.23404
13.0,13,0.23466
16.0,16,0.237612
10.0,10,0.240358
11.0,11,0.240406
13.0,13,0.244728
9.0,9,0.245318
41.0,41,0.24748
16.0,16,0.249144
16.0,16,0.253953
14.0,14,0.255163
12.0,12,0.255786
29.0,29,0.26061
13.0,13,0.261194
11.0,11,0.261788
10.0,10,0.266076
18.0,18,0.270882
30.0,30,0.271476
12.0,12,0.272598
22.0,22,0.273718
10.0,10,0.276938
15.0,15,0.279219
14.0,14,0.28039
8.0,8,0.281517
12.0,12,0.286978
15.0,15,0.287593
36.0,36,0.293494
23.0,23,0.294082
19.0,19,1.682212
12.0,12,1.684855
14.0,14,1.693748
9.0,9,1.69938
38.0,38,1.70194
56.0,56,1.705177
36.0,36,1.705233
18.0,18,1.710916
11.0,11,1.712244
12.0,12,1.71295
9.0,9,1.717942
25.0,25,1.718
16.0,16,1.721185
16.0,16,1.72306
8.0,8,1.726238
16.0,16,1.728111
21.0,21,1.731271
12.0,12,1.735766
24.0,24,1.7383
10.0,10,1.742157
17.0,17,1.74221
27.0,27,1.743521
12.0,12,1.749764
23.0,23,1.752896
20.0,20,1.754879
13.0,13,1.758063
24.0,24,1.758748
16.0,16,1.763188
13.0,13,1.766981
21.0,21,1.768319
23.0,23,1.772772
17.0,17,1.774094
19.0,19,1.780523
13.0,13,1.782415
7.0,7,1.784954
20.0,20,1.785654
37.0,37,1.790781
15.0,15,1.792089
16.0,16,1.795846
13.0,13,1.798996
13.0,13,1.800279
26.0,26,1.801554
13.0,13,1.804251
8.0,8,1.806847
11.0,11,1.807561
17.0,17,1.810405
10.0,10,1.81119
10.0,10,1.814028
11.0,11,1.815489
12.0,12,1.818905
10.0,10,1.822238
22.0,22,1.828593
26.0,26,1.828655
16.0,16,1.829316
12.0,12,1.830014
13.0,13,1.837056
13.0,13,1.837762
13.0,13,1.838439
9.0,9,1.844108
25.0,25,1.844815
7.0,7,1.848609
21.0,21,1.849734
23.0,23,1.851395
13.0,13,1.856942
16.0,16,1.860223
12.0,12,1.86667
51.0,51,1.872199
15.0,15,1.87495
9.0,9,1.877225
8.0,8,1.879562
62.0,62,1.882823
12.0,12,1.883962
10.0,10,1.885099
58.0,58,1.889072
15.0,15,1.893497
18.0,18,1.894148
24.0,24,1.89633
9.0,9,1.899021
16.0,16,1.904816
23.0,23,1.905937
25.0,25,1.912282
58.0,58,1.920441
30.0,30,1.921045
17.0,17,1.92165
33.0,33,1.92388
11.0,11,1.927627
11.0,11,1.929802
17.0,17,1.937066
30.0,30,1.937121
9.0,9,1.942218
9.0,9,1.947412
58.0,58,1.953667
35.0,35,1.95717
49.0,49,1.957808
19.0,19,1.958449
12.0,12,1.960849
14.0,14,1.965422
12.0,12,1.965472
19.0,19,1.968941
9.0,9,1.970693
22.0,22,1.978006
30.0,30,1.978057
18.0,18,2.24485
27.0,27,2.248877
12.0,12,2.249658
25.0,25,2.261525
22.0,22,2.263534
28.0,28,2.26815
23.0,23,2.276712
25.0,25,2.280002
24.0,24,2.28398
11.0,11,2.287297
9.0,9,2.289963
25.0,25,2.293266
86.0,86,2.29856
9.0,9,2.304575
23.0,23,2.305328
18.0,18,2.305373
9.0,9,2.311234
16.0,16,2.315877
15.0,15,2.321108
55.0,55,2.323766
35.0,35,2.327743
15.0,15,2.331079
24.0,24,2.331791
8.0,8,2.333183
8.0,8,2.337078
13.0,13,2.341661
13.0,13,2.34585
41.0,41,2.351138
18.0,18,2.353775
38.0,38,2.356467
18.0,18,2.357979
22.0,22,2.365768
20.0,20,2.367188
19.0,19,2.369244
13.0,13,2.374089
25.0,25,2.374139
12.0,12,2.374799
10.0,10,2.381389
15.0,15,2.383918
15.0,15,2.383967
24.0,24,2.384633
7.0,7,2.385944
11.0,11,2.390909
11.0,11,2.391614
10.0,10,2.392289
15.0,15,2.401473
17.0,17,2.401527
29.0,29,2.402186
9.0,9,2.407156
13.0,13,2.409646
15.0,15,2.411546
43.0,43,2.418395
14.0,14,2.420278
25.0,25,2.425069
31.0,31,2.426244
12.0,12,2.43306
25.0,25,2.434791
19.0,19,2.436003
14.0,14,2.441097
43.0,43,2.44339
16.0,16,2.445333
22.0,22,2.447636
11.0,11,2.453883
22.0,22,2.456194
27.0,27,2.460794
42.0,42,2.465858
10.0,10,2.467047
31.0,31,2.472145
15.0,15,2.480586
42.0,42,2.480633
33.0,33,2.484588
32.0,32,2.485202
11.0,11,2.486959
16.0,16,2.493854
23.0,23,2.493903
16.0,16,2.494495
12.0,12,2.500762
25.0,25,2.501377
8.0,8,2.505941
13.0,13,2.50824
11.0,11,2.512243
31.0,31,2.51229
18.0,18,2.518552
45.0,45,2.519752
14.0,14,2.520366
14.0,14,2.528352
31.0,31,2.530134
23.0,23,2.533003
7.0,7,2.53422
33.0,33,2.537654
21.0,21,2.540475
8.0,8,2.542215
15.0,15,2.542823
10.0,10,2.546435
13.0,13,2.549874
14.0,14,2.551091
34.0,34,2.552854
13.0,13,2.816229
19.0,19,2.816301
18.0,18,2.820919
17.0,17,2.822322
11.0,11,2.823695
15.0,15,2.83084
23.0,23,2.831574
16.0,16,2.834231
31.0,31,2.842819
20.0,20,2.844825
17.0,17,2.845553
22.0,22,2.845601
12.0,12,2.850861
9.0,9,2.850918
17.0,17,2.856847
16.0,16,2.861496
21.0,21,2.864826
37.0,37,2.870123
17.0,17,2.875999
36.0,36,2.880661
10.0,10,2.882706
38.0,38,2.886686
12.0,12,2.888731
23.0,23,2.898032
22.0,22,2.903302
52.0,52,2.904677
28.0,28,2.905403
18.0,18,2.910049
10.0,10,2.912238
10.0,10,2.916814
21.0,21,2.917536
30.0,30,2.924746
14.0,14,2.92627
15.0,15,2.927651
9.0,9,2.932281
13.0,13,2.936276
24.0,24,2.940599
18.0,18,2.943641
8.0,8,2.945569
57.0,57,2.949326
11.0,11,2.95059
27.0,27,2.953108
9.0,9,2.956229
12.0,12,2.956919
11.0,11,2.96006
30.0,30,2.964401
20.0,20,2.969291
19.0,19,2.971815
26.0,26,2.9725
14.0,14,2.973189
17.0,17,2.982277
18.0,18,2.984168
28.0,28,2.986716
25.0,25,2.988031
12.0,12,2.991779
11.0,11,2.993523
14.0,14,2.999791
31.0,31,3.001044
13.0,13,3.001092
24.0,24,3.00236
10.0,10,3.005804
13.0,13,3.013397
27.0,27,3.017985
32.0,32,3.019765
49.0,49,3.029346
33.0,33,3.032245
28.0,28,3.0358
39.0,39,3.040582
15.0,15,3.041198
10.0,10,3.041878
11.0,11,3.048133
21.0,21,3.052732
11.0,11,3.054468
33.0,33,3.060216
16.0,16,3.063712
21.0,21,3.064909
64.0,64,3.066657
16.0,16,3.072967
12.0,12,3.0736
18.0,18,3.075345
33.0,33,3.079344
8.0,8,3.079965
16.0,16,3.082818
17.0,17,3.082867
7.0,7,3.086822
15.0,15,3.088568
11.0,11,3.093092
30.0,30,3.096552
23.0,23,3.101711
11.0,11,3.102895
40.0,40,3.105769
8.0,8,3.106405
26.0,26,3.10814
10.0,10,3.112131
18.0,18,3.116231
19.0,19,3.119128
19.0,19,3.385228
15.0,15,3.387341
44.0,44,3.391381
29.0,29,3.399882
27.0,27,3.403227
25.0,25,3.403959
7.0,7,3.407918
14.0,14,3.413213
35.0,35,3.414617
