# {"t_start": 1558371199.5594518} 
r,l,t
12.0,12,0.03702
12.0,12,0.037152
13.0,13,0.038405
16.0,16,0.041246
11.0,11,0.049026
10.0,10,0.049102
11.0,11,0.058479
21.0,21,0.060973
12.0,12,0.06658
9.0,9,0.066636
26.0,26,0.068415
37.0,37,0.068465
9.0,9,0.072854
18.0,18,0.080039
15.0,15,0.080091
22.0,22,0.089448
16.0,16,0.091201
33.0,33,0.092298
13.0,13,0.100081
32.0,32,0.100818
19.0,19,0.102886
23.0,23,0.10356
9.0,9,0.109193
10.0,10,0.11094
20.0,20,0.11505
21.0,21,0.11655
12.0,12,0.122666
21.0,21,0.123883
25.0,25,0.12862
12.0,12,0.131194
16.0,16,0.135014
15.0,15,0.138301
14.0,14,0.14044
43.0,43,0.145343
16.0,16,0.146134
15.0,15,0.148832
10.0,10,0.152252
13.0,13,0.155092
24.0,24,0.157521
14.0,14,0.158948
8.0,8,0.161434
15.0,15,0.171311
27.0,27,0.17336
22.0,22,0.174804
9.0,9,0.177457
12.0,12,0.182872
31.0,31,0.184311
18.0,18,0.189913
11.0,11,0.197325
36.0,36,0.198081
25.0,25,0.20151
28.0,28,0.2023
9.0,9,0.207316
9.0,9,0.207925
20.0,20,0.211188
24.0,24,0.215837
10.0,10,0.225357
27.0,27,0.231386
35.0,35,0.237498
7.0,7,0.241827
17.0,17,0.242456
26.0,26,0.243668
50.0,50,0.252052
12.0,12,0.253417
14.0,14,0.254403
9.0,9,0.259968
17.0,17,0.265022
44.0,44,0.273799
16.0,16,0.273852
27.0,27,0.27502
44.0,44,0.278824
14.0,14,0.281594
17.0,17,0.284361
20.0,20,0.284959
16.0,16,0.287727
12.0,12,0.288336
15.0,15,0.293362
11.0,11,0.295207
22.0,22,0.298565
12.0,12,0.30076
11.0,11,0.302053
9.0,9,0.303783
27.0,27,0.304387
12.0,12,0.307719
9.0,9,0.3094
9.0,9,0.314406
17.0,17,0.317145
25.0,25,0.317752
29.0,29,0.318345
9.0,9,0.319481
11.0,11,0.324231
14.0,14,0.326431
14.0,14,0.327613
11.0,11,0.334948
19.0,19,0.337056
16.0,16,0.337975
33.0,33,0.338819
14.0,14,0.350001
14.0,14,0.350806
19.0,19,0.351967
8.0,8,0.356746
38.0,38,0.367121
15.0,15,0.368085
25.0,25,0.369166
31.0,31,0.376792
13.0,13,0.380276
22.0,22,1.842378
16.0,16,1.845668
24.0,24,1.845729
10.0,10,1.850718
