# {"t_start": 1558370890.862306} 
r,l,t
11.0,11,0.023824
18.0,18,0.028106
21.0,21,0.035849
17.0,17,0.03762
49.0,49,0.04523
23.0,23,0.048482
56.0,56,0.04908
23.0,23,0.050189
10.0,10,0.050771
8.0,8,0.053454
12.0,12,0.057292
14.0,14,0.061032
28.0,28,0.063714
25.0,25,0.06376
15.0,15,0.0654
10.0,10,0.066583
8.0,8,0.068378
11.0,11,0.071594
24.0,24,0.079497
19.0,19,0.081769
26.0,26,0.082674
36.0,36,0.08388
9.0,9,0.085004
11.0,11,0.08824
9.0,9,0.090041
14.0,14,0.091714
12.0,12,0.094932
12.0,12,0.096654
25.0,25,0.0967
13.0,13,0.10387
16.0,16,0.103922
17.0,17,0.106167
14.0,14,0.111629
37.0,37,0.112243
19.0,19,0.11447
8.0,8,0.116872
10.0,10,0.120243
9.0,9,0.121953
20.0,20,0.123083
31.0,31,0.12367
13.0,13,0.132071
16.0,16,0.132129
14.0,14,0.132155
7.0,7,0.136083
11.0,11,0.138373
36.0,36,0.141624
13.0,13,0.143378
12.0,12,0.145105
7.0,7,0.14571
29.0,29,0.148386
15.0,15,0.151596
13.0,13,0.152733
15.0,15,0.153348
18.0,18,0.158383
13.0,13,0.160561
10.0,10,0.163963
25.0,25,0.166742
28.0,28,0.167352
9.0,9,0.171915
15.0,15,0.172517
23.0,23,0.173704
11.0,11,0.179543
15.0,15,0.180139
34.0,34,0.186163
22.0,22,0.193224
11.0,11,0.19385
24.0,24,0.194981
14.0,14,0.20122
51.0,51,0.202323
16.0,16,0.203949
21.0,21,0.205618
16.0,16,0.210967
12.0,12,0.212083
26.0,26,0.215394
23.0,23,0.216501
12.0,12,0.222652
19.0,19,0.227838
29.0,29,0.227897
8.0,8,0.232426
40.0,40,0.235183
23.0,23,0.235774
15.0,15,0.240472
12.0,12,0.242114
31.0,31,0.244776
21.0,21,0.246383
12.0,12,0.248515
20.0,20,0.255508
14.0,14,0.256157
23.0,23,0.258937
36.0,36,0.260213
15.0,15,0.264449
21.0,21,0.267139
13.0,13,0.271821
10.0,10,0.273108
27.0,27,0.274317
26.0,26,0.274902
12.0,12,0.279638
15.0,15,0.280233
15.0,15,0.282892
18.0,18,0.284004
14.0,14,0.287326
11.0,11,0.289985
20.0,20,0.291101
11.0,11,0.293329
11.0,11,0.297046
19.0,19,1.685671
13.0,13,1.685744
33.0,33,1.686448
13.0,13,1.690213
9.0,9,1.691526
12.0,12,1.694007
14.0,14,1.694672
11.0,11,1.697214
14.0,14,1.700386
8.0,8,1.702274
15.0,15,1.703599
12.0,12,1.70808
16.0,16,1.713673
37.0,37,1.718325
8.0,8,1.719055
30.0,30,1.721614
25.0,25,1.724211
12.0,12,1.726718
13.0,13,1.732244
12.0,12,1.734151
13.0,13,1.742215
20.0,20,1.744729
11.0,11,1.749146
8.0,8,1.749964
49.0,49,1.752524
9.0,9,1.754986
61.0,61,1.756916
15.0,15,1.761859
19.0,19,1.761914
12.0,12,1.769399
20.0,20,1.769462
14.0,14,1.7709
10.0,10,1.775903
33.0,33,1.775962
17.0,17,1.781953
13.0,13,1.784665
26.0,26,1.786745
10.0,10,1.791087
16.0,16,1.792408
25.0,25,1.792457
16.0,16,1.796919
11.0,11,1.798253
9.0,9,1.798301
11.0,11,1.803899
19.0,19,1.804599
12.0,12,1.805875
16.0,16,1.808518
16.0,16,1.81415
10.0,10,1.814866
18.0,18,1.816155
19.0,19,1.818065
18.0,18,1.825511
17.0,17,1.825566
20.0,20,1.830394
9.0,9,1.831069
26.0,26,1.832392
7.0,7,1.836788
20.0,20,1.838064
16.0,16,1.841172
8.0,8,1.841844
33.0,33,1.851407
21.0,21,1.851467
22.0,22,1.855415
13.0,13,1.858837
31.0,31,1.860013
