AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExplainedVariance,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
18.76,0.498719185590744,0.5012807846069336,18.76,0.693141520023346,6.513021544307662e-08,1,50,50.0,0.0008750476990826428,7,7.0,1.9999895095825195,9.288832004078877,9.288832004078877,106,2000,175.42587280273438
20.32,0.49421173334121704,0.5057883262634277,20.32,0.6922704577445984,-0.0006211909014175454,2,53,53.0,0.001902689691632986,7,7.0,1.9982484579086304,9.355084179204374,9.355084179204374,205,4000,172.13157653808594
21.84,0.5135460495948792,0.486454039812088,21.84,0.6892817616462708,-0.005037890041743154,3,78,78.0,0.0013804353075101972,7,7.0,1.9922971725463867,12.813055841601566,12.813055841601566,295,6000,198.7572021484375
22.41,0.5031872987747192,0.49681270122528076,22.41,0.6846349835395813,0.0063698980335394895,4,78,78.0,0.0012282126117497683,8,8.0,1.9831143617630005,12.245076561622636,12.245076561622636,384,8000,109.60944366455078
25.64,0.5250459909439087,0.4749535322189331,25.64,0.6781767010688782,0.00801541049694543,5,89,89.0,0.0009363875142298639,7,7.0,1.9705314636230469,14.28532113744735,14.28532113744735,459,10000,182.9268798828125
28.02,0.5149805545806885,0.48501935601234436,28.02,0.669812023639679,0.04821485688270377,6,126,126.0,0.0010760020231828094,8,8.0,1.9545061588287354,21.324155317385962,21.324155317385962,533,12000,236.73634338378906
27.24,0.5247671604156494,0.4752325415611267,27.24,0.6646857857704163,0.007062596962007284,7,91,91.0,0.0008859141380526125,7,7.0,1.9447154998779297,18.640879807562733,18.640879807562733,604,14000,164.2213134765625
30.39,0.5201063752174377,0.47989368438720703,30.39,0.6547251343727112,0.08267765575695851,8,103,103.0,0.0009325098944827914,7,7.0,1.9262208938598633,20.478229903973638,20.478229903973638,666,16000,179.4161376953125
36.5,0.5196213722229004,0.48037850856781006,36.5,0.650234043598175,0.012951712705415841,9,186,186.0,0.0007870241533964872,7,7.0,1.917999505996704,28.782112500648733,28.782112500648733,715,18000,450.8088684082031
41.31,0.528809130191803,0.47119084000587463,41.31,0.639594554901123,0.04649765948638096,10,186,186.0,0.0008699696627445519,7,7.0,1.8985404968261719,31.280887135757517,31.280887135757517,761,20000,291.64263916015625
44.93,0.5020445585250854,0.4979555010795593,44.93,0.6311188340187073,0.0821630373321608,11,151,151.0,0.0009530390379950404,8,8.0,1.8835653066635132,31.363435717408255,31.363435717408255,801,22000,329.18780517578125
44.25,0.4906902015209198,0.5093096494674683,44.25,0.6207521557807922,0.07152740275776936,12,151,151.0,0.0009403349831700325,9,9.0,1.8655704259872437,31.479953938975196,31.479953938975196,850,24000,311.7279968261719
48.95,0.48499977588653564,0.5150002241134644,48.95,0.6164968609809875,0.11773090058948932,13,151,151.0,0.0008562560542486608,9,9.0,1.8581626415252686,35.75146850130775,35.75146850130775,882,26000,387.82940673828125
55.18,0.5291471481323242,0.47085249423980713,55.18,0.6027095913887024,0.03882091249323427,14,239,239.0,0.0010546341072767973,8,8.0,1.8348480463027954,45.73103541360068,45.73103541360068,913,28000,647.65234375
64.37,0.5278036594390869,0.47219619154930115,64.37,0.5845866203308105,0.04856226286917997,15,239,239.0,0.0008600297733210027,8,8.0,1.8039822578430176,48.99748054747305,48.99748054747305,942,30000,442.3841247558594
64.3,0.5195468068122864,0.4804535210132599,64.3,0.5687390565872192,0.07249669061416442,16,239,239.0,0.0010603669798001647,8,8.0,1.7783502340316772,50.853810083414594,50.853810083414594,972,32000,422.0727233886719
71.99,0.5018067955970764,0.49819308519363403,71.99,0.5727865099906921,0.14146475796328517,17,239,239.0,0.0009435261017642915,7,7.0,1.785471796989441,55.84057574918081,55.84057574918081,997,34000,415.6522216796875
79.12,0.5311564207077026,0.4688432216644287,79.12,0.5649150013923645,0.1095109255581097,18,285,285.0,0.0008511728956364095,7,7.0,1.7733275890350342,61.03216856707617,61.03216856707617,1014,36000,629.2211303710938
