# {"t_start": 1558373973.882304} 
r,l,t
9.0,9,0.020039
9.0,9,0.020132
11.0,11,0.021273
11.0,11,0.021315
10.0,10,0.025648
12.0,12,0.028301
16.0,16,0.029496
19.0,19,0.032243
10.0,10,0.033965
16.0,16,0.035322
13.0,13,0.037014
11.0,11,0.038669
10.0,10,0.040843
11.0,11,0.043307
13.0,13,0.046172
8.0,8,0.047863
26.0,26,0.048994
10.0,10,0.053485
14.0,14,0.056682
31.0,31,0.058559
15.0,15,0.062023
9.0,9,0.063736
32.0,32,0.064333
19.0,19,0.067836
10.0,10,0.069488
10.0,10,0.070121
18.0,18,0.072472
9.0,9,0.075569
14.0,14,0.07624
11.0,11,0.076286
12.0,12,0.079601
9.0,9,0.08128
12.0,12,0.083098
10.0,10,0.088571
27.0,27,0.091116
20.0,20,0.091169
8.0,8,0.095759
12.0,12,0.097986
37.0,37,0.102421
31.0,31,0.106541
20.0,20,0.109384
14.0,14,0.110506
13.0,13,0.113705
11.0,11,0.117147
16.0,16,0.124975
28.0,28,0.127233
52.0,52,0.127282
17.0,17,0.128469
12.0,12,0.132048
9.0,9,0.132647
15.0,15,0.137122
20.0,20,0.138945
6.0,6,0.140773
16.0,16,0.141363
8.0,8,0.143531
5.0,5,0.143574
14.0,14,0.1493
11.0,11,0.149944
32.0,32,0.151061
24.0,24,0.15706
18.0,18,0.159263
18.0,18,0.159856
17.0,17,0.16046
10.0,10,0.162799
7.0,7,0.16684
12.0,12,0.166896
13.0,13,0.168023
9.0,9,0.171991
31.0,31,0.176769
20.0,20,0.179078
11.0,11,0.182949
30.0,30,0.190622
17.0,17,0.190679
13.0,13,0.192317
46.0,46,0.194681
7.0,7,0.194732
14.0,14,0.198721
12.0,12,0.201572
11.0,11,0.207532
20.0,20,0.209732
31.0,31,0.209777
7.0,7,0.211606
30.0,30,0.21166
9.0,9,0.215109
9.0,9,0.216756
17.0,17,0.219735
8.0,8,0.219788
16.0,16,0.221144
7.0,7,0.223862
8.0,8,0.224443
11.0,11,0.227412
13.0,13,0.231207
27.0,27,0.232442
22.0,22,0.236909
21.0,21,0.239488
12.0,12,0.239545
22.0,22,0.244493
13.0,13,0.247601
9.0,9,0.253818
31.0,31,0.256685
28.0,28,0.257355
8.0,8,0.258774
27.0,27,0.261512
10.0,10,0.263187
13.0,13,0.264301
11.0,11,0.264888
11.0,11,0.269691
9.0,9,0.270345
17.0,17,0.271485
8.0,8,0.274797
18.0,18,0.274847
21.0,21,0.281418
19.0,19,0.285472
26.0,26,0.286081
22.0,22,0.28738
17.0,17,0.291401
12.0,12,0.293121
10.0,10,0.293172
19.0,19,0.296579
14.0,14,0.299318
14.0,14,0.304536
9.0,9,0.304606
12.0,12,1.728039
38.0,38,1.731896
43.0,43,1.735165
13.0,13,1.736503
10.0,10,1.738562
33.0,33,1.741921
11.0,11,1.743864
15.0,15,1.745266
11.0,11,1.746014
9.0,9,1.749817
