# {"t_start": 1558865780.789075} 
r,l,t
15.0,15,0.024179
17.0,17,0.025341
19.0,19,0.026432
20.0,20,0.027011
16.0,16,0.032826
23.0,23,0.039403
28.0,28,0.040524
26.0,26,0.040565
15.0,15,0.041129
13.0,13,0.047729
19.0,19,0.050833
24.0,24,0.052435
13.0,13,0.054486
32.0,32,0.058046
16.0,16,0.060638
15.0,15,0.065782
20.0,20,0.071001
13.0,13,0.078681
54.0,54,0.079774
12.0,12,0.085106
40.0,40,0.087707
18.0,18,0.089314
72.0,72,0.093334
17.0,17,0.094425
17.0,17,0.096966
18.0,18,0.099113
11.0,11,0.102876
11.0,11,0.105041
23.0,23,0.10563
23.0,23,0.106738
10.0,10,0.108672
16.0,16,0.113784
10.0,10,0.120291
26.0,26,0.121036
33.0,33,0.126362
32.0,32,0.12749
17.0,17,0.130136
19.0,19,0.131742
14.0,14,0.134959
14.0,14,0.139305
32.0,32,0.143608
26.0,26,0.144202
17.0,17,0.148382
11.0,11,0.149489
15.0,15,0.156337
25.0,25,0.157494
48.0,48,0.160631
16.0,16,0.164772
15.0,15,0.165361
12.0,12,0.167056
37.0,37,0.169225
15.0,15,0.173003
16.0,16,0.174126
21.0,21,0.185438
36.0,36,0.187533
30.0,30,0.191369
18.0,18,0.195116
14.0,14,0.202448
28.0,28,0.202503
29.0,29,0.206624
70.0,70,0.207712
11.0,11,0.208293
15.0,15,0.214548
20.0,20,0.218363
32.0,32,0.219455
12.0,12,0.221035
27.0,27,0.222889
9.0,9,0.227492
16.0,16,0.228114
13.0,13,0.228154
26.0,26,0.232513
13.0,13,0.23521
28.0,28,0.242476
34.0,34,0.246239
28.0,28,0.247712
15.0,15,0.250817
30.0,30,0.25143
17.0,17,0.255501
15.0,15,0.255546
16.0,16,0.259091
17.0,17,0.260192
12.0,12,0.261984
21.0,21,0.267197
18.0,18,0.269813
21.0,21,0.274333
20.0,20,0.275592
14.0,14,0.279862
9.0,9,0.280978
16.0,16,0.283558
27.0,27,0.284643
18.0,18,0.290304
20.0,20,0.290352
15.0,15,1.590369
13.0,13,1.598329
24.0,24,1.604104
12.0,12,1.611189
21.0,21,1.611246
56.0,56,1.616499
46.0,46,1.617254
25.0,25,1.626405
13.0,13,1.634215
39.0,39,1.634898
38.0,38,1.640309
41.0,41,1.641526
25.0,25,1.649328
19.0,19,1.651897
29.0,29,1.652561
22.0,22,1.655039
11.0,11,1.656279
15.0,15,1.661674
16.0,16,1.664611
15.0,15,1.665277
31.0,31,1.670731
16.0,16,1.671422
24.0,24,1.679222
24.0,24,1.679883
23.0,23,1.685371
11.0,11,1.686101
17.0,17,1.690579
14.0,14,1.699129
24.0,24,1.700963
29.0,29,1.706057
61.0,61,1.712456
30.0,30,1.72283
15.0,15,1.722897
23.0,23,1.723537
30.0,30,1.724172
15.0,15,1.732539
16.0,16,1.732599
18.0,18,1.735062
10.0,10,1.738715
17.0,17,1.74335
21.0,21,1.748141
19.0,19,1.750628
17.0,17,1.753751
60.0,60,1.7598
28.0,28,1.764909
18.0,18,1.769891
36.0,36,1.7716
38.0,38,1.775522
20.0,20,1.776136
23.0,23,1.788463
36.0,36,1.789693
35.0,35,1.790976
17.0,17,1.799003
23.0,23,1.801337
26.0,26,1.805239
26.0,26,1.815462
20.0,20,1.81605
81.0,81,1.820062
13.0,13,1.822932
18.0,18,1.826196
49.0,49,1.826242
17.0,17,1.829474
10.0,10,1.831623
14.0,14,1.833741
10.0,10,1.837129
15.0,15,1.837748
16.0,16,1.842594
14.0,14,1.84536
50.0,50,1.850202
26.0,26,1.851335
24.0,24,1.85622
10.0,10,1.86169
21.0,21,1.862287
39.0,39,1.86757
17.0,17,1.871476
15.0,15,1.875747
39.0,39,1.883825
24.0,24,1.884415
15.0,15,2.103899
18.0,18,2.106713
18.0,18,2.116774
91.0,91,2.116845
15.0,15,2.11858
17.0,17,2.130706
66.0,66,2.131438
17.0,17,2.131486
14.0,14,2.140358
35.0,35,2.142354
23.0,23,2.146115
11.0,11,2.147444
38.0,38,2.155144
16.0,16,2.156487
30.0,30,2.161547
25.0,25,2.163461
18.0,18,2.166869
19.0,19,2.168766
15.0,15,2.171337
25.0,25,2.179484
24.0,24,2.182138
29.0,29,2.189696
14.0,14,2.191035
39.0,39,2.193583
25.0,25,2.195529
12.0,12,2.197538
11.0,11,2.20094
18.0,18,2.202885
11.0,11,2.204858
24.0,24,2.211207
20.0,20,2.21594
24.0,24,2.216672
18.0,18,2.223204
11.0,11,2.223922
12.0,12,2.231348
15.0,15,2.233816
29.0,29,2.235087
19.0,19,2.245261
30.0,30,2.252966
43.0,43,2.257118
26.0,26,2.26099
92.0,92,2.262979
13.0,13,2.269478
20.0,20,2.270229
12.0,12,2.270958
50.0,50,2.285404
23.0,23,2.285459
11.0,11,2.292638
29.0,29,2.304645
55.0,55,2.30793
11.0,11,2.311978
64.0,64,2.31203
35.0,35,2.315429
14.0,14,2.326933
12.0,12,2.341275
21.0,21,2.353809
22.0,22,2.363436
19.0,19,2.370136
22.0,22,2.37665
14.0,14,2.377783
52.0,52,2.377822
21.0,21,2.388187
51.0,51,2.388799
27.0,27,2.392538
32.0,32,2.39526
14.0,14,2.395838
18.0,18,2.398566
22.0,22,2.404794
18.0,18,2.40873
30.0,30,2.412654
13.0,13,2.416052
17.0,17,2.422102
9.0,9,2.427034
10.0,10,2.432601
34.0,34,2.434816
73.0,73,2.435936
9.0,9,2.43983
21.0,21,2.44417
26.0,26,2.66116
85.0,85,2.663169
15.0,15,2.670904
40.0,40,2.674745
48.0,48,2.684983
18.0,18,2.68631
42.0,42,2.690115
16.0,16,2.695235
19.0,19,2.698539
47.0,47,2.701095
13.0,13,2.703705
24.0,24,2.705676
17.0,17,2.709514
18.0,18,2.717191
14.0,14,2.718536
31.0,31,2.724198
23.0,23,2.734975
37.0,37,2.745309
64.0,64,2.745377
26.0,26,2.751769
11.0,11,2.752475
42.0,42,2.753831
18.0,18,2.757661
12.0,12,2.760475
14.0,14,2.769475
28.0,28,2.772934
37.0,37,2.77746
14.0,14,2.786368
26.0,26,2.786424
23.0,23,2.787687
49.0,49,2.789651
20.0,20,2.798608
25.0,25,2.804666
33.0,33,2.806555
16.0,16,2.808381
15.0,15,2.813735
55.0,55,2.820869
29.0,29,2.825761
39.0,39,2.844101
31.0,31,2.847644
27.0,27,2.851876
21.0,21,2.867038
29.0,29,2.870159
23.0,23,2.871718
85.0,85,2.874413
14.0,14,2.883575
24.0,24,2.886635
26.0,26,2.891382
26.0,26,2.89617
25.0,25,2.904417
15.0,15,2.908308
34.0,34,2.919771
39.0,39,2.931952
13.0,13,2.933543
25.0,25,2.937329
32.0,32,2.939202
17.0,17,2.947216
27.0,27,2.963028
21.0,21,2.965332
32.0,32,2.965394
42.0,42,2.969799
10.0,10,2.970604
16.0,16,2.976947
22.0,22,2.981332
19.0,19,2.984176
11.0,11,2.989202
29.0,29,2.99089
14.0,14,2.999721
35.0,35,3.00218
25.0,25,3.007473
16.0,16,3.009495
13.0,13,3.010138
43.0,43,3.01305
14.0,14,3.01819
16.0,16,3.022935
29.0,29,3.244784
13.0,13,3.248799
21.0,21,3.249518
17.0,17,3.260372
18.0,18,3.260439
57.0,57,3.261166
13.0,13,3.26882
42.0,42,3.272101
13.0,13,3.277273
31.0,31,3.281332
35.0,35,3.283567
15.0,15,3.294939
33.0,33,3.295673
23.0,23,3.298291
30.0,30,3.299013
31.0,31,3.314961
40.0,40,3.321451
14.0,14,3.324088
45.0,45,3.327971
64.0,64,3.339557
31.0,31,3.341536
27.0,27,3.345589
16.0,16,3.350113
45.0,45,3.354521
11.0,11,3.359187
24.0,24,3.365372
17.0,17,3.375993
50.0,50,3.382157
21.0,21,3.38287
35.0,35,3.384127
19.0,19,3.388321
17.0,17,3.393156
23.0,23,3.396229
17.0,17,3.398815
38.0,38,3.407339
18.0,18,3.407399
38.0,38,3.416658
21.0,21,3.420343
28.0,28,3.4246
45.0,45,3.426465
16.0,16,3.430138
29.0,29,3.433964
15.0,15,3.441986
29.0,29,3.442581
24.0,24,3.443172
12.0,12,3.450074
49.0,49,3.452303
34.0,34,3.461529
23.0,23,3.464759
27.0,27,3.464806
57.0,57,3.473837
29.0,29,3.477839
24.0,24,3.478455
11.0,11,3.484392
25.0,25,3.487668
18.0,18,3.497586
40.0,40,3.499767
12.0,12,3.506515
82.0,82,3.510435
48.0,48,3.511052
17.0,17,3.515884
19.0,19,3.520786
10.0,10,3.521735
47.0,47,3.524419
16.0,16,3.530418
19.0,19,3.53474
27.0,27,3.537013
12.0,12,3.543648
24.0,24,3.543702
66.0,66,3.548135
37.0,37,3.766872
32.0,32,3.77415
18.0,18,3.778683
23.0,23,3.788962
19.0,19,3.790996
54.0,54,3.794344
81.0,81,3.806666
28.0,28,3.808003
12.0,12,3.815354
32.0,32,3.816289
23.0,23,3.832088
36.0,36,3.833459
74.0,74,3.841701
40.0,40,3.84245
20.0,20,3.85476
34.0,34,3.855495
37.0,37,3.856209
19.0,19,3.867907
42.0,42,3.869914
24.0,24,3.871906
15.0,15,3.881439
19.0,19,3.882158
59.0,59,3.904516
48.0,48,3.910545
50.0,50,3.912466
29.0,29,3.922869
20.0,20,3.925332
121.0,121,3.930797
39.0,39,3.93543
12.0,12,3.938463
26.0,26,3.941441
35.0,35,3.944595
21.0,21,3.948213
14.0,14,3.950082
23.0,23,3.952381
14.0,14,3.956207
27.0,27,3.960124
17.0,17,3.961792
22.0,22,3.97488
53.0,53,3.980519
51.0,51,3.985614
13.0,13,3.98783
50.0,50,3.988968
31.0,31,3.992307
23.0,23,4.001382
22.0,22,4.004116
46.0,46,4.012812
16.0,16,4.012867
64.0,64,4.020455
37.0,37,4.022092
16.0,16,4.030365
32.0,32,4.031641
38.0,38,4.034905
24.0,24,4.043825
24.0,24,4.044991
21.0,21,4.046628
16.0,16,4.055328
60.0,60,4.055965
20.0,20,4.067137
41.0,41,4.067876
32.0,32,4.284237
55.0,55,4.285594
16.0,16,4.294435
29.0,29,4.296403
47.0,47,4.307134
21.0,21,4.307853
