ActualImprovement,AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExpectedImprovement,ExplainedVariance,ImprovementRatio,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
0.005882710717614259,16.49,0.4992481470108032,0.5007518529891968,16.49,0.6931426525115967,0.005882274825125933,0.0001110022629355889,1.0000741027070794,1,56,56.0,0.0009083039476536214,6,6.0,1.999991774559021,9.899994949493662,9.899994949493662,122,2000,167.21868896484375
0.005509042263032171,17.24,0.5047792792320251,0.49522075057029724,17.24,0.6924108266830444,0.005285517126321793,-0.0010420433924225314,1.0422901168169953,2,43,43.0,0.0006785395089536905,7,7.0,1.9985287189483643,8.108168720494167,8.108168720494167,237,4000,131.26808166503906
0.004420029107482293,20.14,0.5070211291313171,0.4929788112640381,20.14,0.6912946105003357,0.0033575129508972173,-0.006105823386764575,1.3164592876108319,3,53,53.0,0.0009529269300401211,6,6.0,1.9963030815124512,10.554638790598188,10.554638790598188,337,6000,136.77835083007812
0.005785299833863888,18.4,0.5077534914016724,0.49224650859832764,18.4,0.687253475189209,0.0044907573610544205,-0.010325793210867351,1.2882681847913315,4,59,59.0,0.0009667057893238962,7,7.0,1.9882838726043701,10.11632344283238,10.11632344283238,443,8000,89.42867279052734
0.006232011482119493,17.96,0.5091568231582642,0.490843266248703,17.96,0.6817020177841187,0.005769358202815056,0.019289759356491798,1.080191463771255,5,58,58.0,0.0006934920675121248,6,6.0,1.9773333072662354,10.775824794418291,10.775824794418291,557,10000,75.49762725830078
0.004494827937334023,19.44,0.5037716627120972,0.4962283968925476,19.44,0.6773288249969482,0.004154516756534577,0.06118481380875207,1.0819135415121808,6,60,60.0,0.0006470678490586579,7,7.0,1.968799114227295,10.94835147408047,10.94835147408047,658,12000,74.41874694824219
0.005888794003985787,20.25,0.5032371878623962,0.49676281213760376,20.25,0.672487735748291,0.005830150097608566,0.1301473872980462,1.0100587301176474,7,51,51.0,0.0009105653734877706,6,6.0,1.9594025611877441,10.266815475112036,10.266815475112036,756,14000,64.98997497558594
0.005844335108995458,20.49,0.48733019828796387,0.5126696825027466,20.49,0.6646045446395874,0.005703174322843552,0.13197999746269806,1.024751266252988,8,76,76.0,0.0006368145113810897,5,5.0,1.9442694187164307,13.707293678914157,13.707293678914157,853,16000,95.86004638671875
0.002309697706252334,20.88,0.4996037483215332,0.5003962516784668,20.88,0.6572228074073792,0.004571600817143917,0.20889520761316094,0.5052273369080603,9,60,60.0,0.0002589039213489741,6,6.0,1.9304044246673584,11.641546289045971,11.641546289045971,950,18000,61.76034164428711
0.005757635693997898,22.77,0.49535414576530457,0.5046457052230835,22.77,0.65482097864151,0.005088101327419281,0.13174963425818986,1.1315882533570158,10,94,94.0,0.000787744065746665,7,7.0,1.9259190559387207,15.462764953267575,15.462764953267575,1037,20000,134.36428833007812
