# {"t_start": 1558270860.632855} 
r,l,t
12.0,12,0.03064
18.0,18,0.033983
25.0,25,0.037774
19.0,19,0.041064
20.0,20,0.045059
12.0,12,0.047801
22.0,22,0.050089
47.0,47,0.050136
14.0,14,0.052915
8.0,8,0.054639
19.0,19,0.058626
17.0,17,0.062382
24.0,24,0.063527
20.0,20,0.06581
15.0,15,0.071865
19.0,19,0.073008
18.0,18,0.075691
16.0,16,0.080452
13.0,13,0.082731
19.0,19,0.083338
15.0,15,0.088783
56.0,56,0.089381
17.0,17,0.092071
26.0,26,0.102668
37.0,37,0.103311
26.0,26,0.106072
17.0,17,0.112012
25.0,25,0.116902
25.0,25,0.119637
14.0,14,0.119685
64.0,64,0.124095
11.0,11,0.125808
18.0,18,0.126924
15.0,15,0.132354
14.0,14,0.13345
15.0,15,0.135097
32.0,32,0.137248
12.0,12,0.138861
22.0,22,0.146686
27.0,27,0.147795
12.0,12,0.154185
31.0,31,0.155388
35.0,35,0.155994
22.0,22,0.158733
11.0,11,0.160403
9.0,9,0.161006
16.0,16,0.167582
19.0,19,0.170813
19.0,19,0.171411
21.0,21,0.179195
18.0,18,0.180948
24.0,24,0.184691
13.0,13,0.18636
14.0,14,0.194181
13.0,13,0.195366
33.0,33,0.20092
15.0,15,0.202574
14.0,14,0.203167
88.0,88,0.20596
18.0,18,0.212407
21.0,21,0.212457
15.0,15,0.214081
36.0,36,0.222721
21.0,21,0.223836
23.0,23,0.226557
36.0,36,0.231964
20.0,20,0.233665
14.0,14,0.234252
30.0,30,0.240207
11.0,11,0.240256
18.0,18,0.243458
13.0,13,0.247184
15.0,15,0.248275
38.0,38,0.252492
21.0,21,0.254744
17.0,17,0.257615
27.0,27,0.262019
15.0,15,0.263144
24.0,24,0.26581
17.0,17,0.266912
11.0,11,0.269062
15.0,15,0.270181
17.0,17,0.275078
16.0,16,0.27781
8.0,8,0.279446
25.0,25,0.280557
18.0,18,0.290188
24.0,24,0.292453
43.0,43,0.293605
12.0,12,0.296805
41.0,41,1.379935
14.0,14,1.380007
16.0,16,1.382609
18.0,18,1.393598
32.0,32,1.396265
32.0,32,1.400005
22.0,22,1.407674
21.0,21,1.420727
69.0,69,1.423646
13.0,13,1.429224
54.0,54,1.430563
57.0,57,1.436178
14.0,14,1.439379
32.0,32,1.444912
12.0,12,1.444979
25.0,25,1.446294
9.0,9,1.450765
11.0,11,1.457752
20.0,20,1.45909
24.0,24,1.460418
13.0,13,1.466022
20.0,20,1.472889
23.0,23,1.473611
15.0,15,1.4756
55.0,55,1.475651
12.0,12,1.481329
15.0,15,1.482622
11.0,11,1.488155
28.0,28,1.49343
20.0,20,1.495333
34.0,34,1.497236
20.0,20,1.500969
15.0,15,1.502827
15.0,15,1.506518
26.0,26,1.511518
12.0,12,1.514077
11.0,11,1.522221
10.0,10,1.528801
25.0,25,1.528868
48.0,48,1.532603
9.0,9,1.534474
12.0,12,1.53991
69.0,69,1.54708
31.0,31,1.547682
30.0,30,1.55196
12.0,12,1.554192
15.0,15,1.555692
41.0,41,1.565577
17.0,17,1.566265
20.0,20,1.570947
28.0,28,1.572212
14.0,14,1.575599
12.0,12,1.578049
18.0,18,1.578666
19.0,19,1.583393
20.0,20,1.587227
11.0,11,1.590022
20.0,20,1.590701
11.0,11,1.594848
29.0,29,1.595992
10.0,10,1.597123
21.0,21,1.602628
16.0,16,1.603788
17.0,17,1.606001
9.0,9,1.60867
21.0,21,1.60986
9.0,9,1.609911
14.0,14,1.614448
15.0,15,1.618155
20.0,20,1.620902
12.0,12,1.620952
15.0,15,1.626564
14.0,14,1.628979
38.0,38,1.630124
12.0,12,1.633429
25.0,25,1.635096
13.0,13,1.637281
19.0,19,1.644062
18.0,18,1.645333
38.0,38,1.650057
13.0,13,1.651153
28.0,28,1.652863
31.0,31,1.662243
24.0,24,1.663413
10.0,10,1.670076
14.0,14,1.671348
34.0,34,1.673148
43.0,43,1.676559
14.0,14,1.681208
13.0,13,1.683859
25.0,25,1.684445
15.0,15,1.904929
26.0,26,1.908999
45.0,45,1.910384
10.0,10,1.916856
17.0,17,1.920261
23.0,23,1.920324
38.0,38,1.921034
23.0,23,1.932332
20.0,20,1.933706
19.0,19,1.93376
27.0,27,1.938366
13.0,13,1.941093
16.0,16,1.944409
24.0,24,1.959942
29.0,29,1.960007
33.0,33,1.960041
13.0,13,1.968397
57.0,57,1.970986
20.0,20,1.973115
25.0,25,1.976952
12.0,12,1.981811
24.0,24,1.987703
30.0,30,1.989078
15.0,15,1.991766
20.0,20,2.004926
33.0,33,2.011001
14.0,14,2.01431
11.0,11,2.022132
77.0,77,2.028626
71.0,71,2.034801
43.0,43,2.039185
15.0,15,2.049169
54.0,54,2.057672
39.0,39,2.060753
27.0,27,2.066982
20.0,20,2.070056
72.0,72,2.07503
14.0,14,2.075741
25.0,25,2.076421
15.0,15,2.084951
20.0,20,2.088464
34.0,34,2.090782
31.0,31,2.093654
21.0,21,2.100447
19.0,19,2.101779
41.0,41,2.108846
13.0,13,2.109524
15.0,15,2.109583
21.0,21,2.121935
50.0,50,2.124126
24.0,24,2.124869
25.0,25,2.124908
12.0,12,2.131127
19.0,19,2.135655
37.0,37,2.144393
28.0,28,2.147201
45.0,45,2.150572
15.0,15,2.155913
21.0,21,2.156559
16.0,16,2.160048
43.0,43,2.160648
15.0,15,2.164543
11.0,11,2.166778
33.0,33,2.178577
21.0,21,2.178628
48.0,48,2.18365
42.0,42,2.188235
21.0,21,2.190698
13.0,13,2.19579
24.0,24,2.197928
54.0,54,2.211532
36.0,36,2.213249
27.0,27,2.213292
27.0,27,2.215012
20.0,20,2.432796
41.0,41,2.450482
49.0,49,2.453797
36.0,36,2.457085
15.0,15,2.461424
18.0,18,2.467022
17.0,17,2.469087
70.0,70,2.469146
15.0,15,2.471795
13.0,13,2.477714
23.0,23,2.486772
30.0,30,2.486832
21.0,21,2.491442
35.0,35,2.492157
9.0,9,2.498052
20.0,20,2.504563
29.0,29,2.506187
29.0,29,2.506251
18.0,18,2.510813
13.0,13,2.515429
24.0,24,2.521431
27.0,27,2.525218
26.0,26,2.53306
42.0,42,2.539081
10.0,10,2.545989
35.0,35,2.548669
26.0,26,2.550589
10.0,10,2.55244
46.0,46,2.552489
10.0,10,2.556961
10.0,10,2.559019
12.0,12,2.560351
23.0,23,2.563479
18.0,18,2.568591
13.0,13,2.576487
13.0,13,2.585769
46.0,46,2.590188
45.0,45,2.592629
16.0,16,2.5958
16.0,16,2.602421
20.0,20,2.602477
77.0,77,2.608032
13.0,13,2.610328
33.0,33,2.615375
19.0,19,2.618757
35.0,35,2.622941
18.0,18,2.625953
27.0,27,2.626004
12.0,12,2.62603
23.0,23,2.636094
21.0,21,2.637835
25.0,25,2.640217
35.0,35,2.645922
14.0,14,2.645975
14.0,14,2.653814
26.0,26,2.655374
30.0,30,2.664623
17.0,17,2.665242
23.0,23,2.670182
