# {"t_start": 1558371045.628098} 
r,l,t
16.0,16,0.02298
16.0,16,0.023094
22.0,22,0.02651
30.0,30,0.030931
14.0,14,0.030982
21.0,21,0.034807
17.0,17,0.0403
19.0,19,0.041468
11.0,11,0.047784
39.0,39,0.048399
19.0,19,0.051231
9.0,9,0.052888
10.0,10,0.053997
38.0,38,0.056356
9.0,9,0.058025
18.0,18,0.061339
14.0,14,0.061923
11.0,11,0.064077
10.0,10,0.067277
18.0,18,0.070996
15.0,15,0.072157
12.0,12,0.074975
15.0,15,0.082904
24.0,24,0.085097
27.0,27,0.087979
12.0,12,0.089638
63.0,63,0.091797
9.0,9,0.094491
12.0,12,0.094538
14.0,14,0.099375
29.0,29,0.101022
14.0,14,0.102155
14.0,14,0.102198
9.0,9,0.10598
11.0,11,0.108126
20.0,20,0.110274
28.0,28,0.117381
22.0,22,0.117998
17.0,17,0.119661
23.0,23,0.120785
10.0,10,0.122929
12.0,12,0.126603
17.0,17,0.127841
14.0,14,0.128974
11.0,11,0.132698
9.0,9,0.133812
24.0,24,0.136528
20.0,20,0.138705
12.0,12,0.139306
13.0,13,0.140933
16.0,16,0.145372
13.0,13,0.145971
8.0,8,0.150287
12.0,12,0.152018
7.0,7,0.154215
10.0,10,0.157416
13.0,13,0.161291
39.0,39,0.162416
13.0,13,0.164563
49.0,49,0.166265
12.0,12,0.167957
19.0,19,0.172752
17.0,17,0.17568
21.0,21,0.176274
20.0,20,0.178972
13.0,13,0.184478
20.0,20,0.185625
30.0,30,0.194114
26.0,26,0.194715
20.0,20,0.196366
31.0,31,0.201107
14.0,14,0.203837
21.0,21,0.206039
13.0,13,0.210907
22.0,22,0.213158
37.0,37,0.21448
9.0,9,0.218385
18.0,18,0.221089
31.0,31,0.223243
21.0,21,0.225897
9.0,9,0.22814
18.0,18,0.228188
15.0,15,0.236307
19.0,19,0.238474
39.0,39,0.242229
17.0,17,0.24544
13.0,13,0.245486
48.0,48,0.251859
21.0,21,0.253491
14.0,14,0.259281
13.0,13,0.260388
30.0,30,0.261526
32.0,32,0.262669
10.0,10,0.265875
17.0,17,0.268585
16.0,16,0.27026
16.0,16,0.271377
9.0,9,0.273537
16.0,16,0.274998
13.0,13,0.279006
19.0,19,0.281374
23.0,23,0.2867
11.0,11,0.287297
11.0,11,1.592787
32.0,32,1.592924
13.0,13,1.595579
31.0,31,1.597816
10.0,10,1.604145
13.0,13,1.604225
13.0,13,1.60426
11.0,11,1.612624
19.0,19,1.613343
15.0,15,1.615631
8.0,8,1.619575
14.0,14,1.622998
21.0,21,1.63116
41.0,41,1.63517
21.0,21,1.638398
30.0,30,1.641999
13.0,13,1.644806
12.0,12,1.647643
27.0,27,1.651171
19.0,19,1.655024
17.0,17,1.659952
15.0,15,1.661954
28.0,28,1.66528
27.0,27,1.676044
23.0,23,1.677422
12.0,12,1.684567
12.0,12,1.685904
32.0,32,1.689868
37.0,37,1.690925
18.0,18,1.698657
19.0,19,1.703414
24.0,24,1.70438
17.0,17,1.711873
9.0,9,1.711942
20.0,20,1.71859
13.0,13,1.721439
11.0,11,1.727859
17.0,17,1.734175
14.0,14,1.737766
35.0,35,1.737834
23.0,23,1.752631
81.0,81,1.752708
21.0,21,1.754949
22.0,22,1.755769
15.0,15,1.763621
19.0,19,1.76597
11.0,11,1.770877
29.0,29,1.775441
14.0,14,1.7755
38.0,38,1.779954
13.0,13,1.782843
13.0,13,1.782897
14.0,14,1.791074
22.0,22,1.793471
20.0,20,1.79544
10.0,10,1.797756
58.0,58,1.805483
19.0,19,1.806204
30.0,30,1.810797
9.0,9,1.815986
19.0,19,1.816608
39.0,39,1.81998
11.0,11,1.822777
16.0,16,1.824956
36.0,36,1.826598
13.0,13,1.827187
11.0,11,1.828809
7.0,7,1.831185
10.0,10,1.832367
16.0,16,1.834123
13.0,13,1.836308
14.0,14,1.840652
21.0,21,1.850172
21.0,21,1.852937
34.0,34,1.855329
14.0,14,1.858101
47.0,47,1.860843
11.0,11,1.864371
20.0,20,1.866626
8.0,8,1.868829
38.0,38,1.875518
12.0,12,1.876701
33.0,33,1.881608
13.0,13,1.884117
37.0,37,1.891349
17.0,17,1.893526
26.0,26,1.895577
23.0,23,1.90047
8.0,8,1.905229
32.0,32,1.912888
11.0,11,1.912947
28.0,28,1.913562
8.0,8,1.918569
38.0,38,1.918639
18.0,18,1.924181
17.0,17,1.92876
19.0,19,1.929925
33.0,33,1.932744
18.0,18,2.227083
12.0,12,2.227876
10.0,10,2.235441
40.0,40,2.238004
18.0,18,2.250566
32.0,32,2.253222
20.0,20,2.269074
69.0,69,2.27009
