# {"t_start": 1558278480.383121} 
r,l,t
9.0,9,0.020047
10.0,10,0.020832
10.0,10,0.020876
11.0,11,0.021454
12.0,12,0.027028
12.0,12,0.027662
12.0,12,0.027703
14.0,14,0.034601
19.0,19,0.037799
32.0,32,0.038912
25.0,25,0.041095
12.0,12,0.044337
20.0,20,0.045486
13.0,13,0.04608
14.0,14,0.052238
14.0,14,0.053391
15.0,15,0.054503
27.0,27,0.05614
11.0,11,0.059336
16.0,16,0.060978
12.0,12,0.06102
9.0,9,0.065852
10.0,10,0.066434
32.0,32,0.073282
29.0,29,0.07494
9.0,9,0.079698
19.0,19,0.083571
39.0,39,0.087337
16.0,16,0.088449
12.0,12,0.093727
11.0,11,0.094347
22.0,22,0.095472
58.0,58,0.097116
10.0,10,0.099284
9.0,9,0.100449
16.0,16,0.103163
11.0,11,0.105345
19.0,19,0.107563
9.0,9,0.108172
16.0,16,0.109289
7.0,7,0.111464
14.0,14,0.113095
16.0,16,0.117102
11.0,11,0.117735
9.0,9,0.118323
25.0,25,0.123085
14.0,14,0.12474
13.0,13,0.124783
17.0,17,0.127452
8.0,8,0.129159
14.0,14,0.136606
23.0,23,0.1372
28.0,28,0.138401
23.0,23,0.140155
14.0,14,0.144845
13.0,13,0.145974
16.0,16,0.146605
9.0,9,0.149952
18.0,18,0.150542
11.0,11,0.152722
17.0,17,0.155424
9.0,9,0.155471
15.0,15,0.158174
11.0,11,0.158765
10.0,10,0.163549
19.0,19,0.166029
14.0,14,0.166682
13.0,13,0.171106
20.0,20,0.177635
21.0,21,0.177686
45.0,45,0.182054
10.0,10,0.1848
10.0,10,0.184847
25.0,25,0.18647
11.0,11,0.190773
16.0,16,0.19082
11.0,11,0.192513
18.0,18,0.194667
14.0,14,0.198419
15.0,15,0.199011
18.0,18,0.208089
22.0,22,0.210891
30.0,30,0.21094
10.0,10,0.216541
21.0,21,0.219767
56.0,56,0.222989
12.0,12,0.223034
15.0,15,0.230962
31.0,31,0.236441
27.0,27,0.237565
9.0,9,0.241356
25.0,25,0.244664
67.0,67,0.247359
18.0,18,0.247405
9.0,9,0.249571
19.0,19,0.251765
13.0,13,0.25457
13.0,13,0.25462
9.0,9,0.259605
20.0,20,0.260728
21.0,21,0.263431
18.0,18,0.26457
11.0,11,0.26673
16.0,16,0.268519
10.0,10,0.27075
10.0,10,0.274031
18.0,18,0.275355
9.0,9,0.27706
11.0,11,0.280346
11.0,11,0.28147
10.0,10,0.282656
12.0,12,0.28699
17.0,17,0.290775
17.0,17,0.291901
40.0,40,0.292494
17.0,17,1.632712
11.0,11,1.633448
16.0,16,1.638534
8.0,8,1.638591
19.0,19,1.639831
23.0,23,1.647227
16.0,16,1.648552
17.0,17,1.649246
23.0,23,1.654416
10.0,10,1.655742
12.0,12,1.65641
22.0,22,1.661338
11.0,11,1.66139
22.0,22,1.669733
23.0,23,1.671039
8.0,8,1.675962
25.0,25,1.677284
28.0,28,1.67925
19.0,19,1.681755
9.0,9,1.687287
19.0,19,1.687957
22.0,22,1.69115
9.0,9,1.693084
16.0,16,1.698123
14.0,14,1.702248
8.0,8,1.703746
25.0,25,1.707812
10.0,10,1.710606
56.0,56,1.715811
13.0,13,1.716529
9.0,9,1.716576
25.0,25,1.719133
14.0,14,1.724759
19.0,19,1.731099
15.0,15,1.734274
36.0,36,1.739406
36.0,36,1.73946
15.0,15,1.740741
9.0,9,1.745111
24.0,24,1.755581
35.0,35,1.76126
30.0,30,1.76378
20.0,20,1.768186
54.0,54,1.768238
17.0,17,1.771981
13.0,13,1.772032
14.0,14,1.777085
10.0,10,1.778394
18.0,18,1.779692
12.0,12,1.779739
11.0,11,1.784052
13.0,13,1.787813
20.0,20,1.792184
16.0,16,1.794119
10.0,10,1.794168
10.0,10,1.798354
13.0,13,1.801802
20.0,20,1.805804
14.0,14,1.806424
60.0,60,1.814359
18.0,18,1.816117
17.0,17,1.816163
27.0,27,1.817327
11.0,11,1.823089
17.0,17,1.824832
18.0,18,1.827143
18.0,18,1.828357
12.0,12,1.831952
19.0,19,1.834263
14.0,14,1.835435
19.0,19,1.839435
14.0,14,1.840056
10.0,10,1.841386
18.0,18,1.844978
19.0,19,1.851363
19.0,19,1.852657
24.0,24,1.858937
16.0,16,1.860707
12.0,12,1.867508
49.0,49,1.868115
23.0,23,1.872123
10.0,10,1.873317
37.0,37,1.873925
8.0,8,1.877945
10.0,10,1.877993
8.0,8,1.882564
14.0,14,1.886018
16.0,16,1.891667
35.0,35,1.89397
22.0,22,1.898565
15.0,15,1.900316
13.0,13,1.901486
61.0,61,1.903226
16.0,16,1.912317
28.0,28,1.914637
28.0,28,1.916389
29.0,29,1.918348
20.0,20,1.924121
17.0,17,1.928211
27.0,27,1.930529
25.0,25,1.931267
22.0,22,2.194832
13.0,13,2.196244
14.0,14,2.197603
10.0,10,2.201563
13.0,13,2.206638
34.0,34,2.207991
13.0,13,2.210667
10.0,10,2.214552
17.0,17,2.217853
15.0,15,2.220526
38.0,38,2.221902
11.0,11,2.225177
8.0,8,2.227207
11.0,11,2.227945
11.0,11,2.235148
14.0,14,2.236499
20.0,20,2.238477
37.0,37,2.239195
12.0,12,2.247013
14.0,14,2.247733
23.0,23,2.250364
19.0,19,2.260014
21.0,21,2.260717
21.0,21,2.264037
13.0,13,2.269221
17.0,17,2.271229
14.0,14,2.273229
10.0,10,2.277839
66.0,66,2.279855
28.0,28,2.287616
16.0,16,2.290274
26.0,26,2.290322
11.0,11,2.295026
14.0,14,2.29963
34.0,34,2.300346
9.0,9,2.305638
12.0,12,2.308457
31.0,31,2.311111
25.0,25,2.311835
7.0,7,2.313204
14.0,14,2.315239
14.0,14,2.320942
16.0,16,2.324061
19.0,19,2.324724
15.0,15,2.32538
14.0,14,2.3297
11.0,11,2.33239
11.0,11,2.339075
19.0,19,2.341678
29.0,29,2.343014
11.0,11,2.346123
15.0,15,2.355467
31.0,31,2.360975
61.0,61,2.362244
