AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExplainedVariance,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
21.57777777777778,0.49994924664497375,0.5000507831573486,21.57777777777778,0.6931465864181519,5.087413567628207e-05,1,64,64.0,0.000945722742471844,10,10.0,2.0,10.849452395579725,10.849452395579725,90,2000,241.70657348632812
23.06,0.5032497644424438,0.49675020575523376,23.06,0.6922091841697693,-0.0002832480286789618,2,77,77.0,0.001622964395210147,10,10.0,1.9981255531311035,13.482447848962739,13.482447848962739,177,4000,285.66845703125
26.68,0.5048213601112366,0.4951786696910858,26.68,0.6884336471557617,0.003585675313311887,3,95,95.0,0.001124681788496673,8,8.0,1.990618109703064,16.532924726133608,16.532924726133608,245,6000,325.05035400390625
27.79,0.5011910200119019,0.49880895018577576,27.79,0.6826004981994629,0.002129442937031323,4,95,95.0,0.001138754771091044,8,8.0,1.979125738143921,15.938189985064177,15.938189985064177,317,8000,169.4066925048828
30.47,0.5107215046882629,0.48927849531173706,30.47,0.6766060590744019,0.0065756629735176375,5,121,121.0,0.0008642212487757206,10,10.0,1.9674819707870483,20.560376942069908,20.560376942069908,374,10000,357.9523620605469
38.52,0.5070754289627075,0.4929244816303253,38.52,0.672645628452301,0.010876081052913933,6,127,127.0,0.0009336378425359726,10,10.0,1.9599136114120483,26.941224916473267,26.941224916473267,424,12000,362.0922546386719
41.31,0.48255452513694763,0.5174455046653748,41.31,0.6663832068443298,0.03991352207373933,7,137,137.0,0.0009662381489761174,10,10.0,1.9479448795318604,26.543434216393326,26.543434216393326,469,14000,263.5604553222656
45.26,0.5238521099090576,0.4761482775211334,45.26,0.6544766426086426,0.05375479778314507,8,137,137.0,0.0010086761321872473,10,10.0,1.9256380796432495,28.19525491993289,28.19525491993289,511,16000,287.2931213378906
54.32,0.5119009017944336,0.48809924721717834,54.32,0.6533284187316895,-0.010003656545482631,9,327,327.0,0.000974240421783179,10,10.0,1.9236253499984741,45.34288918893457,45.34288918893457,533,18000,1209.6689453125
64.83,0.5084161162376404,0.491583913564682,64.83,0.6341093182563782,0.00496039609737442,10,327,327.0,0.0009606838575564325,10,10.0,1.8884977102279663,57.1471880323083,57.1471880323083,557,20000,549.9833984375
74.67,0.500149667263031,0.49985039234161377,74.67,0.6331009864807129,0.10041446778926799,11,327,327.0,0.0008073942153714597,10,10.0,1.8870577812194824,60.991647788857115,60.991647788857115,573,22000,545.9271240234375
86.54,0.4853869676589966,0.5146129727363586,86.54,0.6338862180709839,0.12825276763630888,12,334,334.0,0.0008331774151884019,10,10.0,1.8886377811431885,72.97525882105523,72.97525882105523,588,24000,619.3903198242188
102.59,0.4939977824687958,0.5060023069381714,102.59,0.6227905750274658,0.18682313812487317,13,334,334.0,0.0009579441975802183,10,10.0,1.8686972856521606,80.73377174392387,80.73377174392387,603,26000,543.7308349609375
117.43,0.4929186701774597,0.5070812702178955,117.43,0.6191355586051941,0.5758031061809807,14,334,334.0,0.000779691559728235,10,10.0,1.862717866897583,84.56763624460602,84.56763624460602,611,28000,335.74322509765625
125.68,0.48894235491752625,0.5110576748847961,125.68,0.6117062568664551,0.3102498654864575,15,334,334.0,0.0008631375967524946,11,11.0,1.849452257156372,85.26041050804295,85.26041050804295,623,30000,489.401123046875
139.16,0.5080797672271729,0.49192026257514954,139.16,0.6097056269645691,-0.19306501856908542,16,500,500.0,0.0008463019039481878,11,11.0,1.846542239189148,97.46042478873154,97.46042478873154,632,32000,1175.033447265625
153.38,0.5019468069076538,0.49805328249931335,153.38,0.6097072958946228,-0.21679348391265374,17,500,500.0,0.0003948269004467875,11,11.0,1.8470109701156616,110.90805020376114,110.90805020376114,638,34000,987.1002197265625
165.76,0.4941205382347107,0.5058795809745789,165.76,0.6086515188217163,0.4435823101558848,18,500,500.0,0.0007844104547984898,11,11.0,1.844992756843567,114.39633910226323,114.39633910226323,644,36000,363.0604248046875
183.53,0.4990752041339874,0.5009247660636902,183.53,0.6039730310440063,0.19345566768980726,19,500,500.0,0.0007235055672936141,11,11.0,1.8371317386627197,126.31464325247491,126.31464325247491,650,38000,543.2664794921875
194.19,0.4861944913864136,0.5138054490089417,194.19,0.6011249423027039,0.3147588488114097,20,500,500.0,0.0006892048404552042,11,11.0,1.832855224609375,128.07409535108965,128.07409535108965,657,40000,533.9779052734375
208.23,0.49908745288848877,0.5009123682975769,208.23,0.6040329337120056,0.7135685694932714,21,500,500.0,0.0017546872841194272,11,11.0,1.837270975112915,131.38035279295,131.38035279295,662,42000,291.1068420410156
221.84,0.4848525822162628,0.5151472687721252,221.84,0.6052340269088745,0.617224127401645,22,500,500.0,0.0008526001474820077,11,11.0,1.8402838706970215,133.64009278655863,133.64009278655863,670,44000,358.2593994140625
231.39,0.507365345954895,0.49263471364974976,231.39,0.5985151529312134,0.192092735606343,23,500,500.0,0.0011834044707939029,11,11.0,1.8284870386123657,137.58552939898874,137.58552939898874,675,46000,517.8399047851562
247.72,0.4904381036758423,0.5095618963241577,247.72,0.6004385352134705,0.7437659457423655,24,500,500.0,0.0015881577273830771,11,11.0,1.832114577293396,139.30025699904505,139.30025699904505,680,48000,227.75357055664062
261.94,0.51645427942276,0.48354580998420715,261.94,0.5988202095031738,0.18934497276812534,25,500,500.0,0.0009775444632396102,13,13.0,1.829093098640442,139.7543430452163,139.7543430452163,688,50000,605.3853759765625
269.59,0.4891480505466461,0.5108519196510315,269.59,0.6009142398834229,0.24664153277652667,26,500,500.0,0.0008489087922498584,13,13.0,1.83303964138031,141.15630308278833,141.15630308278833,694,52000,513.8648071289062
280.54,0.489240437746048,0.5107595920562744,280.54,0.58723384141922,0.7532200303795653,27,500,500.0,0.001333403866738081,13,13.0,1.8093396425247192,141.06214375231932,141.06214375231932,698,54000,210.51641845703125
288.44,0.49515414237976074,0.5048458576202393,288.44,0.5897991061210632,-0.04128435489274174,28,500,500.0,0.0009762605186551809,13,13.0,1.8137530088424683,143.6390141987893,143.6390141987893,706,56000,918.4082641601562
295.99,0.5054973363876343,0.49450263381004333,295.99,0.5926082730293274,0.39939378124100744,29,500,500.0,0.000691437569912523,13,13.0,1.818852186203003,147.26041525134988,147.26041525134988,711,58000,369.1007995605469
306.75,0.49224868416786194,0.5077512860298157,306.75,0.5854105949401855,0.5734308189810087,30,500,500.0,0.000875298457685858,13,13.0,1.8079209327697754,148.8111806955378,148.8111806955378,716,60000,274.2942810058594
322.65,0.4923734664916992,0.5076265335083008,322.65,0.5882523655891418,0.2987222904862542,31,500,500.0,0.0008967500762082636,35,35.0,1.81173574924469,147.2932024908142,147.2932024908142,722,62000,480.86297607421875
334.09,0.4753257632255554,0.5246745944023132,334.09,0.5926645994186401,0.5144638705521738,32,500,500.0,0.0008491445332765579,48,48.0,1.8190333843231201,143.9474275560352,143.9474275560352,726,64000,283.6617736816406
