# {"t_start": 1558159917.604791} 
r,l,t
14.0,14,0.045225
15.0,15,0.046025
18.0,18,0.048047
10.0,10,0.052258
25.0,25,0.053036
15.0,15,0.058346
11.0,11,0.059716
11.0,11,0.060444
9.0,9,0.064629
9.0,9,0.070474
16.0,16,0.071212
24.0,24,0.075778
46.0,46,0.077172
12.0,12,0.078545
20.0,20,0.084456
12.0,12,0.08647
15.0,15,0.087222
12.0,12,0.094407
13.0,13,0.095799
32.0,32,0.09717
16.0,16,0.104953
13.0,13,0.105684
13.0,13,0.113383
14.0,14,0.11477
31.0,31,0.116181
49.0,49,0.11694
13.0,13,0.125502
17.0,17,0.126233
20.0,20,0.126953
9.0,9,0.131502
11.0,11,0.134122
30.0,30,0.13634
12.0,12,0.142163
31.0,31,0.151906
17.0,17,0.15333
41.0,41,0.153388
35.0,35,0.159219
19.0,19,0.165748
22.0,22,0.16775
12.0,12,0.175494
38.0,38,0.176863
30.0,30,0.178845
23.0,23,0.180838
15.0,15,0.186867
12.0,12,0.188877
22.0,22,0.190238
18.0,18,0.190966
15.0,15,0.19682
11.0,11,0.197555
12.0,12,0.204696
29.0,29,0.207962
21.0,21,0.211247
16.0,16,0.21859
16.0,16,0.221895
51.0,51,0.22453
12.0,12,0.226534
34.0,34,0.227267
11.0,11,0.232149
18.0,18,0.23599
11.0,11,0.23675
23.0,23,0.243831
14.0,14,0.245216
25.0,25,0.262076
38.0,38,0.262135
29.0,29,0.263663
44.0,44,0.263719
8.0,8,0.268922
15.0,15,0.273445
29.0,29,0.28122
14.0,14,0.282608
33.0,33,0.284004
15.0,15,0.294213
42.0,42,0.29691
25.0,25,0.299567
16.0,16,0.304775
15.0,15,0.306839
39.0,39,0.307572
10.0,10,0.31157
14.0,14,0.316249
30.0,30,0.319594
18.0,18,0.323532
28.0,28,0.326156
16.0,16,0.326878
14.0,14,0.3289
13.0,13,0.334761
9.0,9,0.334822
21.0,21,0.340808
14.0,14,0.344141
39.0,39,0.349398
17.0,17,0.352353
17.0,17,0.363328
30.0,30,0.36406
51.0,51,0.36862
34.0,34,1.277638
14.0,14,1.279321
20.0,20,1.288996
28.0,28,1.289074
15.0,15,1.290663
16.0,16,1.303939
37.0,37,1.307202
33.0,33,1.315304
16.0,16,1.316127
9.0,9,1.321956
13.0,13,1.325672
50.0,50,1.327965
13.0,13,1.33734
22.0,22,1.341774
34.0,34,1.346889
61.0,61,1.351937
22.0,22,1.35777
26.0,26,1.365689
13.0,13,1.367286
42.0,42,1.36814
9.0,9,1.374574
16.0,16,1.37779
41.0,41,1.382143
22.0,22,1.383652
19.0,19,1.391729
12.0,12,1.392564
28.0,28,1.395623
15.0,15,1.403564
20.0,20,1.406739
34.0,34,1.407568
18.0,18,1.409143
10.0,10,1.414316
29.0,29,1.428796
29.0,29,1.430356
10.0,10,1.436269
31.0,31,1.437084
47.0,47,1.438649
25.0,25,1.448178
18.0,18,1.449527
20.0,20,1.450254
19.0,19,1.451606
18.0,18,1.461276
38.0,38,1.473837
23.0,23,1.477588
46.0,46,1.482692
24.0,24,1.489841
23.0,23,1.492567
64.0,64,1.49333
29.0,29,1.501666
19.0,19,1.505473
26.0,26,1.506817
10.0,10,1.50817
12.0,12,1.514469
37.0,37,1.516458
26.0,26,1.522254
18.0,18,1.52625
35.0,35,1.530917
22.0,22,1.545778
30.0,30,1.547784
56.0,56,1.556144
13.0,13,1.557568
62.0,62,1.565851
16.0,16,1.567792
40.0,40,1.574147
10.0,10,1.574206
14.0,14,1.57488
42.0,42,1.583082
16.0,16,1.584419
20.0,20,1.587605
27.0,27,1.59151
15.0,15,1.594145
17.0,17,1.598552
25.0,25,1.599277
14.0,14,1.603129
12.0,12,1.606374
24.0,24,1.607103
26.0,26,1.619413
25.0,25,1.621934
42.0,42,1.625663
19.0,19,1.978376
25.0,25,1.985826
20.0,20,1.986691
15.0,15,1.989955
16.0,16,1.999084
17.0,17,2.002797
73.0,73,2.004394
11.0,11,2.011013
17.0,17,2.011827
38.0,38,2.014849
23.0,23,2.021495
15.0,15,2.023038
21.0,21,2.026721
28.0,28,2.035615
22.0,22,2.037852
16.0,16,2.038701
11.0,11,2.046673
26.0,26,2.054799
29.0,29,2.059267
55.0,55,2.063738
17.0,17,2.067511
13.0,13,2.073596
35.0,35,2.085153
25.0,25,2.085991
54.0,54,2.086846
25.0,25,2.092015
13.0,13,2.09575
25.0,25,2.105366
14.0,14,2.106201
22.0,22,2.108456
16.0,16,2.117129
23.0,23,2.122937
18.0,18,2.1302
38.0,38,2.135978
73.0,73,2.138956
34.0,34,2.147562
19.0,19,2.149791
23.0,23,2.155542
16.0,16,2.159137
14.0,14,2.159885
59.0,59,2.172455
39.0,39,2.182806
33.0,33,2.182869
16.0,16,2.183591
36.0,36,2.184319
10.0,10,2.190345
13.0,13,2.194143
14.0,14,2.200638
16.0,16,2.205791
36.0,36,2.210321
43.0,43,2.214871
19.0,19,2.220337
8.0,8,2.221101
33.0,33,2.225429
22.0,22,2.227388
11.0,11,2.235317
21.0,21,2.236121
18.0,18,2.239297
24.0,24,2.239353
15.0,15,2.247388
13.0,13,2.248829
18.0,18,2.252953
23.0,23,2.270282
48.0,48,2.271872
37.0,37,2.27716
44.0,44,2.280853
16.0,16,2.283846
22.0,22,2.293596
23.0,23,2.298192
63.0,63,2.317405
40.0,40,2.322528
34.0,34,2.322585
56.0,56,2.324555
30.0,30,2.336636
31.0,31,2.693985
16.0,16,2.699235
19.0,19,2.707966
16.0,16,2.711081
58.0,58,2.716388
28.0,28,2.728697
20.0,20,2.730967
94.0,94,2.740321
40.0,40,2.740393
22.0,22,2.747166
29.0,29,2.761674
13.0,13,2.770986
49.0,49,2.782811
59.0,59,2.783996
23.0,23,2.788633
9.0,9,2.790232
13.0,13,2.794227
14.0,14,2.799388
19.0,19,2.808171
108.0,108,2.80896
20.0,20,2.814115
16.0,16,2.820951
11.0,11,2.822512
21.0,21,2.824033
49.0,49,2.827
34.0,34,2.845621
35.0,35,2.849392
35.0,35,2.85241
51.0,51,2.859746
20.0,20,2.864168
23.0,23,2.869387
33.0,33,2.870223
20.0,20,2.874663
39.0,39,2.898476
47.0,47,2.899238
59.0,59,2.913005
61.0,61,2.918874
43.0,43,2.929758
27.0,27,2.932774
25.0,25,2.937236
64.0,64,2.944498
19.0,19,2.946726
28.0,28,2.950506
31.0,31,2.960132
15.0,15,2.961695
25.0,25,2.963154
24.0,24,2.964639
11.0,11,2.971864
12.0,12,2.974095
13.0,13,2.983767
31.0,31,2.985416
39.0,39,2.990178
24.0,24,3.002322
