AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExplainedVariance,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
16.53,0.5007852911949158,0.49921467900276184,16.53,0.6931383013725281,-2.6441963937973156e-05,1,55,55.0,0.0008330654818564653,6,6.0,1.9999831914901733,9.03598915448663,9.03598915448663,123,2000,147.6124267578125
17.37,0.5009574294090271,0.4990426301956177,17.37,0.6924809813499451,-0.004768766626814802,2,40,40.0,0.0018506707856431603,5,5.0,1.9986686706542969,8.483696128457218,8.483696128457218,238,4000,136.10311889648438
17.36,0.5205276608467102,0.47947263717651367,17.36,0.6897171139717102,-0.015185249582048144,3,68,68.0,0.0013355223927646875,7,7.0,1.9931714534759521,10.135600623544713,10.135600623544713,351,6000,137.53094482421875
19.45,0.5085821151733398,0.49141785502433777,19.45,0.6849471926689148,-0.002117607720346637,4,119,119.0,0.001231140922755003,6,6.0,1.983748435974121,16.531409498285377,16.531409498285377,452,8000,241.1220703125
19.0,0.5021372437477112,0.4978627860546112,19.0,0.680160641670227,0.002688583764696051,5,68,68.0,0.0006476292037405074,7,7.0,1.974339246749878,10.91879114188013,10.91879114188013,557,10000,79.71534729003906
20.57,0.502475917339325,0.49752411246299744,20.57,0.6757382154464722,0.05902895817229825,6,64,64.0,0.0013442367780953646,6,6.0,1.965747356414795,11.689529502935523,11.689529502935523,650,12000,91.0159912109375
21.51,0.5005826950073242,0.4994172751903534,21.51,0.6657153367996216,0.08636387683975455,7,60,60.0,0.0007883855141699314,7,7.0,1.9464350938796997,12.085938110051698,12.085938110051698,746,14000,79.46260833740234
24.29,0.4904317855834961,0.5095681548118591,24.29,0.6600504517555237,0.08129558532220005,8,88,88.0,0.0010669989278540015,7,7.0,1.935655951499939,16.119736350201265,16.119736350201265,826,16000,134.91799926757812
24.25,0.4852888286113739,0.5147112607955933,24.25,0.6486236453056335,0.09931384141025346,9,109,109.0,0.0006328180897980928,5,5.0,1.9143133163452148,16.661557550241213,16.661557550241213,913,18000,131.40968322753906
22.13,0.519904375076294,0.4800955653190613,22.13,0.640593945980072,0.12280468742052075,10,83,83.0,0.0006556488224305212,6,6.0,1.8996974229812622,14.38794981920635,14.38794981920635,1002,20000,108.47068786621094
23.83,0.5059919953346252,0.49400800466537476,23.83,0.636623203754425,0.14547707584146818,11,91,91.0,0.0010045731905847788,6,6.0,1.892750859260559,15.201351913563476,15.201351913563476,1081,22000,113.30274200439453
24.53,0.5165956616401672,0.4834044873714447,24.53,0.6243051886558533,0.12368574708338975,12,101,101.0,0.0009694664040580392,6,6.0,1.8708105087280273,17.942382784903458,17.942382784903458,1158,24000,173.99696350097656
31.27,0.4973050057888031,0.502694845199585,31.27,0.6162512302398682,0.1508491846766722,13,101,101.0,0.0010443348437547684,6,6.0,1.8566087484359741,21.64155955563277,21.64155955563277,1220,26000,153.83705139160156
33.92,0.5088089108467102,0.4911910891532898,33.92,0.601073682308197,0.1367237789478758,14,114,114.0,0.0007338766008615494,6,6.0,1.8306711912155151,20.75412248205161,20.75412248205161,1278,28000,177.08253479003906
36.66,0.5294169187545776,0.47058314085006714,36.66,0.587790310382843,0.09672530735468787,15,134,134.0,0.0010203535202890635,6,6.0,1.808463215827942,25.404810568079423,25.404810568079423,1332,30000,239.87820434570312
33.94,0.5230996608734131,0.47690027952194214,33.94,0.5766554474830627,0.1607623593730455,16,134,134.0,0.0009359648684039712,8,8.0,1.789673924446106,22.835419856004396,22.835419856004396,1392,32000,173.50498962402344
37.69,0.520991325378418,0.47900882363319397,37.69,0.5605747103691101,0.18517253433389969,17,105,105.0,0.0008640924352221191,7,7.0,1.7633650302886963,23.41610343332127,23.41610343332127,1437,34000,178.0136260986328
42.63,0.530536949634552,0.46946296095848083,42.63,0.5541547536849976,0.13519796615394408,18,125,125.0,0.0009546379442326725,7,7.0,1.753994107246399,27.228534664942956,27.228534664942956,1487,36000,256.0535583496094
40.3,0.510797917842865,0.48920175433158875,40.3,0.5281005501747131,0.11745019455637273,19,141,141.0,0.0008562888251617551,8,8.0,1.7113913297653198,27.759502877393178,27.759502877393178,1538,38000,232.3981475830078
37.76,0.5629416108131409,0.43705853819847107,37.76,0.5022761225700378,0.12202327033371052,20,141,141.0,0.0008380170911550522,6,6.0,1.6732349395751953,27.53620162622289,27.53620162622289,1591,40000,261.19451904296875
45.86,0.49897658824920654,0.5010232925415039,45.86,0.5113220810890198,0.1127432689152219,21,195,195.0,0.0009462866000831127,6,6.0,1.6870211362838745,36.889028179121226,36.889028179121226,1623,42000,524.4722900390625
51.2,0.4816263020038605,0.5183737277984619,51.2,0.4906923472881317,0.13712891321410503,22,195,195.0,0.0008684716885909438,6,6.0,1.654734492301941,38.31553209861505,38.31553209861505,1661,44000,362.9035949707031
52.5,0.5273211598396301,0.47267842292785645,52.5,0.47363224625587463,0.15039821857310354,23,195,195.0,0.0008413039613515139,10,10.0,1.6290584802627563,37.72784117863093,37.72784117863093,1704,46000,295.8580627441406
50.27,0.5086042284965515,0.49139586091041565,50.27,0.45740610361099243,0.08152345171835129,24,210,210.0,0.0008865880081430078,7,7.0,1.605832576751709,39.26241332368656,39.26241332368656,1745,48000,457.6158447265625
52.73,0.5273004174232483,0.4726996421813965,52.73,0.4507894814014435,0.0777856117732566,25,210,210.0,0.0008536964887753129,7,7.0,1.595563530921936,39.56333024405302,39.56333024405302,1775,50000,345.64202880859375
52.69,0.4795893728733063,0.5204106569290161,52.69,0.4375047981739044,0.1834203386069293,26,210,210.0,0.0009410424390807748,7,7.0,1.577669620513916,38.34467238091884,38.34467238091884,1815,52000,292.0220031738281
60.8,0.4928578734397888,0.5071419477462769,60.8,0.4425581991672516,0.1488026624222789,27,196,196.0,0.0009211001452058554,7,7.0,1.5871524810791016,40.29714630094791,40.29714630094791,1841,54000,527.74072265625
