# {"t_start": 1558271145.013314} 
r,l,t
10.0,10,0.019614
11.0,11,0.020278
11.0,11,0.020321
15.0,15,0.022488
11.0,11,0.026371
11.0,11,0.027316
12.0,12,0.028035
14.0,14,0.035067
15.0,15,0.036288
25.0,25,0.043321
19.0,19,0.047949
22.0,22,0.048593
44.0,44,0.049824
12.0,12,0.050443
10.0,10,0.054338
10.0,10,0.055465
12.0,12,0.060789
23.0,23,0.060838
28.0,28,0.065597
20.0,20,0.066175
16.0,16,0.069471
23.0,23,0.073295
15.0,15,0.074409
12.0,12,0.076057
24.0,24,0.078745
23.0,23,0.085757
21.0,21,0.085809
18.0,18,0.088723
15.0,15,0.094084
11.0,11,0.099944
33.0,33,0.103787
56.0,56,0.106686
11.0,11,0.109875
41.0,41,0.110979
14.0,14,0.114392
16.0,16,0.118681
35.0,35,0.119268
13.0,13,0.121452
27.0,27,0.125777
15.0,15,0.127493
17.0,17,0.130788
31.0,31,0.135739
27.0,27,0.140724
24.0,24,0.140775
12.0,12,0.142979
32.0,32,0.149081
15.0,15,0.149673
16.0,16,0.150248
19.0,19,0.160375
21.0,21,0.160957
38.0,38,0.163755
23.0,23,0.173661
25.0,25,0.174319
49.0,49,0.176192
29.0,29,0.180231
16.0,16,0.185144
18.0,18,0.187981
15.0,15,0.190279
38.0,38,0.196651
24.0,24,0.198338
23.0,23,0.200903
39.0,39,0.211945
24.0,24,0.212002
21.0,21,0.212621
28.0,28,0.212661
10.0,10,0.218159
12.0,12,0.218766
21.0,21,0.224202
13.0,13,0.225853
31.0,31,0.229103
11.0,11,0.230236
26.0,26,0.232406
13.0,13,0.232991
13.0,13,0.236187
10.0,10,0.237826
12.0,12,0.244265
21.0,21,0.244315
16.0,16,0.2449
27.0,27,0.244937
12.0,12,0.251273
22.0,22,0.256404
14.0,14,0.259135
34.0,34,0.262895
38.0,38,0.265645
15.0,15,0.267306
26.0,26,0.270509
12.0,12,0.273695
17.0,17,0.274818
28.0,28,0.278121
14.0,14,0.27817
12.0,12,0.280388
15.0,15,0.283065
10.0,10,0.288466
9.0,9,0.293255
35.0,35,1.577953
32.0,32,1.578676
17.0,17,1.584386
10.0,10,1.584445
9.0,9,1.590699
19.0,19,1.591473
12.0,12,1.592923
59.0,59,1.594307
10.0,10,1.598141
16.0,16,1.601342
19.0,19,1.605148
15.0,15,1.607648
25.0,25,1.610187
26.0,26,1.617672
22.0,22,1.618979
20.0,20,1.620286
20.0,20,1.622766
14.0,14,1.627848
13.0,13,1.631084
19.0,19,1.632393
11.0,11,1.638034
39.0,39,1.642759
17.0,17,1.643526
11.0,11,1.645569
27.0,27,1.645624
9.0,9,1.648829
8.0,8,1.650731
21.0,21,1.656832
25.0,25,1.661256
11.0,11,1.663825
25.0,25,1.664639
30.0,30,1.669684
16.0,16,1.674782
18.0,18,1.681356
15.0,15,1.684453
45.0,45,1.693019
49.0,49,1.69308
15.0,15,1.694365
24.0,24,1.696901
14.0,14,1.701873
12.0,12,1.704596
20.0,20,1.706032
22.0,22,1.708614
11.0,11,1.70929
9.0,9,1.710585
14.0,14,1.718074
22.0,22,1.72241
21.0,21,1.731123
52.0,52,1.742899
34.0,34,1.743582
67.0,67,1.747699
27.0,27,1.747749
19.0,19,1.754233
13.0,13,1.754827
16.0,16,1.756655
15.0,15,1.762533
16.0,16,1.765231
21.0,21,1.76636
44.0,44,1.767484
23.0,23,1.77512
19.0,19,1.775945
25.0,25,1.781652
32.0,32,1.784416
20.0,20,1.795304
50.0,50,1.803438
51.0,51,1.803494
42.0,42,1.804678
19.0,19,1.805799
11.0,11,1.809479
18.0,18,1.81316
11.0,11,1.815285
24.0,24,1.817421
16.0,16,1.821658
37.0,37,1.825623
29.0,29,1.833516
15.0,15,1.834174
30.0,30,1.838668
49.0,49,1.842848
13.0,13,1.846295
30.0,30,1.851351
23.0,23,1.855871
18.0,18,1.856501
52.0,52,1.863265
22.0,22,1.863873
19.0,19,1.866704
25.0,25,1.870727
13.0,13,1.870777
13.0,13,1.874137
8.0,8,1.87535
25.0,25,2.083738
14.0,14,2.084494
12.0,12,2.087204
12.0,12,2.088609
15.0,15,2.094452
24.0,24,2.09967
25.0,25,2.1036
25.0,25,2.104985
18.0,18,2.111573
28.0,28,2.112965
14.0,14,2.113017
11.0,11,2.118823
30.0,30,2.12476
24.0,24,2.128714
32.0,32,2.13396
19.0,19,2.13729
30.0,30,2.138673
15.0,15,2.144198
24.0,24,2.144955
17.0,17,2.148956
20.0,20,2.15755
29.0,29,2.164093
33.0,33,2.171452
