# {"t_start": 1558271692.547559} 
r,l,t
12.0,12,0.025713
14.0,14,0.027401
16.0,16,0.028728
24.0,24,0.033645
12.0,12,0.033702
13.0,13,0.035754
14.0,14,0.037846
12.0,12,0.041637
12.0,12,0.041695
11.0,11,0.043151
13.0,13,0.046942
13.0,13,0.051091
19.0,19,0.056783
25.0,25,0.059413
13.0,13,0.060441
16.0,16,0.070639
35.0,35,0.070698
27.0,27,0.077092
15.0,15,0.080965
15.0,15,0.081023
12.0,12,0.086065
44.0,44,0.087069
21.0,21,0.096342
20.0,20,0.100888
23.0,23,0.102393
10.0,10,0.108147
23.0,23,0.113003
15.0,15,0.11366
52.0,52,0.118103
14.0,14,0.122889
23.0,23,0.124247
21.0,21,0.127735
14.0,14,0.12842
13.0,13,0.131742
16.0,16,0.134856
13.0,13,0.13558
8.0,8,0.137217
18.0,18,0.139784
10.0,10,0.141618
14.0,14,0.145279
13.0,13,0.148018
18.0,18,0.148604
13.0,13,0.149794
13.0,13,0.153306
8.0,8,0.15516
13.0,13,0.156408
14.0,14,0.162529
28.0,28,0.166356
10.0,10,0.172853
17.0,17,0.172913
27.0,27,0.173605
32.0,32,0.175494
11.0,11,0.182123
20.0,20,0.185405
21.0,21,0.186387
9.0,9,0.188174
9.0,9,0.191186
39.0,39,0.198169
11.0,11,0.198227
22.0,22,0.201885
28.0,28,0.204141
13.0,13,0.206682
8.0,8,0.211943
25.0,25,0.214698
19.0,19,0.216438
7.0,7,0.221078
31.0,31,0.224703
21.0,21,0.227697
15.0,15,0.230911
14.0,14,0.233266
23.0,23,0.233318
7.0,7,0.238149
18.0,18,0.239583
14.0,14,0.240346
12.0,12,0.241565
17.0,17,0.248678
15.0,15,0.250408
28.0,28,0.257795
29.0,29,0.257854
19.0,19,0.262393
10.0,10,0.26792
19.0,19,0.268668
25.0,25,0.27281
44.0,44,0.276025
12.0,12,0.276653
8.0,8,0.281449
15.0,15,0.28205
15.0,15,0.285124
34.0,34,0.290187
15.0,15,0.291485
24.0,24,0.297287
12.0,12,0.298408
21.0,21,0.298451
15.0,15,0.299088
9.0,9,0.302742
15.0,15,0.307865
15.0,15,0.308677
7.0,7,0.312746
24.0,24,0.313353
18.0,18,0.313926
