# {"t_start": 1558278332.221847} 
r,l,t
16.0,16,0.023777
19.0,19,0.025484
21.0,21,0.026614
8.0,8,0.028558
30.0,30,0.031901
13.0,13,0.034113
15.0,15,0.037011
16.0,16,0.043196
8.0,8,0.047433
20.0,20,0.04802
31.0,31,0.049138
42.0,42,0.049179
7.0,7,0.053146
9.0,9,0.054281
16.0,16,0.056997
24.0,24,0.06074
9.0,9,0.061902
18.0,18,0.063189
15.0,15,0.06902
12.0,12,0.069607
31.0,31,0.071224
13.0,13,0.075988
9.0,9,0.076035
17.0,17,0.078757
8.0,8,0.083134
14.0,14,0.083727
20.0,20,0.087021
10.0,10,0.08927
14.0,14,0.091233
9.0,9,0.096052
19.0,19,0.097781
11.0,11,0.102037
79.0,79,0.105229
9.0,9,0.106945
22.0,22,0.109728
10.0,10,0.110946
45.0,45,0.114479
16.0,16,0.118755
15.0,15,0.119341
29.0,29,0.123105
9.0,9,0.127901
24.0,24,0.13182
11.0,11,0.133989
29.0,29,0.135105
11.0,11,0.139847
15.0,15,0.143124
8.0,8,0.144242
24.0,24,0.144833
11.0,11,0.150623
13.0,13,0.15122
17.0,17,0.152391
70.0,70,0.152433
13.0,13,0.159592
17.0,17,0.160191
14.0,14,0.160232
11.0,11,0.166056
14.0,14,0.16844
10.0,10,0.174224
26.0,26,0.174856
42.0,42,0.175488
17.0,17,0.176784
13.0,13,0.184468
19.0,19,0.186654
19.0,19,0.188862
23.0,23,0.189459
7.0,7,0.190569
16.0,16,0.197504
26.0,26,0.198686
15.0,15,0.205664
14.0,14,0.206265
32.0,32,0.206851
36.0,36,0.210048
21.0,21,0.218227
24.0,24,0.21945
16.0,16,0.219501
30.0,30,0.224029
10.0,10,0.225233
18.0,18,0.228681
17.0,17,0.229284
28.0,28,0.239458
30.0,30,0.241622
7.0,7,0.243324
29.0,29,0.245009
13.0,13,0.248889
12.0,12,0.249999
41.0,41,0.251117
12.0,12,0.2517
9.0,9,0.256525
11.0,11,0.257122
15.0,15,0.258217
18.0,18,0.258801
8.0,8,0.263126
13.0,13,0.26428
22.0,22,0.26929
20.0,20,0.2699
18.0,18,0.273707
12.0,12,0.276474
23.0,23,0.277652
15.0,15,0.277696
10.0,10,0.279324
13.0,13,0.283529
16.0,16,0.286239
20.0,20,0.288514
11.0,11,0.289622
9.0,9,0.2913
23.0,23,0.291899
11.0,11,0.294657
22.0,22,1.686141
17.0,17,1.686899
26.0,26,1.686951
27.0,27,1.690803
12.0,12,1.694747
21.0,21,1.700909
23.0,23,1.709175
17.0,17,1.711902
39.0,39,1.712779
19.0,19,1.722583
15.0,15,1.722654
55.0,55,1.728677
11.0,11,1.732447
26.0,26,1.744897
42.0,42,1.746688
18.0,18,1.747775
27.0,27,1.752608
13.0,13,1.7575
34.0,34,1.797281
50.0,50,1.798248
62.0,62,1.809353
17.0,17,1.810722
60.0,60,1.811468
9.0,9,1.830816
12.0,12,1.830924
16.0,16,1.835144
10.0,10,1.837918
14.0,14,1.849166
18.0,18,1.849249
60.0,60,1.857006
9.0,9,1.85839
45.0,45,1.873676
15.0,15,1.875571
30.0,30,1.883367
27.0,27,1.890923
15.0,15,1.893085
22.0,22,1.898175
16.0,16,1.905875
22.0,22,1.90596
18.0,18,1.909526
17.0,17,1.914164
13.0,13,1.919838
15.0,15,1.931723
25.0,25,1.933155
26.0,26,1.937859
20.0,20,1.939762
16.0,16,1.945375
9.0,9,1.948034
14.0,14,1.950112
22.0,22,1.952545
12.0,12,1.955967
11.0,11,1.958577
12.0,12,1.965237
15.0,15,1.96532
14.0,14,1.974283
10.0,10,1.976414
7.0,7,1.98331
25.0,25,1.986107
9.0,9,1.993873
27.0,27,1.998469
18.0,18,1.99945
8.0,8,2.007373
20.0,20,2.008376
13.0,13,2.012888
9.0,9,2.028824
14.0,14,2.033569
11.0,11,2.034959
11.0,11,2.043691
15.0,15,2.06187
47.0,47,2.068981
19.0,19,2.075125
13.0,13,2.079277
31.0,31,2.084265
7.0,7,2.100674
16.0,16,2.10441
15.0,15,2.105327
28.0,28,2.114758
16.0,16,2.119331
13.0,13,2.124993
27.0,27,2.132571
11.0,11,2.135099
32.0,32,2.136006
23.0,23,2.139437
10.0,10,2.143152
16.0,16,2.153263
16.0,16,2.159386
25.0,25,2.160672
8.0,8,2.168841
18.0,18,2.171891
9.0,9,2.17395
10.0,10,2.176023
13.0,13,2.186725
18.0,18,2.188752
25.0,25,2.19009
13.0,13,2.195435
17.0,17,2.199966
40.0,40,2.202088
19.0,19,2.20282
13.0,13,2.509411
14.0,14,2.522925
29.0,29,2.530614
35.0,35,2.539174
42.0,42,2.542266
30.0,30,2.544759
23.0,23,2.548101
11.0,11,2.551326
29.0,29,2.56336
23.0,23,2.568896
29.0,29,2.570791
10.0,10,2.574057
9.0,9,2.5823
21.0,21,2.589307
26.0,26,2.597005
49.0,49,2.59892
24.0,24,2.60647
12.0,12,2.610948
17.0,17,2.624603
25.0,25,2.627982
44.0,44,2.629823
44.0,44,2.634988
19.0,19,2.639004
17.0,17,2.641646
15.0,15,2.644894
26.0,26,2.646241
10.0,10,2.648318
7.0,7,2.65044
22.0,22,2.655397
12.0,12,2.658114
10.0,10,2.65817
18.0,18,2.660168
10.0,10,2.665596
15.0,15,2.666518
17.0,17,2.675772
21.0,21,2.676886
11.0,11,2.676957
13.0,13,2.680125
8.0,8,2.683412
7.0,7,2.685037
11.0,11,2.685103
8.0,8,2.689655
15.0,15,2.695511
26.0,26,2.696328
11.0,11,2.70663
15.0,15,2.708959
26.0,26,2.710125
35.0,35,2.71218
11.0,11,2.717246
10.0,10,2.720089
20.0,20,2.726406
28.0,28,2.728834
17.0,17,2.73091
11.0,11,2.735046
10.0,10,2.741888
23.0,23,2.749629
42.0,42,2.754645
