# {"t_start": 1558294764.1518312} 
r,l,t
19.0,19,0.043518
20.0,20,0.044163
9.0,9,0.04855
28.0,28,0.0486
10.0,10,0.054936
21.0,21,0.061273
54.0,54,0.064217
38.0,38,0.066606
8.0,8,0.068989
17.0,17,0.071338
35.0,35,0.07555
16.0,16,0.078408
16.0,16,0.08057
30.0,30,0.083921
12.0,12,0.085104
9.0,9,0.085722
12.0,12,0.092186
16.0,16,0.093821
35.0,35,0.094946
7.0,7,0.096058
22.0,22,0.0961
8.0,8,0.100486
13.0,13,0.101113
13.0,13,0.103395
22.0,22,0.107205
13.0,13,0.107802
12.0,12,0.110126
17.0,17,0.11073
7.0,7,0.111367
11.0,11,0.116406
18.0,18,0.118137
13.0,13,0.118184
8.0,8,0.120875
19.0,19,0.121983
9.0,9,0.123097
9.0,9,0.125819
14.0,14,0.125865
11.0,11,0.129088
14.0,14,0.129703
12.0,12,0.132507
19.0,19,0.139759
15.0,15,0.140897
29.0,29,0.14201
23.0,23,0.142616
16.0,16,0.149169
12.0,12,0.149996
15.0,15,0.150053
13.0,13,0.150079
11.0,11,0.156761
13.0,13,0.157891
14.0,14,0.158476
17.0,17,0.165955
15.0,15,0.166702
17.0,17,0.16752
33.0,33,0.168702
9.0,9,0.171949
12.0,12,0.174196
26.0,26,0.180703
14.0,14,0.18182
8.0,8,0.185146
32.0,32,0.186269
16.0,16,0.190724
13.0,13,0.19245
41.0,41,0.194612
8.0,8,0.195191
18.0,18,0.19631
14.0,14,0.200148
12.0,12,0.204436
23.0,23,0.208778
23.0,23,0.209368
16.0,16,0.213364
12.0,12,0.21559
31.0,31,0.219084
13.0,13,0.220735
14.0,14,0.223482
11.0,11,0.226701
22.0,22,0.231
16.0,16,0.232169
8.0,8,0.237019
52.0,52,0.238719
24.0,24,0.240352
9.0,9,0.241983
17.0,17,0.247792
17.0,17,0.249467
15.0,15,0.250193
8.0,8,0.254408
7.0,7,0.254463
17.0,17,0.257669
9.0,9,0.259405
15.0,15,0.262688
58.0,58,0.263865
11.0,11,0.265532
7.0,7,0.267875
18.0,18,0.267925
7.0,7,0.269554
20.0,20,0.273802
9.0,9,0.274382
16.0,16,0.27653
19.0,19,0.278198
11.0,11,0.279925
9.0,9,0.281586
16.0,16,0.283323
8.0,8,0.284457
14.0,14,0.286094
7.0,7,0.288259
9.0,9,0.290928
11.0,11,0.294122
24.0,24,0.296279
29.0,29,0.297377
17.0,17,0.300211
11.0,11,0.300263
11.0,11,0.303588
20.0,20,0.30737
15.0,15,0.308494
16.0,16,0.309094
10.0,10,0.312891
12.0,12,0.315578
28.0,28,1.037489
26.0,26,1.041859
19.0,19,1.042563
16.0,16,1.043833
10.0,10,1.048836
17.0,17,1.053118
29.0,29,1.056342
14.0,14,1.058236
7.0,7,1.062571
15.0,15,1.066572
36.0,36,1.068317
27.0,27,1.072106
18.0,18,1.075931
19.0,19,1.079699
19.0,19,1.08098
28.0,28,1.090118
19.0,19,1.093209
28.0,28,1.093906
25.0,25,1.095786
10.0,10,1.096455
8.0,8,1.100838
10.0,10,1.102738
25.0,25,1.108871
11.0,11,1.109544
28.0,28,1.111454
22.0,22,1.114494
14.0,14,1.117676
14.0,14,1.118368
7.0,7,1.122622
17.0,17,1.125125
16.0,16,1.127623
11.0,11,1.129569
33.0,33,1.132096
13.0,13,1.133439
10.0,10,1.136205
17.0,17,1.138695
11.0,11,1.139392
13.0,13,1.144211
27.0,27,1.150823
11.0,11,1.151676
11.0,11,1.158733
30.0,30,1.158801
7.0,7,1.163046
41.0,41,1.164974
15.0,15,1.16824
10.0,10,1.16955
32.0,32,1.171496
17.0,17,1.175752
11.0,11,1.176429
19.0,19,1.180265
22.0,22,1.185213
16.0,16,1.1865
18.0,18,1.187244
11.0,11,1.18729
18.0,18,1.196483
18.0,18,1.19778
21.0,21,1.200292
8.0,8,1.201626
25.0,25,1.20291
11.0,11,1.204676
8.0,8,1.206488
14.0,14,1.208774
8.0,8,1.211041
11.0,11,1.211087
19.0,19,1.213968
19.0,19,1.219727
16.0,16,1.220348
11.0,11,1.225914
31.0,31,1.228732
19.0,19,1.231031
32.0,32,1.23232
9.0,9,1.234091
17.0,17,1.236062
16.0,16,1.24065
9.0,9,1.241265
14.0,14,1.242427
18.0,18,1.243037
11.0,11,1.24866
16.0,16,1.250092
13.0,13,1.250824
17.0,17,1.251543
7.0,7,1.254511
12.0,12,1.258488
15.0,15,1.259676
20.0,20,1.265996
24.0,24,1.272173
44.0,44,1.274441
25.0,25,1.280057
43.0,43,1.284004
26.0,26,1.286857
17.0,17,1.289769
11.0,11,1.290391
7.0,7,1.291012
33.0,33,1.293319
11.0,11,1.297366
13.0,13,1.297976
8.0,8,1.298016
16.0,16,1.29926
16.0,16,1.306773
18.0,18,1.309703
24.0,24,1.31203
13.0,13,1.314371
8.0,8,1.314418
37.0,37,1.319575
18.0,18,1.324707
15.0,15,1.328183
26.0,26,1.32936
22.0,22,1.337513
15.0,15,1.338146
47.0,47,1.339364
24.0,24,1.608416
10.0,10,1.615048
20.0,20,1.616395
27.0,27,1.621651
10.0,10,1.621706
28.0,28,1.623797
15.0,15,1.626738
13.0,13,1.632884
17.0,17,1.633618
19.0,19,1.634976
6.0,6,1.636952
16.0,16,1.637676
9.0,9,1.639721
8.0,8,1.642344
7.0,7,1.64239
16.0,16,1.645864
13.0,13,1.651288
17.0,17,1.651345
17.0,17,1.653978
10.0,10,1.657923
12.0,12,1.659279
24.0,24,1.661915
11.0,11,1.665252
13.0,13,1.667913
13.0,13,1.673952
33.0,33,1.675962
26.0,26,1.679247
9.0,9,1.679972
20.0,20,1.681325
16.0,16,1.686559
15.0,15,1.689866
17.0,17,1.690576
17.0,17,1.692627
9.0,9,1.695915
15.0,15,1.696611
18.0,18,1.702479
16.0,16,1.703206
9.0,9,1.708651
10.0,10,1.710037
28.0,28,1.715743
10.0,10,1.715807
12.0,12,1.718433
49.0,49,1.728949
23.0,23,1.730983
21.0,21,1.73227
30.0,30,1.735273
12.0,12,1.738306
10.0,10,1.738352
24.0,24,1.743783
15.0,15,1.747514
16.0,16,1.748191
22.0,22,1.757254
25.0,25,1.763306
29.0,29,1.765127
15.0,15,1.766388
12.0,12,1.770699
59.0,59,1.771381
10.0,10,1.771422
10.0,10,1.777492
21.0,21,1.779504
13.0,13,1.779558
23.0,23,1.785012
16.0,16,1.787518
13.0,13,1.787564
14.0,14,1.793249
12.0,12,1.794432
15.0,15,1.796167
28.0,28,1.796212
9.0,9,1.801244
17.0,17,1.803
16.0,16,1.80364
18.0,18,1.806515
10.0,10,1.809557
15.0,15,1.810209
8.0,8,1.815381
14.0,14,1.818307
19.0,19,1.818356
11.0,11,1.821731
19.0,19,1.829408
50.0,50,1.832797
13.0,13,1.83672
32.0,32,1.836765
15.0,15,1.841279
12.0,12,1.843548
14.0,14,1.844727
8.0,8,1.845909
13.0,13,1.852141
57.0,57,1.854448
