AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExplainedVariance,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
17.55,0.5006986260414124,0.49930140376091003,17.55,0.6931454539299011,8.093805083153605e-06,1,103,103.0,0.0008891276083886623,6,6.0,1.9999972581863403,15.465041222059515,15.465041222059515,115,2000,331.6283874511719
16.1,0.49967435002326965,0.5003256797790527,16.1,0.6921936869621277,-0.00011741728047720557,2,37,37.0,0.0012871944345533848,6,6.0,1.9980950355529785,6.88839603971781,6.88839603971781,235,4000,120.18386840820312
17.74,0.5000085830688477,0.49999135732650757,17.74,0.6889508962631226,-0.004098156032928291,3,60,60.0,0.0017141607822850347,6,6.0,1.9916497468948364,10.826467567955858,10.826467567955858,349,6000,152.15646362304688
20.42,0.5023458003997803,0.4976542592048645,20.42,0.6835280656814575,-0.010811080018863661,4,63,63.0,0.0009967659134417772,7,7.0,1.9809612035751343,12.064145224590096,12.064145224590096,445,8000,139.03965759277344
21.25,0.4867068827152252,0.5132932662963867,21.25,0.6765379309654236,0.007410192855504594,5,67,67.0,0.0011209150543436408,7,7.0,1.9673922061920166,13.468017671506077,13.468017671506077,541,10000,117.294677734375
19.57,0.4973006248474121,0.5026993751525879,19.57,0.669842541217804,0.017088968358922485,6,113,113.0,0.0007299646968021989,6,6.0,1.954479694366455,15.111091952602235,15.111091952602235,643,12000,148.1127471923828
21.89,0.49010294675827026,0.509896993637085,21.89,0.6632762551307678,0.08628600131274533,7,68,68.0,0.0010227258317172527,6,6.0,1.9420785903930664,12.892552113526632,12.892552113526632,726,14000,100.78112030029297
23.34,0.48421525955200195,0.515784740447998,23.34,0.6527662873268127,0.0977069273662391,8,101,101.0,0.0011423197574913502,6,6.0,1.922548532485962,15.060690555216913,15.060690555216913,815,16000,112.13316345214844
23.74,0.4880276322364807,0.5119724273681641,23.74,0.6447292566299438,0.1327470034006245,9,84,84.0,0.0010026944801211357,6,6.0,1.9077860116958618,15.41533003214657,15.41533003214657,896,18000,127.7087173461914
28.32,0.5017096996307373,0.49829015135765076,28.32,0.6310698986053467,0.15032402319968174,10,83,83.0,0.00101411622017622,8,8.0,1.8829820156097412,17.3573500281581,17.3573500281581,966,20000,123.93727111816406
27.82,0.48733416199684143,0.5126659274101257,27.82,0.619899570941925,0.17016448446406518,11,71,71.0,0.0009236521436832845,7,7.0,1.8637046813964844,15.301228708832504,15.301228708832504,1038,22000,101.49552154541016
28.25,0.486898273229599,0.5131016969680786,28.25,0.6079878807067871,0.11362361672936672,12,128,128.0,0.0008381785009987652,7,7.0,1.8435498476028442,19.830973248935614,19.830973248935614,1109,24000,211.2540283203125
33.81,0.517993688583374,0.48200666904449463,33.81,0.5986636877059937,0.11703999503364271,13,131,131.0,0.0009541555191390216,7,7.0,1.826947808265686,22.733101416216837,22.733101416216837,1163,26000,185.54933166503906
36.88,0.506690263748169,0.49330970644950867,36.88,0.5773839354515076,0.13790930025340076,14,131,131.0,0.0010363752953708172,8,8.0,1.7913814783096313,22.446950795152556,22.446950795152556,1219,28000,169.9026336669922
37.72,0.5095458030700684,0.4904540479183197,37.72,0.570285975933075,0.16741618487326315,15,116,116.0,0.0008919969550333917,8,8.0,1.7800307273864746,22.582329374978126,22.582329374978126,1266,30000,179.55958557128906
39.77,0.5024544596672058,0.4975454807281494,39.77,0.5607149600982666,0.17946053359325975,16,94,94.0,0.0009625529637560248,8,8.0,1.7643166780471802,21.967182340937583,21.967182340937583,1319,32000,164.0826416015625
