# {"t_start": 1558864811.095944} 
r,l,t
18.0,18,0.02424
22.0,22,0.026494
24.0,24,0.027634
19.0,19,0.034304
16.0,16,0.035872
44.0,44,0.038013
24.0,24,0.039159
10.0,10,0.039743
19.0,19,0.048677
24.0,24,0.049288
25.0,25,0.052886
27.0,27,0.054499
18.0,18,0.058812
26.0,26,0.062448
20.0,20,0.063585
14.0,14,0.066168
15.0,15,0.071453
34.0,34,0.072613
21.0,21,0.073768
9.0,9,0.078445
25.0,25,0.080187
17.0,17,0.081336
12.0,12,0.085549
19.0,19,0.091249
40.0,40,0.100933
56.0,56,0.10251
10.0,10,0.106195
40.0,40,0.106246
39.0,39,0.111354
22.0,22,0.114162
21.0,21,0.117241
25.0,25,0.119399
11.0,11,0.120051
19.0,19,0.121681
12.0,12,0.12379
15.0,15,0.127854
12.0,12,0.127899
11.0,11,0.129469
9.0,9,0.134092
40.0,40,0.140196
25.0,25,0.140783
27.0,27,0.14185
13.0,13,0.147451
15.0,15,0.148043
28.0,28,0.148704
15.0,15,0.149835
21.0,21,0.159267
22.0,22,0.160359
35.0,35,0.167986
41.0,41,0.169125
17.0,17,0.16917
19.0,19,0.180634
26.0,26,0.183237
12.0,12,0.186991
55.0,55,0.189584
13.0,13,0.190181
47.0,47,0.195319
19.0,19,0.196933
23.0,23,0.201563
16.0,16,0.205148
20.0,20,0.205718
36.0,36,0.20886
17.0,17,0.210518
17.0,17,0.214397
11.0,11,0.216563
19.0,19,0.219158
37.0,37,0.225334
30.0,30,0.229942
22.0,22,0.230513
53.0,53,0.243705
37.0,37,0.244295
38.0,38,0.249959
17.0,17,0.253159
46.0,46,0.253737
24.0,24,0.256419
14.0,14,0.257543
23.0,23,0.26519
22.0,22,0.26524
21.0,21,0.26836
11.0,11,0.270987
11.0,11,0.271035
34.0,34,0.274183
22.0,22,1.569414
16.0,16,1.56951
24.0,24,1.570992
14.0,14,1.578263
42.0,42,1.578951
13.0,13,1.586719
34.0,34,1.591616
17.0,17,1.597008
56.0,56,1.60362
24.0,24,1.60618
50.0,50,1.608782
10.0,10,1.610074
13.0,13,1.616638
23.0,23,1.620247
39.0,39,1.620893
16.0,16,1.626272
16.0,16,1.629875
10.0,10,1.63237
13.0,13,1.637762
47.0,47,1.638434
15.0,15,1.641438
17.0,17,1.647974
27.0,27,1.654587
58.0,58,1.655885
24.0,24,1.655936
20.0,20,1.660048
14.0,14,1.663032
13.0,13,1.663693
16.0,16,1.665533
16.0,16,1.67049
11.0,11,1.670554
28.0,28,1.681413
32.0,32,1.685597
34.0,34,1.690929
36.0,36,1.692208
12.0,12,1.692854
12.0,12,1.698069
15.0,15,1.701088
20.0,20,1.704668
24.0,24,1.715333
59.0,59,1.716621
34.0,34,1.718431
24.0,24,1.7191
31.0,31,1.73389
30.0,30,1.736339
33.0,33,1.73639
30.0,30,1.737035
15.0,15,1.744186
15.0,15,1.744234
14.0,14,1.744257
15.0,15,1.751933
41.0,41,1.755906
38.0,38,1.764549
29.0,29,1.767802
37.0,37,1.775602
60.0,60,1.776187
26.0,26,1.778251
24.0,24,1.780314
17.0,17,1.787011
16.0,16,1.788584
17.0,17,1.796058
39.0,39,1.796652
56.0,56,1.805198
33.0,33,1.806338
20.0,20,1.806925
23.0,23,1.809108
16.0,16,1.813922
16.0,16,1.815744
27.0,27,1.821115
11.0,11,1.821698
24.0,24,1.82231
32.0,32,1.831385
10.0,10,1.836833
29.0,29,1.83796
33.0,33,1.839093
9.0,9,1.842965
10.0,10,1.844634
18.0,18,1.846843
46.0,46,1.84689
24.0,24,2.067296
