# {"t_start": 1558373487.8424242} 
r,l,t
12.0,12,0.021977
12.0,12,0.022066
13.0,13,0.022644
16.0,16,0.024331
11.0,11,0.028474
10.0,10,0.028528
11.0,11,0.034842
21.0,21,0.03662
12.0,12,0.041539
9.0,9,0.04159
26.0,26,0.043426
37.0,37,0.043478
9.0,9,0.046739
18.0,18,0.051887
15.0,15,0.051943
22.0,22,0.059003
16.0,16,0.060778
33.0,33,0.061898
13.0,13,0.069215
32.0,32,0.069821
19.0,19,0.071514
23.0,23,0.072108
9.0,9,0.076812
10.0,10,0.077954
20.0,20,0.080699
21.0,21,0.081983
12.0,12,0.087514
21.0,21,0.088722
25.0,25,0.092334
12.0,12,0.094538
16.0,16,0.098188
15.0,15,0.100922
14.0,14,0.102597
43.0,43,0.106374
16.0,16,0.107005
15.0,15,0.10932
10.0,10,0.112352
13.0,13,0.114849
24.0,24,0.1165
14.0,14,0.117644
8.0,8,0.119531
15.0,15,0.1259
27.0,27,0.127762
22.0,22,0.128972
9.0,9,0.131508
12.0,12,0.135869
31.0,31,0.136996
18.0,18,0.141316
11.0,11,0.147641
36.0,36,0.148665
25.0,25,0.151843
28.0,28,0.152436
9.0,9,0.156795
9.0,9,0.157406
20.0,20,0.159618
24.0,24,0.162594
10.0,10,0.168183
27.0,27,0.172013
35.0,35,0.17685
7.0,7,0.180939
17.0,17,0.181539
26.0,26,0.182652
50.0,50,0.189354
12.0,12,0.18995
14.0,14,0.190542
9.0,9,0.194778
17.0,17,0.200003
44.0,44,0.208824
16.0,16,0.208881
27.0,27,0.210078
44.0,44,0.213815
14.0,14,0.216757
17.0,17,0.21968
20.0,20,0.220287
16.0,16,0.223003
12.0,12,0.223583
15.0,15,0.228334
11.0,11,0.230174
22.0,22,0.232981
12.0,12,0.235392
11.0,11,0.236599
9.0,9,0.238265
27.0,27,0.238864
12.0,12,0.242125
9.0,9,0.243797
9.0,9,0.248772
17.0,17,0.251578
25.0,25,0.252174
29.0,29,0.25276
9.0,9,0.253873
11.0,11,0.258166
14.0,14,0.260445
14.0,14,0.261597
11.0,11,0.267767
19.0,19,0.268904
16.0,16,0.269483
33.0,33,0.270063
14.0,14,0.277294
14.0,14,0.277962
19.0,19,0.278679
8.0,8,0.282604
38.0,38,0.290282
15.0,15,0.290905
25.0,25,0.29152
31.0,31,0.296026
13.0,13,0.298204
22.0,22,1.795287
16.0,16,1.798012
24.0,24,1.798072
10.0,10,1.801998
24.0,24,1.805842
13.0,13,1.806563
24.0,24,1.813672
11.0,11,1.813738
15.0,15,1.815674
23.0,23,1.817002
10.0,10,1.82339
18.0,18,1.825325
20.0,20,1.826728
11.0,11,1.832281
33.0,33,1.836885
11.0,11,1.839484
34.0,34,1.845272
32.0,32,1.847324
21.0,21,1.850515
10.0,10,1.85189
12.0,12,1.858529
18.0,18,1.859339
33.0,33,1.861297
16.0,16,1.862567
11.0,11,1.865724
9.0,9,1.867071
14.0,14,1.868423
17.0,17,1.873525
12.0,12,1.874904
30.0,30,1.885167
19.0,19,1.885863
23.0,23,1.88964
40.0,40,1.894411
24.0,24,1.901501
15.0,15,1.904149
25.0,25,1.906195
41.0,41,1.911906
17.0,17,1.912604
18.0,18,1.915971
9.0,9,1.917925
26.0,26,1.923068
10.0,10,1.924394
24.0,24,1.928092
9.0,9,1.929997
28.0,28,1.93379
19.0,19,1.935173
17.0,17,1.938954
18.0,18,1.941495
14.0,14,1.942821
14.0,14,1.944103
7.0,7,1.946044
13.0,13,1.951055
13.0,13,1.959042
23.0,23,1.960391
31.0,31,1.963573
40.0,40,1.964178
11.0,11,1.965955
25.0,25,1.975246
22.0,22,1.977004
23.0,23,1.979331
27.0,27,1.979379
16.0,16,1.984763
17.0,17,1.987232
25.0,25,1.994242
20.0,20,1.996578
30.0,30,1.997293
22.0,22,2.000241
13.0,13,2.004812
10.0,10,2.006006
24.0,24,2.010535
31.0,31,2.012377
11.0,11,2.012432
16.0,16,2.019747
30.0,30,2.02214
19.0,19,2.023333
11.0,11,2.028537
31.0,31,2.0303
14.0,14,2.03149
24.0,24,2.03377
20.0,20,2.042824
42.0,42,2.05429
39.0,39,2.056087
24.0,24,2.056766
52.0,52,2.058527
12.0,12,2.063205
13.0,13,2.066156
22.0,22,2.067349
21.0,21,2.06905
13.0,13,2.070832
17.0,17,2.076114
24.0,24,2.08132
23.0,23,2.082538
15.0,15,2.084876
13.0,13,2.089017
14.0,14,2.09322
20.0,20,2.09458
11.0,11,2.095784
8.0,8,2.098138
53.0,53,2.102894
15.0,15,2.376925
18.0,18,2.380332
22.0,22,2.385813
27.0,27,2.394964
30.0,30,2.395697
21.0,21,2.399676
11.0,11,2.402997
37.0,37,2.404987
16.0,16,2.40571
14.0,14,2.409088
14.0,14,2.415027
19.0,19,2.415765
20.0,20,2.422353
9.0,9,2.428309
40.0,40,2.431675
30.0,30,2.435048
10.0,10,2.435112
8.0,8,2.437281
35.0,35,2.43934
13.0,13,2.444152
26.0,26,2.452706
13.0,13,2.45277
20.0,20,2.452804
15.0,15,2.462728
16.0,16,2.463465
8.0,8,2.468094
10.0,10,2.470092
28.0,28,2.471438
52.0,52,2.472146
10.0,10,2.476959
10.0,10,2.478964
18.0,18,2.483598
13.0,13,2.48757
20.0,20,2.490622
23.0,23,2.499165
52.0,52,2.503112
28.0,28,2.506319
12.0,12,2.507034
24.0,24,2.521845
51.0,51,2.523127
36.0,36,2.528681
15.0,15,2.531212
15.0,15,2.53251
10.0,10,2.535202
52.0,52,2.53589
37.0,37,2.554046
32.0,32,2.55473
12.0,12,2.561853
44.0,44,2.562464
18.0,18,2.564726
55.0,55,2.565991
11.0,11,2.568308
12.0,12,2.569512
13.0,13,2.572333
20.0,20,2.578118
19.0,19,2.580136
16.0,16,2.582969
12.0,12,2.586222
31.0,31,2.589484
15.0,15,2.593759
22.0,22,2.596009
15.0,15,2.59755
12.0,12,2.598972
9.0,9,2.602343
12.0,12,2.605217
11.0,11,2.605828
28.0,28,2.611494
13.0,13,2.612776
18.0,18,2.612826
8.0,8,2.617333
10.0,10,2.622953
38.0,38,2.627542
10.0,10,2.628988
30.0,30,2.630185
41.0,41,2.63615
12.0,12,2.638647
19.0,19,2.640999
11.0,11,2.647086
26.0,26,2.647883
28.0,28,2.655524
23.0,23,2.660726
33.0,33,2.661947
14.0,14,2.663666
30.0,30,2.665392
9.0,9,2.667117
16.0,16,2.669947
9.0,9,2.67057
15.0,15,2.672296
16.0,16,2.681563
29.0,29,2.688875
35.0,35,2.688933
13.0,13,2.691287
41.0,41,2.699343
15.0,15,2.975709
16.0,16,2.976705
10.0,10,2.983511
21.0,21,2.990305
35.0,35,2.991847
14.0,14,2.993276
16.0,16,3.002445
48.0,48,3.005763
24.0,24,3.006533
21.0,21,3.007257
13.0,13,3.01451
18.0,18,3.014568
20.0,20,3.027725
33.0,33,3.029102
37.0,37,3.031134
8.0,8,3.033154
39.0,39,3.040393
27.0,27,3.046931
21.0,21,3.046991
23.0,23,3.055615
17.0,17,3.058557
29.0,29,3.066383
25.0,25,3.072455
12.0,12,3.074472
67.0,67,3.076006
30.0,30,3.078702
11.0,11,3.082031
10.0,10,3.089596
25.0,25,3.096641
10.0,10,3.096717
31.0,31,3.098192
11.0,11,3.105338
18.0,18,3.108597
21.0,21,3.110488
57.0,57,3.111806
13.0,13,3.1137
14.0,14,3.119449
13.0,13,3.120209
25.0,25,3.124986
17.0,17,3.130976
30.0,30,3.133795
12.0,12,3.141319
38.0,38,3.14504
14.0,14,3.150131
37.0,37,3.154536
56.0,56,3.160574
33.0,33,3.165256
34.0,34,3.170424
13.0,13,3.172707
28.0,28,3.176798
19.0,19,3.181477
53.0,53,3.185648
23.0,23,3.186285
10.0,10,3.187461
15.0,15,3.194755
34.0,34,3.196548
23.0,23,3.198935
39.0,39,3.2096
20.0,20,3.210204
32.0,32,3.214852
10.0,10,3.215495
36.0,36,3.215541
16.0,16,3.219526
14.0,14,3.223
10.0,10,3.225618
21.0,21,3.228233
9.0,9,3.228891
13.0,13,3.233533
31.0,31,3.234169
12.0,12,3.235346
9.0,9,3.239328
17.0,17,3.243379
17.0,17,3.245141
13.0,13,3.246879
21.0,21,3.255429
24.0,24,3.258907
24.0,24,3.260669
12.0,12,3.262431
9.0,9,3.265964
