# {"t_start": 1558370738.2631528} 
r,l,t
13.0,13,0.021672
17.0,17,0.02405
18.0,18,0.024656
34.0,34,0.033303
22.0,22,0.036553
31.0,31,0.0387
31.0,31,0.040843
9.0,9,0.041424
18.0,18,0.043051
8.0,8,0.04726
16.0,16,0.055732
33.0,33,0.056326
28.0,28,0.056366
10.0,10,0.061675
41.0,41,0.062763
14.0,14,0.063868
24.0,24,0.068815
13.0,13,0.069921
12.0,12,0.070503
12.0,12,0.075208
42.0,42,0.084023
21.0,21,0.086171
31.0,31,0.086215
34.0,34,0.08836
13.0,13,0.091097
11.0,11,0.092215
13.0,13,0.093443
10.0,10,0.096601
22.0,22,0.100245
17.0,17,0.101343
10.0,10,0.101905
19.0,19,0.103507
11.0,11,0.106148
14.0,14,0.109298
16.0,16,0.111966
13.0,13,0.119427
21.0,21,0.121232
40.0,40,0.123498
34.0,34,0.12526
10.0,10,0.126999
14.0,14,0.127608
17.0,17,0.133416
11.0,11,0.13403
28.0,28,0.142506
15.0,15,0.143175
27.0,27,0.143815
17.0,17,0.145048
13.0,13,0.150741
16.0,16,0.153038
17.0,17,0.154813
10.0,10,0.156524
27.0,27,0.158232
13.0,13,0.16219
17.0,17,0.162806
20.0,20,0.169519
19.0,19,0.172912
13.0,13,0.176882
38.0,38,0.178035
32.0,32,0.180835
17.0,17,0.184095
18.0,18,0.189714
14.0,14,0.190323
16.0,16,0.19313
31.0,31,0.196028
18.0,18,0.200558
18.0,18,0.203422
20.0,20,0.211818
36.0,36,0.216791
48.0,48,0.21741
28.0,28,0.219691
12.0,12,0.224185
16.0,16,0.225918
15.0,15,0.228205
10.0,10,0.23158
40.0,40,0.234939
21.0,21,0.236129
21.0,21,0.240106
17.0,17,0.241291
13.0,13,0.243543
17.0,17,0.244772
14.0,14,0.248179
12.0,12,0.251559
9.0,9,0.253269
23.0,23,0.254451
19.0,19,0.254495
10.0,10,0.260127
18.0,18,0.264617
11.0,11,0.266362
26.0,26,0.268106
10.0,10,0.272042
20.0,20,0.275975
13.0,13,0.279364
50.0,50,0.279967
28.0,28,0.283967
17.0,17,0.285703
22.0,22,0.292415
18.0,18,0.294127
29.0,29,0.295871
25.0,25,1.816525
16.0,16,1.820685
25.0,25,1.824422
13.0,13,1.82513
25.0,25,1.828181
13.0,13,1.828855
26.0,26,1.84051
27.0,27,1.845423
33.0,33,1.845478
30.0,30,1.846747
12.0,12,1.852877
20.0,20,1.857726
13.0,13,1.861149
29.0,29,1.865633
15.0,15,1.868225
20.0,20,1.874636
67.0,67,1.883445
32.0,32,1.888412
40.0,40,1.890943
13.0,13,1.891644
12.0,12,1.899065
18.0,18,1.910148
64.0,64,1.914773
49.0,49,1.921593
16.0,16,1.924792
29.0,29,1.928472
67.0,67,1.930378
9.0,9,1.934051
23.0,23,1.935867
27.0,27,1.941507
14.0,14,1.942776
14.0,14,1.944704
13.0,13,1.949713
13.0,13,1.952835
37.0,37,1.953525
38.0,38,1.966512
25.0,25,1.968467
36.0,36,1.97229
15.0,15,1.976068
49.0,49,1.984016
43.0,43,1.996845
42.0,42,1.999675
55.0,55,2.000291
33.0,33,2.002014
19.0,19,2.007646
22.0,22,2.014501
40.0,40,2.022844
27.0,27,2.022896
41.0,41,2.022923
22.0,22,2.028045
10.0,10,2.029856
26.0,26,2.040753
25.0,25,2.046111
34.0,34,2.049539
17.0,17,2.050706
44.0,44,2.051316
18.0,18,2.05643
17.0,17,2.05927
16.0,16,2.059881
17.0,17,2.061043
17.0,17,2.069428
29.0,29,2.075619
27.0,27,2.07625
9.0,9,2.080743
26.0,26,2.084106
17.0,17,2.085877
10.0,10,2.086502
70.0,70,2.096008
18.0,18,2.096612
