# {"t_start": 1558373328.5331771} 
r,l,t
16.0,16,0.0236
16.0,16,0.023693
22.0,22,0.027007
30.0,30,0.03143
14.0,14,0.031483
21.0,21,0.035915
17.0,17,0.041609
19.0,19,0.042795
11.0,11,0.048982
39.0,39,0.04959
19.0,19,0.05229
9.0,9,0.054008
10.0,10,0.055203
38.0,38,0.057531
9.0,9,0.059189
18.0,18,0.062564
14.0,14,0.06326
11.0,11,0.065612
10.0,10,0.06894
18.0,18,0.072741
15.0,15,0.073906
12.0,12,0.07557
15.0,15,0.083737
24.0,24,0.086063
27.0,27,0.089244
12.0,12,0.090999
63.0,63,0.093436
9.0,9,0.09633
12.0,12,0.09638
14.0,14,0.10129
29.0,29,0.102969
14.0,14,0.104158
14.0,14,0.104205
9.0,9,0.108043
11.0,11,0.110411
20.0,20,0.112589
28.0,28,0.119704
22.0,22,0.120303
17.0,17,0.121948
23.0,23,0.123057
10.0,10,0.125316
12.0,12,0.12859
17.0,17,0.129779
14.0,14,0.130944
11.0,11,0.134715
9.0,9,0.135855
24.0,24,0.138526
20.0,20,0.140899
12.0,12,0.141507
13.0,13,0.14318
16.0,16,0.147535
13.0,13,0.148137
8.0,8,0.152591
12.0,12,0.154238
7.0,7,0.156648
10.0,10,0.159986
13.0,13,0.163736
39.0,39,0.164851
13.0,13,0.167052
49.0,49,0.168722
12.0,12,0.170482
19.0,19,0.175348
17.0,17,0.178092
21.0,21,0.17868
20.0,20,0.182872
13.0,13,0.186855
20.0,20,0.187977
30.0,30,0.197341
26.0,26,0.197951
20.0,20,0.19966
31.0,31,0.205406
14.0,14,0.208715
21.0,21,0.210897
13.0,13,0.215934
22.0,22,0.218219
37.0,37,0.21934
9.0,9,0.22322
18.0,18,0.226111
31.0,31,0.228306
21.0,21,0.231142
9.0,9,0.23367
18.0,18,0.233725
15.0,15,0.241725
19.0,19,0.248872
39.0,39,0.253793
17.0,17,0.258048
13.0,13,0.258114
48.0,48,0.266907
21.0,21,0.269234
14.0,14,0.275761
13.0,13,0.277003
30.0,30,0.278648
32.0,32,0.280209
10.0,10,0.284695
17.0,17,0.28844
16.0,16,0.290713
16.0,16,0.292277
9.0,9,0.295283
16.0,16,0.296938
13.0,13,0.302127
19.0,19,0.30508
23.0,23,0.313799
11.0,11,0.320492
11.0,11,1.679158
32.0,32,1.679263
13.0,13,1.682138
31.0,31,1.685194
10.0,10,1.690329
13.0,13,1.690401
13.0,13,1.690439
11.0,11,1.699066
19.0,19,1.69993
15.0,15,1.70234
8.0,8,1.706787
14.0,14,1.711338
21.0,21,1.720079
41.0,41,1.723541
21.0,21,1.72687
30.0,30,1.729397
13.0,13,1.732172
12.0,12,1.734872
27.0,27,1.738268
19.0,19,1.742661
17.0,17,1.747081
15.0,15,1.749374
28.0,28,1.751955
27.0,27,1.76208
23.0,23,1.763468
12.0,12,1.770085
12.0,12,1.771435
32.0,32,1.773956
37.0,37,1.774628
18.0,18,1.781926
19.0,19,1.786553
24.0,24,1.787292
17.0,17,1.792923
9.0,9,1.792984
20.0,20,1.799345
13.0,13,1.801267
11.0,11,1.806664
17.0,17,1.812282
14.0,14,1.815436
35.0,35,1.81549
23.0,23,1.826845
81.0,81,1.82692
21.0,21,1.829072
22.0,22,1.829828
15.0,15,1.836668
19.0,19,1.83932
11.0,11,1.843367
29.0,29,1.847444
14.0,14,1.847498
38.0,38,1.851965
13.0,13,1.854949
13.0,13,1.855001
14.0,14,1.863321
22.0,22,1.865063
20.0,20,1.866824
10.0,10,1.869104
58.0,58,1.877431
19.0,19,1.878382
30.0,30,1.882915
9.0,9,1.888113
19.0,19,1.888738
39.0,39,1.892288
11.0,11,1.895364
16.0,16,1.897717
36.0,36,1.899472
13.0,13,1.900083
