AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExplainedVariance,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
20.28723404255319,0.4989604651927948,0.5010395050048828,20.28723404255319,0.6931449770927429,1.2730260114612868e-05,1,48,48.0,0.0008730872068554163,9,9.0,1.9999949932098389,8.936683115979713,8.936683115979713,94,2000,196.7865753173828
23.36,0.5002987384796143,0.49970129132270813,23.36,0.692339301109314,0.0004942524522092429,2,78,78.0,0.0014762977370992303,8,8.0,1.9983857870101929,12.732258244317855,12.732258244317855,174,4000,287.3345947265625
26.12,0.5035969018936157,0.4964030086994171,26.12,0.6891054511070251,0.0030731943060365863,3,115,115.0,0.0014717299491167068,8,8.0,1.991950511932373,17.892054102310333,17.892054102310333,247,6000,390.2037048339844
29.01,0.5087418556213379,0.4912582337856293,29.01,0.6833900809288025,-0.08898295857474081,4,170,170.0,0.0010312130907550454,9,9.0,1.9806687831878662,22.29641002493451,22.29641002493451,318,8000,367.5371398925781
31.55,0.5088522434234619,0.49114760756492615,31.55,0.6781268119812012,0.0017910477913355427,5,170,170.0,0.0011644561309367418,9,9.0,1.9703998565673828,24.45173817952417,24.45173817952417,376,10000,324.29791259765625
40.17,0.5034266114234924,0.496573269367218,40.17,0.6690589189529419,0.019749918131967803,6,138,138.0,0.0008891166071407497,10,10.0,1.9528894424438477,29.447599223026653,29.447599223026653,412,12000,650.2269897460938
49.44,0.501105785369873,0.4988941252231598,49.44,0.6651209592819214,0.04287725511767382,7,156,156.0,0.0008853491744957864,10,10.0,1.945427417755127,35.30731368994249,35.30731368994249,444,14000,398.4901428222656
58.17,0.49083831906318665,0.5091617107391357,58.17,0.6554740071296692,0.0007946346664096104,8,270,270.0,0.0009153296705335379,11,11.0,1.927315354347229,44.54886193832565,44.54886193832565,474,16000,716.9599609375
65.7,0.4996415078639984,0.5003586411476135,65.7,0.6480620503425598,0.03599472036309748,9,270,270.0,0.0009567704983055592,11,11.0,1.9135279655456543,49.7878499234502,49.7878499234502,505,18000,431.218017578125
72.26,0.48034924268722534,0.5196510553359985,72.26,0.6414099335670471,0.1352043521320765,10,270,270.0,0.0008269354584626853,11,11.0,1.9014865159988403,54.847902421150074,54.847902421150074,523,20000,572.3482666015625
82.06,0.5152561664581299,0.4847438335418701,82.06,0.6303422451019287,-0.15363495248250847,11,459,459.0,0.0008355185273103416,11,11.0,1.8819222450256348,66.84367135338992,66.84367135338992,539,22000,1008.5376586914062
94.94,0.5019623041152954,0.49803778529167175,94.94,0.6301655173301697,0.092923708851547,12,459,459.0,0.0008262834744527936,12,12.0,1.8821848630905151,74.61780216543502,74.61780216543502,554,24000,626.2982177734375
107.48,0.5030037760734558,0.4969962537288666,107.48,0.6226797103881836,0.11647350289599379,13,459,459.0,0.0006614401936531067,12,12.0,1.8687111139297485,83.94325226008341,83.94325226008341,564,26000,710.2337646484375
118.6,0.4960086941719055,0.5039913058280945,118.6,0.6262878775596619,0.07072833002941159,14,459,459.0,0.0008894087513908744,12,12.0,1.875301718711853,91.0034065296459,91.0034065296459,573,28000,785.6402587890625
130.13,0.4869726598262787,0.5130273103713989,130.13,0.6214476227760315,0.15430892119496487,15,500,500.0,0.0006604476948268712,12,12.0,1.8668217658996582,106.4843326503951,106.4843326503951,582,30000,696.1259765625
146.11,0.5046878457069397,0.4953120946884155,146.11,0.6135107278823853,0.2772459429292994,16,500,500.0,0.0006803687429055572,12,12.0,1.8531850576400757,109.10333587933965,109.10333587933965,592,32000,540.8259887695312
156.05,0.4875289797782898,0.5124709606170654,156.05,0.6123067736625671,0.12362697583755944,17,500,500.0,0.0008363838423974812,12,12.0,1.8524210453033447,110.64803432506157,110.64803432506157,601,34000,642.5070190429688
171.52,0.5058896541595459,0.4941105544567108,171.52,0.5984859466552734,0.2740663410347435,18,500,500.0,0.0007590448367409408,12,12.0,1.8279132843017578,110.02594966643095,110.02594966643095,610,36000,483.6009216308594
