# {"t_start": 1558292209.5657668} 
r,l,t
7.0,7,0.04098
8.0,8,0.041794
12.0,12,0.044841
9.0,9,0.04767
20.0,20,0.051474
14.0,14,0.053561
11.0,11,0.0615
15.0,15,0.061568
9.0,9,0.061608
22.0,22,0.06417
7.0,7,0.067796
8.0,8,0.068879
10.0,10,0.073401
11.0,11,0.077252
8.0,8,0.079506
15.0,15,0.080924
28.0,28,0.08405
18.0,18,0.091282
23.0,23,0.091338
22.0,22,0.092443
28.0,28,0.099685
7.0,7,0.104027
23.0,23,0.105797
27.0,27,0.106938
9.0,9,0.11091
34.0,34,0.110962
11.0,11,0.113125
16.0,16,0.113168
10.0,10,0.116596
7.0,7,0.117206
10.0,10,0.118949
15.0,15,0.119536
12.0,12,0.123929
10.0,10,0.124522
15.0,15,0.125118
13.0,13,0.126782
18.0,18,0.134588
21.0,21,0.136803
20.0,20,0.137914
26.0,26,0.138506
10.0,10,0.140204
12.0,12,0.144993
9.0,9,0.145041
13.0,13,0.145067
8.0,8,0.149821
10.0,10,0.151152
5.0,5,0.153145
20.0,20,0.157184
41.0,41,0.160418
17.0,17,0.161002
18.0,18,0.163356
10.0,10,0.166585
19.0,19,0.167702
16.0,16,0.169368
7.0,7,0.171655
12.0,12,0.173403
18.0,18,0.17345
10.0,10,0.17509
12.0,12,0.178317
14.0,14,0.182703
25.0,25,0.18725
29.0,29,0.189443
21.0,21,0.19005
10.0,10,0.194861
10.0,10,0.195466
23.0,23,0.195507
10.0,10,0.200333
27.0,27,0.201963
9.0,9,0.206897
27.0,27,0.210129
7.0,7,0.210704
20.0,20,0.211287
33.0,33,0.213561
9.0,9,0.216069
11.0,11,0.216807
8.0,8,0.218552
13.0,13,0.219141
13.0,13,0.225064
10.0,10,0.23054
24.0,24,0.231728
21.0,21,0.231777
26.0,26,0.235419
9.0,9,0.236085
8.0,8,0.236699
11.0,11,0.23836
10.0,10,0.242454
11.0,11,0.242511
13.0,13,0.243081
17.0,17,0.247956
11.0,11,0.248595
11.0,11,0.249353
14.0,14,0.250711
11.0,11,0.254771
10.0,10,0.254828
13.0,13,0.25696
7.0,7,0.258607
9.0,9,0.25974
21.0,21,0.262638
11.0,11,0.263259
8.0,8,0.2633
7.0,7,0.263894
12.0,12,0.26982
12.0,12,0.27042
17.0,17,0.272578
20.0,20,0.273693
19.0,19,0.280321
13.0,13,0.280926
23.0,23,0.283167
19.0,19,0.283215
10.0,10,0.285956
9.0,9,0.28818
14.0,14,0.29088
8.0,8,0.292524
24.0,24,0.29417
20.0,20,0.296846
13.0,13,0.297957
12.0,12,0.29907
8.0,8,0.301399
11.0,11,0.304158
9.0,9,0.304207
21.0,21,0.305852
15.0,15,0.309595
12.0,12,0.310748
13.0,13,0.311373
18.0,18,0.315878
9.0,9,0.315933
16.0,16,0.318776
12.0,12,0.322617
12.0,12,0.322667
8.0,8,0.323254
24.0,24,0.324955
10.0,10,0.330328
6.0,6,0.333904
7.0,7,1.179355
27.0,27,1.180077
31.0,31,1.18208
32.0,32,1.182781
9.0,9,1.185426
10.0,10,1.187
7.0,7,1.193156
12.0,12,1.195975
16.0,16,1.196044
24.0,24,1.200771
11.0,11,1.203347
14.0,14,1.205278
17.0,17,1.205328
6.0,6,1.209046
11.0,11,1.212282
11.0,11,1.216266
33.0,33,1.22437
13.0,13,1.22443
25.0,25,1.228208
45.0,45,1.229533
12.0,12,1.232099
10.0,10,1.23464
11.0,11,1.23656
11.0,11,1.239225
25.0,25,1.240554
11.0,11,1.241813
9.0,9,1.246241
17.0,17,1.250055
