# {"t_start": 1558277736.464902} 
r,l,t
8.0,8,0.03183
11.0,11,0.033556
16.0,16,0.036317
16.0,16,0.04227
15.0,15,0.044442
24.0,24,0.045025
34.0,34,0.046149
18.0,18,0.052115
20.0,20,0.055337
21.0,21,0.056445
9.0,9,0.060483
22.0,22,0.06424
16.0,16,0.065388
39.0,39,0.067559
10.0,10,0.070821
21.0,21,0.071945
13.0,13,0.074736
22.0,22,0.076422
12.0,12,0.077552
11.0,11,0.078149
14.0,14,0.082554
18.0,18,0.087502
27.0,27,0.091356
31.0,31,0.104367
29.0,29,0.107071
55.0,55,0.108265
14.0,14,0.114809
21.0,21,0.115968
20.0,20,0.119201
67.0,67,0.119245
17.0,17,0.125266
15.0,15,0.127658
15.0,15,0.127707
27.0,27,0.129888
11.0,11,0.133679
17.0,17,0.138958
29.0,29,0.141116
17.0,17,0.142747
31.0,31,0.144484
14.0,14,0.146665
16.0,16,0.150003
14.0,14,0.150627
15.0,15,0.152915
10.0,10,0.15627
19.0,19,0.157398
12.0,12,0.162739
28.0,28,0.165422
27.0,27,0.167559
15.0,15,0.170965
31.0,31,0.174183
23.0,23,0.17796
16.0,16,0.179673
28.0,28,0.183033
18.0,18,0.184144
13.0,13,0.185273
12.0,12,0.186397
16.0,16,0.193216
22.0,22,0.197456
10.0,10,0.198557
22.0,22,0.199667
34.0,34,0.204972
11.0,11,0.205587
13.0,13,0.205627
10.0,10,0.210409
13.0,13,0.212569
32.0,32,0.214737
24.0,24,0.218664
17.0,17,0.219807
15.0,15,0.220931
8.0,8,0.223112
13.0,13,0.226865
13.0,13,0.228173
11.0,11,0.229293
16.0,16,0.236174
13.0,13,0.23679
39.0,39,0.23683
12.0,12,0.243747
17.0,17,0.246434
39.0,39,0.250341
28.0,28,0.25199
12.0,12,0.253115
23.0,23,0.25671
15.0,15,0.258883
16.0,16,0.261041
20.0,20,0.26423
12.0,12,0.267414
22.0,22,0.268532
8.0,8,0.27184
33.0,33,0.27664
24.0,24,0.277226
14.0,14,0.27939
30.0,30,0.284873
13.0,13,0.286666
19.0,19,0.29533
37.0,37,0.29698
36.0,36,0.297024
22.0,22,0.298726
9.0,9,0.301961
14.0,14,0.303069
21.0,21,1.219098
16.0,16,1.221623
13.0,13,1.227807
26.0,26,1.229785
36.0,36,1.231086
13.0,13,1.238265
21.0,21,1.241466
11.0,11,1.24823
43.0,43,1.249539
12.0,12,1.255884
34.0,34,1.259665
48.0,48,1.261713
25.0,25,1.266391
10.0,10,1.267209
10.0,10,1.27347
18.0,18,1.274856
16.0,16,1.277982
38.0,38,1.281692
13.0,13,1.282999
17.0,17,1.288588
33.0,33,1.294087
19.0,19,1.294758
11.0,11,1.295439
33.0,33,1.30226
9.0,9,1.307862
31.0,31,1.314041
12.0,12,1.315476
41.0,41,1.319872
12.0,12,1.32179
16.0,16,1.329868
55.0,55,1.329924
17.0,17,1.33247
29.0,29,1.333749
15.0,15,1.339397
16.0,16,1.340098
13.0,13,1.34809
26.0,26,1.348776
19.0,19,1.351322
30.0,30,1.352597
13.0,13,1.356953
15.0,15,1.361877
20.0,20,1.36378
14.0,14,1.365799
37.0,37,1.371358
14.0,14,1.372667
10.0,10,1.377469
35.0,35,1.383087
30.0,30,1.383698
13.0,13,1.391313
10.0,10,1.396947
24.0,24,1.396996
9.0,9,1.402061
50.0,50,1.406035
62.0,62,1.408327
23.0,23,1.410068
10.0,10,1.411818
11.0,11,1.416527
27.0,27,1.417707
17.0,17,1.418314
11.0,11,1.424494
14.0,14,1.425657
26.0,26,1.426837
11.0,11,1.432341
24.0,24,1.440792
44.0,44,1.441966
30.0,30,1.442012
28.0,28,1.448182
14.0,14,1.448815
18.0,18,1.452204
19.0,19,1.452821
9.0,9,1.457357
11.0,11,1.459081
19.0,19,1.459705
22.0,22,1.460875
11.0,11,1.466181
18.0,18,1.470505
17.0,17,1.47681
28.0,28,1.477984
37.0,37,1.479711
20.0,20,1.482129
8.0,8,1.484409
25.0,25,1.492359
27.0,27,1.499641
22.0,22,1.504686
44.0,44,1.506977
15.0,15,1.50814
58.0,58,1.509866
8.0,8,1.514388
13.0,13,1.515764
17.0,17,1.517052
25.0,25,1.776722
19.0,19,1.786839
17.0,17,1.797928
35.0,35,1.799963
16.0,16,1.808425
56.0,56,1.809777
26.0,26,1.816945
14.0,14,1.818981
17.0,17,1.819705
74.0,74,1.820414
16.0,16,1.830147
17.0,17,1.831511
23.0,23,1.834135
29.0,29,1.836171
14.0,14,1.840775
20.0,20,1.843424
12.0,12,1.844149
17.0,17,1.85199
13.0,13,1.852047
30.0,30,1.854051
11.0,11,1.861172
24.0,24,1.867647
11.0,11,1.86835
44.0,44,1.872946
20.0,20,1.881707
47.0,47,1.883854
37.0,37,1.898964
44.0,44,1.899038
48.0,48,1.915472
54.0,54,1.917901
31.0,31,1.91951
17.0,17,1.927297
24.0,24,1.934689
17.0,17,1.937813
7.0,7,1.942094
44.0,44,1.945824
74.0,74,1.946486
24.0,24,1.949511
16.0,16,1.951997
13.0,13,1.957316
15.0,15,1.960752
31.0,31,1.964704
34.0,34,1.976443
22.0,22,1.977134
56.0,56,1.978476
13.0,13,1.984226
23.0,23,1.990586
19.0,19,1.9951
62.0,62,1.996685
17.0,17,2.000671
42.0,42,2.002971
13.0,13,2.00416
21.0,21,2.007587
12.0,12,2.010978
17.0,17,2.012718
14.0,14,2.018857
20.0,20,2.018901
39.0,39,2.022814
14.0,14,2.026726
15.0,15,2.027345
28.0,28,2.028523
8.0,8,2.033034
13.0,13,2.034191
11.0,11,2.040354
32.0,32,2.041018
28.0,28,2.043345
23.0,23,2.046193
11.0,11,2.046802
17.0,17,2.052986
14.0,14,2.060804
39.0,39,2.063081
41.0,41,2.069345
24.0,24,2.076772
21.0,21,2.081446
14.0,14,2.084852
15.0,15,2.348007
12.0,12,2.35004
61.0,61,2.354623
11.0,11,2.355331
104.0,104,2.366356
27.0,27,2.372231
17.0,17,2.377424
15.0,15,2.382262
41.0,41,2.382327
24.0,24,2.400384
25.0,25,2.40112
11.0,11,2.408288
97.0,97,2.416103
58.0,58,2.418109
20.0,20,2.421372
39.0,39,2.425959
12.0,12,2.429275
19.0,19,2.430635
23.0,23,2.431372
16.0,16,2.441759
20.0,20,2.443936
33.0,33,2.447885
31.0,31,2.462257
32.0,32,2.464898
32.0,32,2.468807
63.0,63,2.470704
9.0,9,2.474363
23.0,23,2.479229
28.0,28,2.479924
20.0,20,2.492265
26.0,26,2.49549
40.0,40,2.499224
12.0,12,2.499891
15.0,15,2.504738
13.0,13,2.507882
22.0,22,2.512757
69.0,69,2.513423
9.0,9,2.519305
9.0,9,2.520248
23.0,23,2.520318
22.0,22,2.523061
17.0,17,2.531417
18.0,18,2.532052
9.0,9,2.536604
11.0,11,2.538339
29.0,29,2.540654
35.0,35,2.541274
29.0,29,2.553129
30.0,30,2.557627
10.0,10,2.558851
11.0,11,2.565218
50.0,50,2.569972
56.0,56,2.570587
22.0,22,2.570628
10.0,10,2.576327
14.0,14,2.57859
18.0,18,2.580323
31.0,31,2.583193
18.0,18,2.586659
13.0,13,2.588042
11.0,11,2.599717
13.0,13,2.625225
33.0,33,2.632548
15.0,15,2.634399
19.0,19,2.635293
9.0,9,2.643103
22.0,22,2.648708
28.0,28,2.659624
32.0,32,2.661283
23.0,23,2.683704
42.0,42,2.686452
60.0,60,2.696019
50.0,50,2.702886
16.0,16,2.714464
40.0,40,2.716228
29.0,29,2.717252
23.0,23,3.034199
19.0,19,3.048016
43.0,43,3.05019
54.0,54,3.058555
13.0,13,3.059333
20.0,20,3.062243
10.0,10,3.069396
116.0,116,3.071782
21.0,21,3.074437
11.0,11,3.07864
31.0,31,3.083069
21.0,21,3.090539
29.0,29,3.094111
30.0,30,3.100631
24.0,24,3.100702
11.0,11,3.102166
21.0,21,3.105699
13.0,13,3.11003
14.0,14,3.112189
22.0,22,3.126209
39.0,39,3.1293
26.0,26,3.131464
43.0,43,3.137253
30.0,30,3.147892
32.0,32,3.152025
32.0,32,3.154197
16.0,16,3.163318
15.0,15,3.164827
27.0,27,3.167261
16.0,16,3.178637
35.0,35,3.188542
72.0,72,3.188617
40.0,40,3.194366
15.0,15,3.200613
30.0,30,3.201489
11.0,11,3.210619
14.0,14,3.213599
29.0,29,3.217903
11.0,11,3.218813
15.0,15,3.229659
61.0,61,3.23927
25.0,25,3.24042
14.0,14,3.242586
28.0,28,3.262553
32.0,32,3.262636
9.0,9,3.269122
12.0,12,3.271282
54.0,54,3.279822
16.0,16,3.283264
95.0,95,3.286282
10.0,10,3.287236
28.0,28,3.290013
15.0,15,3.29421
14.0,14,3.297173
18.0,18,3.300973
18.0,18,3.308202
32.0,32,3.314201
33.0,33,3.321668
14.0,14,3.324681
28.0,28,3.329156
13.0,13,3.334224
48.0,48,3.336541
13.0,13,3.339129
25.0,25,3.340527
13.0,13,3.350327
19.0,19,3.353105
12.0,12,3.359409
42.0,42,3.370351
16.0,16,3.388607
29.0,29,3.390275
16.0,16,3.410101
61.0,61,3.712882
10.0,10,3.714401
17.0,17,3.727033
56.0,56,3.861463
120.0,120,3.88535
18.0,18,3.947729
15.0,15,3.947818
62.0,62,4.099076
33.0,33,4.100325
91.0,91,4.111114
11.0,11,4.115669
15.0,15,4.129216
17.0,17,4.132899
42.0,42,4.143579
19.0,19,4.148208
41.0,41,4.164342
104.0,104,4.17104
28.0,28,4.175241
11.0,11,4.182477
20.0,20,4.193789
49.0,49,4.216736
78.0,78,4.222424
49.0,49,4.235256
25.0,25,4.243044
18.0,18,4.251088
11.0,11,4.252077
33.0,33,4.254166
15.0,15,4.266059
29.0,29,4.277138
86.0,86,4.280288
34.0,34,4.282912
27.0,27,4.292076
17.0,17,4.296638
22.0,22,4.298914
11.0,11,4.304118
24.0,24,4.307068
16.0,16,4.313058
17.0,17,4.325682
13.0,13,4.327769
36.0,36,4.34196
33.0,33,4.347588
21.0,21,4.365654
15.0,15,4.375706
29.0,29,4.380277
26.0,26,4.389083
21.0,21,4.39458
22.0,22,4.403665
38.0,38,4.424916
36.0,36,4.444849
52.0,52,4.44882
37.0,37,4.472019
76.0,76,4.485972
21.0,21,4.495872
49.0,49,4.507232
55.0,55,4.510602
18.0,18,4.525696
29.0,29,4.525773
41.0,41,4.528452
9.0,9,4.534209
18.0,18,4.545802
16.0,16,4.550469
28.0,28,4.554279
12.0,12,4.933737
57.0,57,4.940415
27.0,27,4.957474
78.0,78,4.989164
44.0,44,4.98991
67.0,67,4.99321
82.0,82,4.994187
12.0,12,5.002893
33.0,33,5.013097
17.0,17,5.015063
14.0,14,5.026769
53.0,53,5.029334
12.0,12,5.038165
60.0,60,5.0411
18.0,18,5.044939
12.0,12,5.057713
55.0,55,5.06542
42.0,42,5.079628
40.0,40,5.081824
25.0,25,5.083805
15.0,15,5.09585
16.0,16,5.108561
65.0,65,5.127458
48.0,48,5.129383
69.0,69,5.149159
44.0,44,5.152252
19.0,19,5.171589
52.0,52,5.208983
38.0,38,5.217185
82.0,82,5.2195
85.0,85,5.221084
10.0,10,5.238662
41.0,41,5.25962
10.0,10,5.273151
40.0,40,5.285125
82.0,82,5.305603
47.0,47,5.31261
92.0,92,5.316624
25.0,25,5.324023
59.0,59,5.326825
39.0,39,5.338938
46.0,46,5.340219
38.0,38,5.34586
14.0,14,5.34699
19.0,19,5.350963
57.0,57,5.35938
27.0,27,5.362864
32.0,32,5.364637
25.0,25,5.365967
21.0,21,5.697253
23.0,23,5.702947
37.0,37,5.710906
36.0,36,5.727745
25.0,25,5.728507
45.0,45,5.72924
87.0,87,5.741538
37.0,37,5.755872
23.0,23,5.757926
43.0,43,5.759321
15.0,15,5.770365
61.0,61,5.773684
17.0,17,5.785903
67.0,67,5.803292
75.0,75,5.810621
18.0,18,5.822863
83.0,83,5.827254
11.0,11,5.82998
68.0,68,5.832231
19.0,19,5.840462
57.0,57,5.841938
18.0,18,5.842669
24.0,24,5.848407
20.0,20,5.855596
18.0,18,5.867267
33.0,33,5.870597
58.0,58,5.878463
42.0,42,5.904974
65.0,65,5.910685
109.0,109,5.911838
75.0,75,5.913741
16.0,16,5.92236
34.0,34,5.925786
38.0,38,5.938061
37.0,37,5.94887
61.0,61,5.948945
48.0,48,5.952612
17.0,17,5.959441
45.0,45,5.967063
28.0,28,5.972171
19.0,19,5.97442
59.0,59,5.995068
34.0,34,6.000749
25.0,25,6.010375
30.0,30,6.019556
76.0,76,6.023275
21.0,21,6.024456
94.0,94,6.338381
62.0,62,6.365046
59.0,59,6.368723
59.0,59,6.391775
101.0,101,6.406309
54.0,54,6.415968
62.0,62,6.419817
27.0,27,6.428632
23.0,23,6.436965
17.0,17,6.449285
54.0,54,6.467116
42.0,42,6.478107
116.0,116,6.480154
28.0,28,6.486748
14.0,14,6.497072
113.0,113,6.497141
34.0,34,6.502306
37.0,37,6.506375
28.0,28,6.516331
26.0,26,6.521121
43.0,43,6.526272
15.0,15,6.530915
44.0,44,6.546392
62.0,62,6.548247
32.0,32,6.552002
42.0,42,6.555199
20.0,20,6.567819
30.0,30,6.567879
32.0,32,6.573474
11.0,11,6.575255
46.0,46,6.576827
24.0,24,6.583983
30.0,30,6.595945
38.0,38,6.602773
35.0,35,6.607442
19.0,19,6.608066
17.0,17,6.620011
18.0,18,6.621583
74.0,74,6.624294
44.0,44,6.635699
23.0,23,6.638876
19.0,19,6.640098
14.0,14,6.645899
36.0,36,6.649088
21.0,21,6.654751
29.0,29,6.658619
35.0,35,6.674377
69.0,69,6.694542
31.0,31,6.695742
60.0,60,6.69693
61.0,61,6.984496
14.0,14,6.988004
26.0,26,7.003166
40.0,40,7.01702
60.0,60,7.022982
85.0,85,7.038254
16.0,16,7.05015
74.0,74,7.057148
50.0,50,7.059209
30.0,30,7.071755
79.0,79,7.074639
21.0,21,7.090027
45.0,45,7.090093
11.0,11,7.098448
13.0,13,7.099927
38.0,38,7.1266
56.0,56,7.140054
38.0,38,7.152991
137.0,137,7.159911
121.0,121,7.160633
37.0,37,7.168117
12.0,12,7.168993
20.0,20,7.17728
15.0,15,7.182797
58.0,58,7.202893
38.0,38,7.210612
68.0,68,7.232391
56.0,56,7.236487
29.0,29,7.241964
25.0,25,7.259988
24.0,24,7.268834
29.0,29,7.28662
85.0,85,7.287999
59.0,59,7.293239
23.0,23,7.309137
26.0,26,7.310406
25.0,25,7.318035
15.0,15,7.323782
31.0,31,7.33736
11.0,11,7.346043
49.0,49,7.36213
23.0,23,7.363785
142.0,142,7.385886
89.0,89,7.387416
67.0,67,7.737104
24.0,24,7.756833
79.0,79,7.773653
58.0,58,7.800944
118.0,118,7.802073
38.0,38,7.803124
12.0,12,7.811488
161.0,161,7.811556
19.0,19,7.826107
61.0,61,7.849364
60.0,60,7.858586
41.0,41,7.858657
75.0,75,7.859394
16.0,16,7.870985
27.0,27,7.878608
41.0,41,7.889904
23.0,23,7.895688
41.0,41,7.902037
16.0,16,7.907997
42.0,42,7.939146
84.0,84,7.952941
85.0,85,7.963702
162.0,162,7.970288
77.0,77,7.999422
39.0,39,8.002134
75.0,75,8.011624
20.0,20,8.0311
39.0,39,8.039069
94.0,94,8.046224
78.0,78,8.071389
37.0,37,8.07286
64.0,64,8.089164
60.0,60,8.420831
41.0,41,8.422975
96.0,96,8.427105
97.0,97,8.448084
43.0,43,8.478586
89.0,89,8.486247
121.0,121,8.509439
114.0,114,8.511055
39.0,39,8.51766
57.0,57,8.523508
21.0,21,8.533348
14.0,14,8.543333
32.0,32,8.546906
22.0,22,8.558349
17.0,17,8.569833
36.0,36,8.571304
9.0,9,8.577467
14.0,14,8.587576
121.0,121,8.595598
42.0,42,8.598825
26.0,26,8.612898
172.0,172,8.634492
56.0,56,8.640223
38.0,38,8.642327
82.0,82,8.646549
19.0,19,8.655338
46.0,46,8.66622
40.0,40,8.667804
46.0,46,8.678493
46.0,46,8.707863
56.0,56,8.718025
76.0,76,8.719685
65.0,65,8.742353
40.0,40,8.745228
60.0,60,8.775904
71.0,71,8.789671
97.0,97,9.120127
107.0,107,9.124341
39.0,39,9.147119
105.0,105,9.14965
101.0,101,9.153352
80.0,80,9.180056
56.0,56,9.186845
86.0,86,9.213414
73.0,73,9.251361
92.0,92,9.294696
138.0,138,9.298458
52.0,52,9.306624
20.0,20,9.328249
36.0,36,9.342808
53.0,53,9.346419
50.0,50,9.358682
37.0,37,9.374327
70.0,70,9.408171
12.0,12,9.420221
34.0,34,9.427473
86.0,86,9.449102
37.0,37,9.476645
90.0,90,9.478028
30.0,30,9.543071
78.0,78,9.549081
67.0,67,9.568839
24.0,24,9.57401
79.0,79,9.635002
71.0,71,9.648497
121.0,121,9.648584
114.0,114,10.120815
101.0,101,10.158256
102.0,102,10.15903
123.0,123,10.168136
73.0,73,10.172565
30.0,30,10.179429
58.0,58,10.199932
88.0,88,10.235278
94.0,94,10.246252
133.0,133,10.262816
53.0,53,10.275514
46.0,46,10.30086
149.0,149,10.313247
43.0,43,10.334185
20.0,20,10.347121
118.0,118,10.362597
156.0,156,10.363243
114.0,114,10.39363
66.0,66,10.415468
82.0,82,10.474003
156.0,156,10.483423
10.0,10,10.818582
22.0,22,10.821515
148.0,148,10.823017
92.0,92,10.829351
76.0,76,10.886618
86.0,86,10.901991
17.0,17,10.920029
72.0,72,10.951209
172.0,172,10.976269
182.0,182,10.99348
119.0,119,11.02408
57.0,57,11.046559
112.0,112,11.050903
87.0,87,11.053037
23.0,23,11.064342
54.0,54,11.102959
100.0,100,11.124829
162.0,162,11.145525
63.0,63,11.149675
145.0,145,11.156985
56.0,56,11.185094
47.0,47,11.189565
98.0,98,11.195663
38.0,38,11.212313
150.0,150,11.542624
60.0,60,11.542714
104.0,104,11.55109
30.0,30,11.572234
111.0,111,11.622133
114.0,114,11.624552
38.0,38,11.650452
42.0,42,11.679024
275.0,275,11.679822
26.0,26,11.698027
58.0,58,11.72115
220.0,220,11.735787
182.0,182,11.762693
100.0,100,11.814181
135.0,135,11.833394
104.0,104,11.844029
222.0,222,11.870632
107.0,107,12.194583
70.0,70,12.195319
129.0,129,12.227114
145.0,145,12.275541
152.0,152,12.302578
165.0,165,12.312819
169.0,169,12.349175
147.0,147,12.383411
158.0,158,12.422578
121.0,121,12.439751
199.0,199,12.46249
106.0,106,12.466327
39.0,39,12.469995
92.0,92,12.549527
184.0,184,12.87476
178.0,178,12.92188
185.0,185,12.923541
57.0,57,12.926053
44.0,44,12.958744
149.0,149,12.980501
107.0,107,13.019611
98.0,98,13.07829
146.0,146,13.106862
35.0,35,13.116466
244.0,244,13.160903
74.0,74,13.177556
210.0,210,13.235034
122.0,122,13.238814
94.0,94,13.274705
31.0,31,13.311784
196.0,196,13.72134
137.0,137,13.742651
135.0,135,13.743741
66.0,66,13.806944
199.0,199,13.877819
186.0,186,13.924725
146.0,146,13.942515
221.0,221,13.960936
163.0,163,14.039639
174.0,174,14.09158
219.0,219,14.147913
231.0,231,14.177429
96.0,96,14.179771
186.0,186,14.198949
165.0,165,14.605828
196.0,196,14.663121
195.0,195,14.665234
195.0,195,14.69137
126.0,126,14.795485
149.0,149,14.842029
213.0,213,14.878775
290.0,290,14.890125
129.0,129,14.915364
45.0,45,14.920486
49.0,49,14.972716
151.0,151,15.3877
255.0,255,15.411851
216.0,216,15.419802
164.0,164,15.443703
45.0,45,15.454327
33.0,33,15.479746
148.0,148,15.529924
121.0,121,15.545259
189.0,189,15.546057
60.0,60,15.591457
235.0,235,15.650912
180.0,180,15.97355
263.0,263,15.978294
108.0,108,15.992251
342.0,342,16.043851
159.0,159,16.092575
222.0,222,16.130466
48.0,48,16.159218
269.0,269,16.175306
214.0,214,16.18541
164.0,164,16.194437
148.0,148,16.249684
181.0,181,16.610583
223.0,223,16.617377
226.0,226,16.633375
222.0,222,16.705728
185.0,185,16.747974
179.0,179,16.750295
137.0,137,16.808989
82.0,82,16.809789
259.0,259,16.825278
192.0,192,16.877175
137.0,137,16.89122
162.0,162,16.90521
171.0,171,16.924515
232.0,232,17.337347
209.0,209,17.338086
210.0,210,17.353952
180.0,180,17.355272
184.0,184,17.466517
165.0,165,17.472463
195.0,195,17.497951
279.0,279,17.531543
165.0,165,17.572199
190.0,190,17.853337
164.0,164,17.858072
199.0,199,17.918763
246.0,246,17.995288
248.0,248,18.019323
305.0,305,18.049263
293.0,293,18.098699
183.0,183,18.103389
194.0,194,18.132026
177.0,177,18.471879
154.0,154,18.48946
307.0,307,18.49595
248.0,248,18.512781
206.0,206,18.622946
255.0,255,18.645527
296.0,296,18.653398
297.0,297,18.689149
241.0,241,19.079017
225.0,225,19.146939
388.0,388,19.201696
387.0,387,19.212963
295.0,295,19.273969
296.0,296,19.336028
256.0,256,19.641139
297.0,297,19.659774
275.0,275,19.717929
156.0,156,19.747122
288.0,288,19.793806
247.0,247,19.821496
202.0,202,19.86887
266.0,266,19.881733
212.0,212,19.915891
280.0,280,20.244895
244.0,244,20.281847
166.0,166,20.285937
248.0,248,20.299962
143.0,143,20.343276
236.0,236,20.429378
264.0,264,20.45674
374.0,374,20.50559
394.0,394,20.844016
260.0,260,20.851882
212.0,212,20.906158
353.0,353,20.944838
229.0,229,20.9993
219.0,219,21.000492
188.0,188,21.068007
193.0,193,21.385968
353.0,353,21.402143
367.0,367,21.496754
281.0,281,21.513088
282.0,282,21.575496
326.0,326,21.587075
191.0,191,21.607702
288.0,288,21.936127
254.0,254,21.984522
321.0,321,22.040896
319.0,319,22.06211
286.0,286,22.116325
190.0,190,22.223443
418.0,418,22.491025
379.0,379,22.546683
463.0,463,22.581964
224.0,224,22.692781
365.0,365,22.7177
260.0,260,22.741739
403.0,403,22.748593
281.0,281,23.130358
256.0,256,23.143014
225.0,225,23.151322
139.0,139,23.220905
323.0,323,23.220975
199.0,199,23.273119
301.0,301,23.325788
239.0,239,23.361634
392.0,392,23.721059
350.0,350,23.752654
288.0,288,23.770668
277.0,277,23.79983
257.0,257,23.904077
264.0,264,23.924279
432.0,432,24.239846
412.0,412,24.307644
332.0,332,24.39064
444.0,444,24.434195
337.0,337,24.445923
249.0,249,25.164984
450.0,450,25.209289
210.0,210,25.312084
467.0,467,25.371253
463.0,463,25.383616
457.0,457,25.785511
394.0,394,25.839673
383.0,383,25.887483
500.0,500,25.966657
475.0,475,26.338394
266.0,266,26.391644
500.0,500,26.40947
500.0,500,26.456434
199.0,199,26.527789
500.0,500,26.935469
423.0,423,26.955801
500.0,500,27.052291
432.0,432,27.073352
254.0,254,27.10519
266.0,266,27.134125
258.0,258,27.21649
261.0,261,27.559938
401.0,401,27.623066
446.0,446,27.624347
278.0,278,27.660069
267.0,267,27.722817
191.0,191,27.73555
408.0,408,28.124086
346.0,346,28.19116
500.0,500,28.219169
383.0,383,28.227075
317.0,317,28.327067
407.0,407,28.745745
469.0,469,28.756086
500.0,500,28.810529
172.0,172,28.857587
257.0,257,28.896327
500.0,500,28.897505
500.0,500,29.370398
387.0,387,29.391834
500.0,500,29.417663
500.0,500,29.457354
245.0,245,29.823465
311.0,311,29.837729
494.0,494,29.928918
500.0,500,30.027086
187.0,187,30.042909
500.0,500,30.405953
500.0,500,30.420423
213.0,213,30.43143
500.0,500,30.617605
459.0,459,30.952018
500.0,500,30.96426
500.0,500,30.989488
50.0,50,30.996871
500.0,500,31.175681
322.0,322,31.179664
439.0,439,31.472231
500.0,500,31.556445
422.0,422,31.695317
500.0,500,31.735331
500.0,500,32.032698
500.0,500,32.117285
500.0,500,32.256813
500.0,500,32.296538
500.0,500,32.59282
500.0,500,32.677431
500.0,500,32.818141
500.0,500,32.857829
500.0,500,33.15914
500.0,500,33.244236
500.0,500,33.383642
427.0,427,33.419807
500.0,500,33.423788
500.0,500,33.865184
299.0,299,33.885437
171.0,171,33.96813
372.0,372,33.970998
500.0,500,34.038872
500.0,500,34.447749
500.0,500,34.533388
500.0,500,34.536735
489.0,489,34.605573
500.0,500,35.017671
500.0,500,35.100621
500.0,500,35.103549
500.0,500,35.166215
500.0,500,35.580653
500.0,500,35.663888
500.0,500,35.666786
500.0,500,35.729053
500.0,500,36.140839
500.0,500,36.223315
500.0,500,36.226179
500.0,500,36.289191
500.0,500,36.702628
500.0,500,36.785336
500.0,500,36.788244
500.0,500,36.849547
500.0,500,37.262795
500.0,500,37.345819
500.0,500,37.34869
500.0,500,37.416056
500.0,500,37.831136
500.0,500,37.914188
500.0,500,37.91709
500.0,500,37.978451
500.0,500,38.388846
500.0,500,38.47211
500.0,500,38.475198
500.0,500,38.542246
500.0,500,38.970889
500.0,500,39.054679
500.0,500,39.058163
500.0,500,39.122581
500.0,500,39.544872
500.0,500,39.630306
500.0,500,39.63323
500.0,500,39.698098
500.0,500,40.124002
500.0,500,40.208889
500.0,500,40.21278
500.0,500,40.276072
500.0,500,40.701678
500.0,500,40.787929
500.0,500,40.791046
500.0,500,40.855282
488.0,488,41.274304
500.0,500,41.366465
500.0,500,41.369507
500.0,500,41.435086
500.0,500,41.849724
500.0,500,41.941665
500.0,500,41.94641
500.0,500,42.010267
500.0,500,42.424037
358.0,358,42.500532
500.0,500,42.516166
500.0,500,42.520537
500.0,500,43.048516
500.0,500,43.122724
500.0,500,43.138991
500.0,500,43.141851
500.0,500,43.623632
500.0,500,43.703677
500.0,500,43.719421
500.0,500,43.723016
500.0,500,44.199759
500.0,500,44.275371
500.0,500,44.291784
500.0,500,44.294771
500.0,500,44.799633
500.0,500,44.873513
500.0,500,44.888652
500.0,500,44.891521
500.0,500,45.370732
500.0,500,45.447532
500.0,500,45.463381
500.0,500,45.466314
500.0,500,45.942165
414.0,414,45.966304
500.0,500,46.034071
500.0,500,46.036937
500.0,500,46.504673
500.0,500,46.529768
479.0,479,46.584278
500.0,500,46.599245
500.0,500,47.0664
500.0,500,47.090305
500.0,500,47.144846
500.0,500,47.159629
500.0,500,47.640857
500.0,500,47.664531
500.0,500,47.72129
500.0,500,47.736477
500.0,500,48.202483
500.0,500,48.226077
500.0,500,48.281166
500.0,500,48.296171
500.0,500,48.764645
500.0,500,48.788839
500.0,500,48.843442
500.0,500,48.858252
500.0,500,49.323
500.0,500,49.346316
500.0,500,49.401345
500.0,500,49.416157
500.0,500,49.882303
500.0,500,49.906392
500.0,500,49.960981
500.0,500,49.97592
500.0,500,50.46199
500.0,500,50.485171
500.0,500,50.539183
500.0,500,50.554921
416.0,416,50.993611
500.0,500,51.023863
500.0,500,51.102611
500.0,500,51.117446
500.0,500,51.553124
500.0,500,51.583545
500.0,500,51.661983
500.0,500,51.677632
500.0,500,52.11899
500.0,500,52.14947
500.0,500,52.228122
500.0,500,52.244261
500.0,500,52.683634
500.0,500,52.716398
500.0,500,52.795868
500.0,500,52.810971
500.0,500,53.254959
500.0,500,53.285823
500.0,500,53.36447
500.0,500,53.379744
500.0,500,53.815032
500.0,500,53.845683
500.0,500,53.9233
500.0,500,53.938183
500.0,500,54.374548
500.0,500,54.404966
500.0,500,54.482858
500.0,500,54.49765
500.0,500,54.932365
500.0,500,54.962871
463.0,463,55.019634
500.0,500,55.055616
500.0,500,55.494882
500.0,500,55.525628
500.0,500,55.582399
475.0,475,55.6042
500.0,500,56.107219
500.0,500,56.14275
500.0,500,56.196734
500.0,500,56.219164
500.0,500,56.680741
500.0,500,56.711363
500.0,500,56.768709
18.0,18,56.77953
500.0,500,56.790733
500.0,500,57.243236
