AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExplainedVariance,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
16.98,0.5002560019493103,0.49974408745765686,16.98,0.6931465268135071,4.528865191122389e-05,1,57,57.0,0.000910768925677985,6,6.0,1.9999998807907104,10.351792115377897,10.351792115377897,115,2000,194.05859375
15.33,0.5013634562492371,0.49863654375076294,15.33,0.6922767162322998,-0.0026772317577454796,2,48,48.0,0.0009740626555867493,6,6.0,1.9982610940933228,8.882629115301393,8.882629115301393,238,4000,150.48394775390625
17.59,0.5070967674255371,0.4929032325744629,17.59,0.6901446580886841,-0.004660466224589488,3,49,49.0,0.0018609631806612015,7,7.0,1.994020700454712,9.421353405960314,9.421353405960314,349,6000,123.78550720214844
19.17,0.4918486773967743,0.5081514120101929,19.17,0.685447096824646,-0.010648358446745165,4,80,80.0,0.0008944051805883646,6,6.0,1.9847538471221924,13.06679379189861,13.06679379189861,452,8000,155.75282287597656
19.06,0.4970146715641022,0.5029852986335754,19.06,0.6808401346206665,0.023046600928153693,5,63,63.0,0.0014157681725919247,6,6.0,1.975731372833252,10.232125878819122,10.232125878819122,557,10000,68.95384216308594
21.58,0.5018280744552612,0.49817195534706116,21.58,0.674209475517273,0.038035511110100395,6,75,75.0,0.0010967461857944727,7,7.0,1.9629456996917725,14.04576804592757,14.04576804592757,649,12000,120.16917419433594
24.34,0.49477237462997437,0.5052276253700256,24.34,0.6650996804237366,0.06697572372979677,7,68,68.0,0.0010167043656110764,8,8.0,1.9454458951950073,13.475325599034703,13.475325599034703,735,14000,88.87350463867188
24.38,0.49539968371391296,0.5046003460884094,24.38,0.6575524210929871,0.10848229198127446,8,72,72.0,0.001068009645678103,7,7.0,1.9311327934265137,14.268693002514283,14.268693002514283,816,16000,109.3675765991211
24.37,0.5236906409263611,0.47630947828292847,24.37,0.6430026292800903,0.11022296595944914,9,76,76.0,0.0009905186016112566,7,7.0,1.9042352437973022,16.73657969837326,16.73657969837326,898,18000,128.67454528808594
25.96,0.5059662461280823,0.4940336048603058,25.96,0.6360605955123901,0.11110553553705615,10,89,89.0,0.0008634453406557441,7,7.0,1.891676425933838,18.541262092964438,18.541262092964438,970,20000,169.2006378173828
28.1,0.4821850657463074,0.5178150534629822,28.1,0.6227668523788452,0.10773912625164384,11,99,99.0,0.000702934165019542,7,7.0,1.8677802085876465,20.408086632509182,20.408086632509182,1044,22000,148.5009307861328
27.5,0.4994160532951355,0.5005839467048645,27.5,0.6135793328285217,0.14133828958740735,12,99,99.0,0.0009623044752515852,7,7.0,1.852239966392517,19.102617621676877,19.102617621676877,1114,24000,138.69497680664062
30.0,0.48763149976730347,0.5123684406280518,30.0,0.6040828824043274,0.1367394563688309,13,107,107.0,0.0008842710522003472,7,7.0,1.8357056379318237,20.393626455341384,20.393626455341384,1178,26000,191.56382751464844
33.08,0.5142378211021423,0.4857620894908905,33.08,0.593975841999054,0.14898693550494257,14,107,107.0,0.0006944680935703218,7,7.0,1.81862211227417,23.090985253990354,23.090985253990354,1236,28000,178.83966064453125
32.28,0.5191723704338074,0.4808277189731598,32.28,0.5762394666671753,0.11599985796372914,15,109,109.0,0.000777498644310981,6,6.0,1.7890352010726929,22.4276971622144,22.4276971622144,1302,30000,153.100830078125
33.05,0.49387866258621216,0.5061212778091431,33.05,0.5756205916404724,0.16973801821474277,16,120,120.0,0.0009122463525272906,6,6.0,1.788569688796997,22.374259764291644,22.374259764291644,1354,32000,202.36279296875
33.65,0.514083743095398,0.48591622710227966,33.65,0.5499252080917358,0.16868117954793593,17,120,120.0,0.0009707323042675853,9,9.0,1.74739408493042,22.057368383377014,22.057368383377014,1416,34000,160.9722900390625
35.04,0.5066037774085999,0.4933962821960449,35.04,0.5460560321807861,0.13921219218627778,18,98,98.0,0.0008327669929713011,8,8.0,1.7423949241638184,22.366009925778,22.366009925778,1466,36000,204.07614135742188
40.38,0.5012591481208801,0.4987407624721527,40.38,0.5297515392303467,0.12609330871056812,19,108,108.0,0.0008758941548876464,8,8.0,1.7163236141204834,26.108535002944922,26.108535002944922,1514,38000,242.34161376953125
41.42,0.4876197874546051,0.5123802423477173,41.42,0.5119902491569519,0.15059150929199872,20,120,120.0,0.0009918491123244166,8,8.0,1.6893137693405151,27.87299051052829,27.87299051052829,1560,40000,234.84632873535156
42.36,0.4733424782752991,0.5266572833061218,42.36,0.514590859413147,0.16574983561812007,21,120,120.0,0.0008740821504034102,6,6.0,1.6938811540603638,25.888808392817158,25.888808392817158,1607,42000,197.74795532226562
43.78,0.4801748991012573,0.5198251008987427,43.78,0.5080401301383972,0.05338316445187552,22,190,190.0,0.0008991094073280692,6,6.0,1.6844490766525269,31.55838398904481,31.55838398904481,1651,44000,456.5565490722656
47.58,0.4926491975784302,0.5073508620262146,47.58,0.4939827620983124,0.16265447952747814,23,190,190.0,0.0009136161534115672,8,8.0,1.6620242595672607,34.70567100633555,34.70567100633555,1689,46000,250.83775329589844
53.8,0.5093264579772949,0.49067339301109314,53.8,0.49648910760879517,0.1149518072870982,24,190,190.0,0.0008714653085917234,8,8.0,1.6665294170379639,39.17524728703062,39.17524728703062,1724,48000,377.1929626464844
53.55,0.45016899704933167,0.5498308539390564,53.55,0.4775668680667877,0.11189243078292799,25,171,171.0,0.0007611358887515962,8,8.0,1.6388894319534302,36.10688992422361,36.10688992422361,1761,50000,361.0921630859375
57.62,0.468231201171875,0.5317689776420593,57.62,0.4659397304058075,0.17897578945277604,26,171,171.0,0.0007893705042079091,11,11.0,1.6204900741577148,37.50567423737374,37.50567423737374,1793,52000,296.45013427734375
58.9,0.506583571434021,0.4934164881706238,58.9,0.4602469503879547,0.11107350334023769,27,165,165.0,0.001223374274559319,11,11.0,1.6136293411254883,38.85884712649102,38.85884712649102,1825,54000,416.9682312011719
60.84,0.5163690447807312,0.4836307466030121,60.84,0.4513896405696869,0.10043954307915848,28,165,165.0,0.0007123721297830343,9,9.0,1.5985805988311768,39.30921520458021,39.30921520458021,1856,56000,416.4033203125
64.17,0.5139670968055725,0.4860330820083618,64.17,0.46633943915367126,0.20001177498315492,29,192,192.0,0.0009659499628469348,7,7.0,1.6218641996383667,44.4020393675786,44.4020393675786,1885,58000,342.7305603027344
67.99,0.4914909601211548,0.50850909948349,67.99,0.4520235061645508,0.13470866726618402,30,193,193.0,0.0008991793147288263,7,7.0,1.6007776260375977,46.2526745172644,46.2526745172644,1912,60000,429.4854431152344
74.08,0.4999810457229614,0.5000191330909729,74.08,0.4405021071434021,0.1958083343439535,31,193,193.0,0.0009609295520931482,7,7.0,1.585720181465149,47.93530640352682,47.93530640352682,1938,62000,364.11126708984375
76.68,0.4865955710411072,0.5134044885635376,76.68,0.4358616769313812,0.224033740487523,32,193,193.0,0.0008557833498343825,7,7.0,1.5764286518096924,48.058064879892946,48.058064879892946,1961,64000,363.8661804199219
77.82,0.4948427975177765,0.5051571726799011,77.82,0.40748491883277893,0.19521140172137785,33,193,193.0,0.0008021811372600496,10,10.0,1.537855863571167,48.570645455871805,48.570645455871805,1988,66000,379.66558837890625
79.28,0.5083063840866089,0.49169373512268066,79.28,0.4012487232685089,0.17318973640963975,34,203,203.0,0.0007760223816148937,10,10.0,1.5283739566802979,48.7922288894451,48.7922288894451,2013,68000,365.3834533691406
77.67,0.5121743083000183,0.4878256916999817,77.67,0.40597444772720337,0.01714109352073856,35,250,250.0,0.0008193327230401337,10,10.0,1.5372101068496704,51.83648425578262,51.83648425578262,2040,70000,576.5305786132812
