AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExplainedVariance,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
18.58,0.49903178215026855,0.5009682774543762,18.58,0.6931430697441101,-7.49630753760222e-06,1,79,79.0,0.0008420867961831391,7,7.0,1.9999924898147583,11.585490926154142,11.585490926154142,107,2000,228.1157684326172
20.38,0.5009552836418152,0.49904486536979675,20.38,0.6924383640289307,-0.0011421927797390374,2,62,62.0,0.001047189929522574,7,7.0,1.9985836744308472,11.88930611936626,11.88930611936626,205,4000,224.43878173828125
22.15,0.5043255090713501,0.4956744611263275,22.15,0.6899139285087585,-0.006151961129946981,3,88,88.0,0.001583371195010841,7,7.0,1.9935544729232788,13.590713741375028,13.590713741375028,292,6000,229.0557861328125
22.58,0.49755293130874634,0.5024470686912537,22.58,0.6839514374732971,-0.009117850128922855,4,66,66.0,0.0013103901874274015,7,7.0,1.981780767440796,11.908131675456062,11.908131675456062,379,8000,142.45318603515625
23.3,0.49732595682144165,0.5026739835739136,23.3,0.6765413880348206,0.005029434573634806,5,87,87.0,0.0009020842844620347,7,7.0,1.9672846794128418,16.177453446077354,16.177453446077354,462,10000,186.68060302734375
25.17,0.4956074655056,0.5043925642967224,25.17,0.6714673638343811,0.0033388134153353732,6,125,125.0,0.0011000457452610135,6,6.0,1.957533836364746,17.35860305439352,17.35860305439352,541,12000,202.68634033203125
25.79,0.504887580871582,0.4951126277446747,25.79,0.6615963578224182,0.03436281871892777,7,107,107.0,0.001046057092025876,6,6.0,1.9387375116348267,16.467722975566478,16.467722975566478,612,14000,165.38079833984375
31.73,0.5019420385360718,0.49805784225463867,31.73,0.6532894372940063,0.09008831760210279,8,107,107.0,0.0009640754433348775,9,9.0,1.923441767692566,19.934821293405165,19.934821293405165,668,16000,165.96163940429688
33.93,0.4857156574726105,0.5142841935157776,33.93,0.640809178352356,0.08801233675306519,9,104,104.0,0.0011106178862974048,9,9.0,1.9003033638000488,20.573893651907504,20.573893651907504,731,18000,164.14630126953125
34.55,0.4854421317577362,0.5145578384399414,34.55,0.6282438039779663,0.12795974136021337,10,104,104.0,0.0006628226255998015,9,9.0,1.8777447938919067,22.951416078316385,22.951416078316385,787,20000,198.92848205566406
39.0,0.5300528407096863,0.4699476361274719,39.0,0.6254161596298218,0.13664393008487763,11,116,116.0,0.0009403101284988225,8,8.0,1.8733935356140137,25.739075352467502,25.739075352467502,834,22000,223.21209716796875
39.85,0.48418673872947693,0.515813410282135,39.85,0.6103982329368591,0.1435583135334363,12,116,116.0,0.0008962242281995714,7,7.0,1.8467676639556885,27.054158645206467,27.054158645206467,884,24000,236.99769592285156
44.11,0.49381816387176514,0.5061817765235901,44.11,0.6121670007705688,0.15321440499656946,13,131,131.0,0.0009757254156284034,7,7.0,1.849977731704712,29.185919550358523,29.185919550358523,921,26000,273.4832458496094
52.16,0.5155844688415527,0.4844154715538025,52.16,0.5995357036590576,0.13252751491983783,14,187,187.0,0.001043278956785798,7,7.0,1.8289357423782349,35.53131576511064,35.53131576511064,954,28000,380.99237060546875
57.56,0.4993046522140503,0.5006954073905945,57.56,0.5835962891578674,0.14380571722032942,15,187,187.0,0.0009189886040985584,7,7.0,1.8019893169403076,38.18201670944059,38.18201670944059,987,30000,360.4500732421875
61.52,0.48512235283851624,0.5148776173591614,61.52,0.567939817905426,0.15175269768266386,16,187,187.0,0.000719413161277771,7,7.0,1.7767184972763062,39.99161912201105,39.99161912201105,1015,32000,334.0096435546875
64.69,0.5147355198860168,0.4852644205093384,64.69,0.5649754405021667,0.20349146153450326,17,159,159.0,0.0009100477327592671,7,7.0,1.7711846828460693,39.42402693789664,39.42402693789664,1046,34000,302.3377990722656
74.07,0.48008406162261963,0.5199158787727356,74.07,0.5671314597129822,0.17283375261868028,18,183,183.0,0.0009156146552413702,11,11.0,1.7758150100708008,44.00028522634825,44.00028522634825,1070,36000,425.59832763671875
79.4,0.5013142824172974,0.4986857771873474,79.4,0.5635573863983154,0.22619657544801608,19,235,235.0,0.0007998979417607188,11,11.0,1.7702827453613281,47.9082456368421,47.9082456368421,1088,38000,401.826416015625
86.13,0.5259832143783569,0.4740167260169983,86.13,0.5451966524124146,0.11069860776483198,20,235,235.0,0.0008514336077496409,11,11.0,1.7417892217636108,51.36431738084329,51.36431738084329,1110,40000,517.0308227539062
87.45,0.48186153173446655,0.5181381106376648,87.45,0.5389862656593323,0.12477256045310114,21,246,246.0,0.0008867891738191247,11,11.0,1.7333054542541504,53.73999906959434,53.73999906959434,1130,42000,491.8865661621094
96.03,0.4909270703792572,0.5090729594230652,96.03,0.5283918380737305,0.2058280165757862,22,246,246.0,0.0007610121392644942,11,11.0,1.714959740638733,57.57455253842621,57.57455253842621,1148,44000,554.3572998046875
103.24,0.5218985080718994,0.4781017601490021,103.24,0.5306928157806396,0.32956087046259186,23,252,252.0,0.0008697421289980412,11,11.0,1.7197598218917847,62.73788648018038,62.73788648018038,1162,46000,411.23541259765625
