ActualImprovement,AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExpectedImprovement,ExplainedVariance,ImprovementRatio,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
0.007812654957177756,20.903225806451612,0.5001856088638306,0.49981439113616943,20.903225806451612,0.6931463479995728,0.007653952110558748,-1.4317678035169479e-05,1.0207347582434014,1,51,51.0,0.0009209444979205728,8,8.0,1.9999995231628418,10.730385472566756,10.730385472566756,93,2000,224.25746154785156
0.00881072729825405,24.84,0.49921056628227234,0.5007895231246948,24.84,0.6923706531524658,0.008009692281484604,0.0020107235065388585,1.100008213626526,2,64,64.0,0.0007529317517764866,9,9.0,1.9984488487243652,12.640189871991637,12.640189871991637,172,4000,278.994140625
0.007519730582835393,26.51,0.4968450963497162,0.5031548738479614,26.51,0.6898428797721863,0.006529267132282257,-0.0016702756382780404,1.1516959607390005,3,73,73.0,0.0007693001534789801,8,8.0,1.9934136867523193,14.33491890454913,14.33491890454913,246,6000,242.8624267578125
0.008663597874345896,29.59,0.5011629462242126,0.49883711338043213,29.59,0.6873162388801575,0.008296605199575424,0.0023310037485867463,1.044234077184877,4,108,108.0,0.0006657656049355865,8,8.0,1.9884061813354492,17.93883775499405,17.93883775499405,309,8000,319.2045593261719
0.010515944689512224,28.9,0.49785226583480835,0.5021476745605469,28.9,0.6808420419692993,0.010849476791918278,0.008651817172105503,0.969258231636156,5,124,124.0,0.0009135391446761787,8,8.0,1.9756563901901245,18.38559218518675,18.38559218518675,381,10000,144.494384765625
0.00932205072045278,31.09,0.5110342502593994,0.48896557092666626,31.09,0.6747187972068787,0.009200956672430038,-0.022411583773608523,1.0131610279597978,6,137,137.0,0.0006441330770030618,8,8.0,1.963773250579834,24.19425344994137,24.19425344994137,437,12000,437.93731689453125
0.010769105769693255,38.57,0.511584460735321,0.48841553926467896,38.57,0.6705951690673828,0.010782895609736443,0.004134289082986742,0.9987211375735905,7,137,137.0,0.0009705550037324429,9,9.0,1.9558870792388916,30.538911244509027,30.538911244509027,483,14000,403.389892578125
0.01006244293600389,46.11,0.5080549716949463,0.4919447600841522,46.11,0.6624302864074707,0.010134824551641941,-0.046015126357499714,0.9928581283998326,8,291,291.0,0.0009836098179221153,9,9.0,1.9403929710388184,39.916386359489,39.916386359489,518,16000,482.79840087890625
0.009812814846634876,52.36,0.4996185898780823,0.5003814101219177,52.36,0.6532663106918335,0.009684105962514879,0.01973804549241942,1.013290734799702,9,291,291.0,0.0006428287015296519,9,9.0,1.9233673810958862,40.47011737072182,40.47011737072182,556,18000,378.08990478515625
0.010474471524357654,59.27,0.5006170272827148,0.49938297271728516,59.27,0.6441410779953003,0.010767823085188866,0.061834618732710456,0.9727566511345532,10,291,291.0,0.0009569675894454122,11,11.0,1.9066557884216309,42.79926518060795,42.79926518060795,581,20000,446.6255798339844
0.009050638183951243,68.47,0.5003125071525574,0.4996874928474426,68.47,0.6403069496154785,0.00906931608915329,0.09994765058415178,0.9979405387331923,11,214,214.0,0.0006390688940882683,12,12.0,1.9000415802001953,44.62341425753973,44.62341425753973,603,22000,509.9066162109375
0.007419581502675854,76.81,0.4781216084957123,0.5218784809112549,76.81,0.6352227330207825,0.007483437657356262,0.05706279070800513,0.9914670025188708,12,262,262.0,0.0006342023843899369,12,12.0,1.8906736373901367,52.52250850825767,52.52250850825767,622,24000,603.5055541992188
0.010320905186236295,86.07,0.4817850589752197,0.5182153582572937,86.07,0.622993528842926,0.010824566707015038,0.21542221259908256,0.9534705143946006,13,262,262.0,0.0009531385730952024,12,12.0,1.8695781230926514,56.66643715639796,56.66643715639796,639,26000,457.841552734375
0.010313144370913463,101.7,0.4986894428730011,0.5013105869293213,101.7,0.6261284947395325,0.01178649254143238,0.28605764512955567,0.8749968945095633,14,377,377.0,0.0008095332304947078,12,12.0,1.87466561794281,68.41498373894422,68.41498373894422,649,28000,749.0748291015625
0.010209259250201441,114.06,0.4862048327922821,0.5137948989868164,114.06,0.6180927753448486,0.011159570887684822,0.27486042152513046,0.9148433531138639,15,377,377.0,0.0008517627720721066,12,12.0,1.8608357906341553,76.27448066030996,76.27448066030996,662,30000,462.8487854003906
0.008262935549021577,126.28,0.49485012888908386,0.505149781703949,126.28,0.6146090626716614,0.009566877037286758,-0.15749146450722762,0.8637024931769177,16,473,473.0,0.0007956911576911807,12,12.0,1.8555560111999512,86.66326557429048,86.66326557429048,672,32000,1155.7628173828125
0.005611303277313517,137.33,0.5068128108978271,0.4931872487068176,137.33,0.6221615076065063,0.0064916848205029964,0.42882082997142257,0.8643831967305424,17,473,473.0,0.0007878934848122299,12,12.0,1.8689005374908447,90.0190041046889,90.0190041046889,681,34000,338.68438720703125
0.005194390822200745,150.73,0.5078324675559998,0.4921674132347107,150.73,0.6129717230796814,0.006747571751475334,0.029418765591517015,0.7698163151899806,18,500,500.0,0.0006499792798422277,12,12.0,1.8528398275375366,103.95411054883785,103.95411054883785,689,36000,780.159912109375
0.006921415640972484,162.8,0.4949103593826294,0.5050896406173706,162.8,0.6131493449211121,0.009497362188994884,0.4435314491773592,0.7287724215669809,19,500,500.0,0.0006043842877261341,12,12.0,1.8535614013671875,102.65339741089916,102.65339741089916,697,38000,359.27899169921875
0.005243820716626935,175.4,0.49188223481178284,0.5081178545951843,175.4,0.6025401949882507,0.005670658312737942,0.22853449164340667,0.9247287400208533,20,500,500.0,0.0009540161117911339,12,12.0,1.8355571031570435,108.43883068347796,108.43883068347796,706,40000,518.0729370117188
