# {"t_start": 1558370137.371946} 
r,l,t
14.0,14,0.053418
17.0,17,0.056435
18.0,18,0.057549
19.0,19,0.058497
9.0,9,0.066594
10.0,10,0.06666
10.0,10,0.06798
9.0,9,0.072195
25.0,25,0.074026
14.0,14,0.076983
9.0,9,0.07862
24.0,24,0.082236
13.0,13,0.082833
9.0,9,0.083939
16.0,16,0.08667
9.0,9,0.087846
7.0,7,0.08789
12.0,12,0.094484
11.0,11,0.095227
24.0,24,0.097542
6.0,6,0.099332
11.0,11,0.101974
23.0,23,0.103293
12.0,12,0.107477
9.0,9,0.108217
11.0,11,0.115533
19.0,19,0.119567
10.0,10,0.12165
10.0,10,0.126315
17.0,17,0.132626
54.0,54,0.132681
10.0,10,0.138954
58.0,58,0.140877
15.0,15,0.142126
12.0,12,0.147589
33.0,33,0.148274
16.0,16,0.15362
11.0,11,0.157137
20.0,20,0.159099
12.0,12,0.162983
9.0,9,0.164952
14.0,14,0.166641
28.0,28,0.169907
13.0,13,0.172227
9.0,9,0.173553
6.0,6,0.174265
16.0,16,0.175999
9.0,9,0.177747
9.0,9,0.178902
9.0,9,0.179773
8.0,8,0.182972
9.0,9,0.184906
15.0,15,0.185515
9.0,9,0.185555
8.0,8,0.18786
8.0,8,0.19024
15.0,15,0.195377
19.0,19,0.205189
12.0,12,0.209654
19.0,19,0.213966
9.0,9,0.216682
9.0,9,0.218017
16.0,16,0.223451
33.0,33,0.229293
9.0,9,0.22935
14.0,14,0.236896
27.0,27,0.245753
17.0,17,0.248323
8.0,8,0.251131
57.0,57,0.252076
14.0,14,0.263683
16.0,16,0.264293
10.0,10,0.26986
14.0,14,0.271519
92.0,92,0.276894
24.0,24,0.283909
21.0,21,0.283966
12.0,12,0.283992
10.0,10,0.289302
15.0,15,0.292681
12.0,12,0.297807
28.0,28,0.306484
11.0,11,0.312773
21.0,21,0.315995
16.0,16,0.321229
10.0,10,0.322669
15.0,15,0.323884
103.0,103,0.324481
8.0,8,0.32619
8.0,8,0.327387
8.0,8,0.329835
14.0,14,0.332626
20.0,20,0.338799
16.0,16,0.339448
13.0,13,0.340748
29.0,29,0.347719
10.0,10,0.349142
17.0,17,0.351771
8.0,8,0.353222
16.0,16,0.358939
12.0,12,0.358996
7.0,7,0.363292
12.0,12,0.366134
8.0,8,0.368384
27.0,27,0.369531
11.0,11,0.372706
10.0,10,0.375039
13.0,13,0.37564
59.0,59,0.377356
9.0,9,0.3811
12.0,12,0.382546
19.0,19,0.388702
16.0,16,0.390386
31.0,31,0.391023
23.0,23,0.395895
16.0,16,1.487544
14.0,14,1.488278
9.0,9,1.49084
8.0,8,1.492843
22.0,22,1.49424
8.0,8,1.498008
16.0,16,1.498713
14.0,14,1.500036
21.0,21,1.507442
16.0,16,1.509987
13.0,13,1.518123
18.0,18,1.518817
43.0,43,1.525056
13.0,13,1.527006
45.0,45,1.52707
8.0,8,1.530285
21.0,21,1.531592
9.0,9,1.53293
13.0,13,1.535474
9.0,9,1.541
19.0,19,1.542307
17.0,17,1.544447
7.0,7,1.547551
23.0,23,1.548325
13.0,13,1.552744
17.0,17,1.556537
13.0,13,1.556592
7.0,7,1.557378
20.0,20,1.5609
14.0,14,1.566046
17.0,17,1.568696
15.0,15,1.57066
21.0,21,1.570711
11.0,11,1.577681
14.0,14,1.579589
8.0,8,1.58461
30.0,30,1.585695
27.0,27,1.586492
20.0,20,1.591943
10.0,10,1.593505
10.0,10,1.594325
10.0,10,1.599185
27.0,27,1.604623
19.0,19,1.607839
12.0,12,1.607903
8.0,8,1.612884
29.0,29,1.613627
16.0,16,1.615565
14.0,14,1.616826
10.0,10,1.619407
11.0,11,1.620706
12.0,12,1.626888
17.0,17,1.627558
25.0,25,1.631348
16.0,16,1.637636
28.0,28,1.638324
15.0,15,1.640818
26.0,26,1.64367
