# {"t_start": 1558153908.583785} 
r,l,t
17.0,17,0.048566
30.0,30,0.056585
32.0,32,0.058044
18.0,18,0.060121
48.0,48,0.068529
20.0,20,0.073069
27.0,27,0.074467
12.0,12,0.076498
14.0,14,0.083667
14.0,14,0.085736
14.0,14,0.092966
20.0,20,0.098755
17.0,17,0.105324
48.0,48,0.106235
75.0,75,0.109903
13.0,13,0.117092
22.0,22,0.117149
14.0,14,0.117175
13.0,13,0.119845
12.0,12,0.125139
19.0,19,0.129702
25.0,25,0.133686
23.0,23,0.135065
22.0,22,0.140009
16.0,16,0.140944
20.0,20,0.154152
28.0,28,0.154811
36.0,36,0.158929
30.0,30,0.161745
12.0,12,0.162473
14.0,14,0.1683
13.0,13,0.170306
12.0,12,0.170364
31.0,31,0.175732
18.0,18,0.180417
18.0,18,0.182433
14.0,14,0.1851
17.0,17,0.193447
26.0,26,0.197382
21.0,21,0.198786
13.0,13,0.202072
16.0,16,0.207882
19.0,19,0.211196
11.0,11,0.215173
13.0,13,0.220818
36.0,36,0.228903
16.0,16,0.240442
26.0,26,0.241205
109.0,109,0.248786
51.0,51,0.255599
12.0,12,0.25697
28.0,28,0.26149
12.0,12,0.263495
30.0,30,0.263551
11.0,11,0.26426
12.0,12,0.269433
16.0,16,0.273986
16.0,16,0.27471
12.0,12,0.281797
23.0,23,0.28445
20.0,20,0.287704
40.0,40,0.289704
16.0,16,0.292344
21.0,21,0.301451
17.0,17,0.303437
32.0,32,0.30543
13.0,13,0.310426
15.0,15,0.32007
50.0,50,0.322697
41.0,41,0.330442
18.0,18,0.331818
40.0,40,0.331876
16.0,16,0.333215
13.0,13,0.342611
16.0,16,0.34356
29.0,29,0.366015
45.0,45,0.368826
35.0,35,0.369554
49.0,49,0.370309
13.0,13,0.378146
13.0,13,0.378875
15.0,15,1.328713
50.0,50,1.341053
47.0,47,1.341886
9.0,9,1.348581
17.0,17,1.353705
15.0,15,1.359473
44.0,44,1.360989
59.0,59,1.361798
19.0,19,1.367649
17.0,17,1.37344
19.0,19,1.37351
26.0,26,1.380742
22.0,22,1.383707
16.0,16,1.385229
12.0,12,1.393869
33.0,33,1.397584
31.0,31,1.403388
17.0,17,1.409921
22.0,22,1.409996
18.0,18,1.416586
46.0,46,1.417409
15.0,15,1.421145
11.0,11,1.424853
12.0,12,1.426606
29.0,29,1.431855
18.0,18,1.439159
29.0,29,1.444077
13.0,13,1.450291
12.0,12,1.454242
42.0,42,1.460167
17.0,17,1.463066
16.0,16,1.466077
14.0,14,1.470775
14.0,14,1.480935
27.0,27,1.48319
74.0,74,1.489017
18.0,18,1.500788
34.0,34,1.506114
38.0,38,1.506869
16.0,16,1.511696
71.0,71,1.515623
16.0,16,1.517618
42.0,42,1.534102
36.0,36,1.535451
14.0,14,1.543178
16.0,16,1.545955
17.0,17,1.554801
19.0,19,1.558933
68.0,68,1.560921
67.0,67,1.562313
13.0,13,1.567617
26.0,26,1.572291
23.0,23,1.57643
17.0,17,1.579055
13.0,13,1.581093
28.0,28,1.581151
9.0,9,1.585051
29.0,29,1.595559
25.0,25,1.59766
26.0,26,1.598386
18.0,18,1.609371
28.0,28,1.614294
31.0,31,1.618777
15.0,15,1.619618
13.0,13,1.622944
22.0,22,1.635145
16.0,16,1.635206
23.0,23,1.636565
13.0,13,1.643733
100.0,100,1.653161
27.0,27,1.653221
23.0,23,1.659229
10.0,10,1.659948
12.0,12,1.661335
16.0,16,1.670237
19.0,19,1.67352
24.0,24,1.674921
10.0,10,2.02708
17.0,17,2.027155
70.0,70,2.028695
23.0,23,2.035351
12.0,12,2.036187
17.0,17,2.041339
15.0,15,2.047365
14.0,14,2.051835
33.0,33,2.059905
14.0,14,2.062197
57.0,57,2.069463
24.0,24,2.077422
45.0,45,2.080355
21.0,21,2.08479
12.0,12,2.086344
12.0,12,2.093867
21.0,21,2.096098
19.0,19,2.100576
17.0,17,2.106401
16.0,16,2.108029
13.0,13,2.115967
25.0,25,2.118923
78.0,78,2.119724
18.0,18,2.121293
22.0,22,2.135982
23.0,23,2.136058
24.0,24,2.139027
44.0,44,2.148574
33.0,33,2.160512
40.0,40,2.168589
45.0,45,2.169416
29.0,29,2.170219
16.0,16,2.181056
19.0,19,2.182581
33.0,33,2.18486
16.0,16,2.196517
22.0,22,2.197374
21.0,21,2.198196
11.0,11,2.204689
50.0,50,2.207039
25.0,25,2.216518
40.0,40,2.22724
32.0,32,2.23116
48.0,48,2.240657
20.0,20,2.242144
22.0,22,2.24708
12.0,12,2.249284
53.0,53,2.256212
19.0,19,2.256271
24.0,24,2.265087
17.0,17,2.268957
25.0,25,2.274916
27.0,27,2.285445
51.0,51,2.287797
19.0,19,2.289326
15.0,15,2.296561
48.0,48,2.304679
27.0,27,2.307808
20.0,20,2.311538
12.0,12,2.313772
15.0,15,2.318862
45.0,45,2.322562
16.0,16,2.325622
21.0,21,2.334629
40.0,40,2.341252
14.0,14,2.351834
39.0,39,2.351892
40.0,40,2.355645
15.0,15,2.366978
44.0,44,2.367805
35.0,35,2.378133
20.0,20,2.382066
42.0,42,2.383603
14.0,14,2.392346
22.0,22,2.394426
41.0,41,2.745093
23.0,23,2.747362
19.0,19,2.757947
29.0,29,2.76123
47.0,47,2.770784
38.0,38,2.772191
32.0,32,2.778597
23.0,23,2.785498
26.0,26,2.788897
18.0,18,2.797114
38.0,38,2.80286
29.0,29,2.807327
19.0,19,2.809259
11.0,11,2.80997
93.0,93,2.820612
21.0,21,2.82067
20.0,20,2.82259
11.0,11,2.827677
15.0,15,2.832095
40.0,40,2.83471
15.0,15,2.837313
28.0,28,2.838642
16.0,16,2.845137
22.0,22,2.846437
24.0,24,2.852891
28.0,28,2.862712
31.0,31,2.865738
22.0,22,2.86641
14.0,14,2.871109
18.0,18,2.876485
10.0,10,2.877155
22.0,22,2.879577
88.0,88,2.892446
48.0,48,2.904989
50.0,50,2.906917
33.0,33,2.912146
14.0,14,2.920422
24.0,24,2.921036
37.0,37,2.92644
14.0,14,2.928161
97.0,97,2.935748
18.0,18,2.936338
29.0,29,2.936942
18.0,18,2.938074
14.0,14,2.9447
30.0,30,2.952225
34.0,34,2.963187
49.0,49,2.964873
60.0,60,2.969227
41.0,41,2.974685
25.0,25,2.976892
25.0,25,2.98291
18.0,18,2.984573
47.0,47,2.990563
27.0,27,2.997623
25.0,25,3.004162
58.0,58,3.008497
44.0,44,3.008549
17.0,17,3.017739
38.0,38,3.018373
30.0,30,3.020553
11.0,11,3.026724
22.0,22,3.349568
55.0,55,3.349636
39.0,39,3.350997
45.0,45,3.354256
13.0,13,3.358075
29.0,29,3.369352
33.0,33,3.370684
11.0,11,3.377669
30.0,30,3.396445
62.0,62,3.397156
78.0,78,3.40345
22.0,22,3.411054
20.0,20,3.416111
105.0,105,3.435419
