AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExplainedVariance,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
15.87,0.49927812814712524,0.5007218718528748,15.87,0.6931455731391907,0.00015669545370777804,1,49,49.0,0.0007354648550972342,6,6.0,1.999998927116394,7.715769566284364,7.715769566284364,125,2000,139.45614624023438
15.59,0.49918895959854126,0.5008110404014587,15.59,0.6923795938491821,0.0026484029474515003,2,54,54.0,0.0017917893128469586,6,6.0,1.9984668493270874,7.622460232759499,7.622460232759499,252,4000,111.86307525634766
17.3,0.4868050813674927,0.5131947994232178,17.3,0.6887697577476501,-0.002738454225531317,3,52,52.0,0.0025904816575348377,6,6.0,1.9913004636764526,10.23083574298796,10.23083574298796,369,6000,121.18842315673828
20.09,0.4995400011539459,0.5004599094390869,20.09,0.6825255155563354,0.0020935622282686195,4,81,81.0,0.001584801822900772,6,6.0,1.97902512550354,12.193518770231996,12.193518770231996,471,8000,137.6962432861328
21.6,0.5036091208457947,0.4963909983634949,21.6,0.6730482578277588,0.041871987885759854,5,81,81.0,0.0011589927598834038,6,6.0,1.960584282875061,13.56171080653175,13.56171080653175,564,10000,103.66093444824219
21.24,0.49389827251434326,0.506101667881012,21.24,0.6627161502838135,0.039454910492927264,6,91,91.0,0.0007852295530028641,7,7.0,1.9408677816390991,14.106112150411962,14.106112150411962,658,12000,123.93541717529297
23.38,0.4866942763328552,0.5133055448532104,23.38,0.6567056179046631,0.10171112799214055,7,69,69.0,0.0007154576596803963,6,6.0,1.9295600652694702,14.185753416720592,14.185753416720592,740,14000,108.89007568359375
25.5,0.4892331063747406,0.5107670426368713,25.5,0.649213433265686,0.08142656165153261,8,92,92.0,0.0009111028048209846,6,6.0,1.91555655002594,17.873723730661165,17.873723730661165,816,16000,157.74229431152344
26.44,0.5068845748901367,0.4931154251098633,26.44,0.637826144695282,0.11392598633194329,9,98,98.0,0.0009566489025019109,8,8.0,1.8947908878326416,18.524211184285285,18.524211184285285,890,18000,157.0442657470703
27.19,0.5055651068687439,0.4944348931312561,27.19,0.6253379583358765,0.16907940183009462,10,98,98.0,0.0009284053812734783,8,8.0,1.8719093799591064,16.68394138086082,16.68394138086082,961,20000,100.9608154296875
