# {"t_start": 1558159197.81708} 
r,l,t
12.0,12,0.046967
16.0,16,0.049828
18.0,18,0.051308
19.0,19,0.060043
20.0,20,0.066042
39.0,39,0.066741
19.0,19,0.072579
34.0,34,0.072634
13.0,13,0.073201
8.0,8,0.076808
26.0,26,0.082466
12.0,12,0.087378
19.0,19,0.087458
27.0,27,0.093774
9.0,9,0.095189
27.0,27,0.103679
14.0,14,0.104411
26.0,26,0.106399
9.0,9,0.110324
30.0,30,0.113597
11.0,11,0.113653
16.0,16,0.114368
13.0,13,0.122686
19.0,19,0.122742
20.0,20,0.126808
33.0,33,0.135133
20.0,20,0.135879
25.0,25,0.139389
16.0,16,0.146506
21.0,21,0.149176
17.0,17,0.150554
9.0,9,0.155123
13.0,13,0.155179
48.0,48,0.158699
14.0,14,0.165112
11.0,11,0.166516
19.0,19,0.168536
30.0,30,0.171162
13.0,13,0.176967
28.0,28,0.183387
45.0,45,0.195557
38.0,38,0.195617
30.0,30,0.196328
33.0,33,0.204803
20.0,20,0.210665
20.0,20,0.210735
29.0,29,0.218695
21.0,21,0.226169
30.0,30,0.238265
21.0,21,0.239837
49.0,49,0.240583
12.0,12,0.249477
16.0,16,0.253785
20.0,20,0.254725
10.0,10,0.262784
77.0,77,0.26761
20.0,20,0.27612
45.0,45,0.282115
44.0,44,0.284769
21.0,21,0.29001
19.0,19,0.294608
12.0,12,0.297841
58.0,58,0.305579
23.0,23,0.309464
41.0,41,0.311646
13.0,13,0.314654
19.0,19,0.322428
28.0,28,0.333108
16.0,16,0.333166
14.0,14,0.342559
54.0,54,0.347722
13.0,13,0.351044
87.0,87,0.355531
15.0,15,0.360919
44.0,44,0.362295
16.0,16,0.366306
29.0,29,0.367029
17.0,17,0.37341
24.0,24,1.325777
28.0,28,1.336109
18.0,18,1.339094
50.0,50,1.344377
12.0,12,1.348018
65.0,65,1.349545
21.0,21,1.35173
12.0,12,1.356816
16.0,16,1.361296
17.0,17,1.364334
32.0,32,1.368476
20.0,20,1.379995
33.0,33,1.385945
18.0,18,1.393832
30.0,30,1.394637
40.0,40,1.398302
27.0,27,1.405627
26.0,26,1.41287
12.0,12,1.414413
23.0,23,1.415239
13.0,13,1.422555
15.0,15,1.426517
11.0,11,1.430943
53.0,53,1.433852
31.0,31,1.437547
18.0,18,1.439827
16.0,16,1.445667
12.0,12,1.448649
16.0,16,1.457476
28.0,28,1.458309
22.0,22,1.464909
14.0,14,1.467931
52.0,52,1.46951
31.0,31,1.482811
20.0,20,1.484354
27.0,27,1.49118
22.0,22,1.500075
11.0,11,1.500145
18.0,18,1.512067
41.0,41,1.514251
33.0,33,1.521918
24.0,24,1.527894
89.0,89,1.53
13.0,13,1.530742
19.0,19,1.542276
23.0,23,1.542996
45.0,45,1.543717
26.0,26,1.547673
14.0,14,1.556615
20.0,20,1.556676
29.0,29,1.561808
11.0,11,1.563845
39.0,39,1.567778
11.0,11,1.569132
17.0,17,1.578752
25.0,25,1.58008
19.0,19,1.581428
11.0,11,1.587215
17.0,17,1.592201
56.0,56,1.592912
31.0,31,1.598745
12.0,12,1.600704
17.0,17,1.603255
17.0,17,1.609549
17.0,17,1.611791
40.0,40,1.613406
23.0,23,1.619815
14.0,14,1.623075
14.0,14,1.624771
25.0,25,1.628945
18.0,18,1.632891
22.0,22,1.642796
18.0,18,1.644157
39.0,39,1.64982
43.0,43,1.651237
18.0,18,1.655639
14.0,14,1.658773
20.0,20,1.668322
42.0,42,1.669649
18.0,18,1.670342
36.0,36,1.674127
9.0,9,1.675456
23.0,23,2.021137
24.0,24,2.02971
26.0,26,2.029781
46.0,46,2.040095
15.0,15,2.051086
45.0,45,2.054104
45.0,45,2.062749
51.0,51,2.067197
34.0,34,2.07887
40.0,40,2.080413
23.0,23,2.084135
11.0,11,2.088487
9.0,9,2.090721
11.0,11,2.096528
55.0,55,2.103242
11.0,11,2.104787
36.0,36,2.105636
21.0,21,2.10645
13.0,13,2.114366
12.0,12,2.115239
19.0,19,2.117708
19.0,19,2.119953
17.0,17,2.127118
13.0,13,2.129349
15.0,15,2.138016
31.0,31,2.140224
17.0,17,2.14173
15.0,15,2.152639
20.0,20,2.15271
24.0,24,2.157734
58.0,58,2.157802
16.0,16,2.164258
16.0,16,2.169433
11.0,11,2.172497
33.0,33,2.181824
14.0,14,2.182629
14.0,14,2.192232
40.0,40,2.198915
69.0,69,2.203721
23.0,23,2.209742
23.0,23,2.216569
17.0,17,2.222605
54.0,54,2.223369
18.0,18,2.229934
11.0,11,2.2314
39.0,39,2.23299
20.0,20,2.237063
12.0,12,2.24012
20.0,20,2.244546
13.0,13,2.246844
13.0,13,2.251017
16.0,16,2.259734
20.0,20,2.260639
40.0,40,2.263729
16.0,16,2.27227
18.0,18,2.274742
17.0,17,2.286886
44.0,44,2.295895
62.0,62,2.296697
38.0,38,2.299666
21.0,21,2.30187
16.0,16,2.311198
25.0,25,2.314143
29.0,29,2.318025
25.0,25,2.32044
15.0,15,2.322756
24.0,24,2.338358
36.0,36,2.345058
11.0,11,2.355014
22.0,22,2.356682
60.0,60,2.361369
49.0,49,2.361422
11.0,11,2.36372
11.0,11,2.369878
18.0,18,2.3754
18.0,18,2.377746
30.0,30,2.379995
11.0,11,2.387996
19.0,19,2.728095
39.0,39,2.735431
13.0,13,2.73772
49.0,49,2.748201
17.0,17,2.750956
18.0,18,2.762003
40.0,40,2.76567
23.0,23,2.767969
19.0,19,2.776094
18.0,18,2.781302
81.0,81,2.785019
15.0,15,2.787299
35.0,35,2.791674
10.0,10,2.794735
12.0,12,2.803333
26.0,26,2.804142
34.0,34,2.816374
22.0,22,2.820039
29.0,29,2.824411
12.0,12,2.829112
30.0,30,2.850491
97.0,97,2.852052
39.0,39,2.853069
59.0,59,2.859508
10.0,10,2.866663
30.0,30,2.872347
30.0,30,2.873848
32.0,32,2.876063
17.0,17,2.879055
11.0,11,2.884172
16.0,16,2.884242
19.0,19,2.887845
16.0,16,2.895669
22.0,22,2.900076
22.0,22,2.903807
14.0,14,2.913994
23.0,23,2.916868
56.0,56,2.919791
16.0,16,2.928268
13.0,13,2.937608
27.0,27,2.939101
35.0,35,2.939158
10.0,10,2.946426
71.0,71,2.94729
12.0,12,2.955321
15.0,15,2.958228
31.0,31,2.961849
33.0,33,2.961908
14.0,14,2.972167
12.0,12,2.981117
37.0,37,2.982651
36.0,36,2.984877
35.0,35,2.987786
10.0,10,2.988605
10.0,10,2.99241
17.0,17,3.000441
23.0,23,3.00556
19.0,19,3.00638
41.0,41,3.012888
25.0,25,3.018668
17.0,17,3.018726
23.0,23,3.022419
32.0,32,3.042257
31.0,31,3.04532
54.0,54,3.052637
17.0,17,3.05475
15.0,15,3.056276
56.0,56,3.059966
18.0,18,3.065693
18.0,18,3.072429
30.0,30,3.075721
35.0,35,3.080202
15.0,15,3.082292
27.0,27,3.083672
26.0,26,3.423682
40.0,40,3.439065
41.0,41,3.443523
30.0,30,3.446499
59.0,59,3.456622
36.0,36,3.466898
19.0,19,3.470581
15.0,15,3.477722
12.0,12,3.486416
34.0,34,3.495019
13.0,13,3.495857
72.0,72,3.497409
83.0,83,3.507457
20.0,20,3.5097
21.0,21,3.512686
22.0,22,3.523671
50.0,50,3.532423
14.0,14,3.533966
34.0,34,3.534789
43.0,43,3.544014
22.0,22,3.550043
27.0,27,3.552294
25.0,25,3.569795
28.0,28,3.569867
37.0,37,3.570675
13.0,13,3.579327
16.0,16,3.581567
66.0,66,3.582383
19.0,19,3.596001
