# {"t_start": 1558272120.474881} 
r,l,t
9.0,9,0.021219
10.0,10,0.021959
10.0,10,0.022013
11.0,11,0.022794
12.0,12,0.030148
12.0,12,0.030882
12.0,12,0.030933
14.0,14,0.039032
19.0,19,0.042889
32.0,32,0.044249
25.0,25,0.04677
12.0,12,0.050278
20.0,20,0.051416
13.0,13,0.052157
14.0,14,0.058457
14.0,14,0.059746
15.0,15,0.060966
27.0,27,0.062686
11.0,11,0.065904
16.0,16,0.067546
12.0,12,0.067589
9.0,9,0.073436
10.0,10,0.074134
32.0,32,0.082994
29.0,29,0.085025
9.0,9,0.090152
19.0,19,0.093987
39.0,39,0.097741
16.0,16,0.09885
12.0,12,0.10445
11.0,11,0.105153
22.0,22,0.106525
58.0,58,0.108412
10.0,10,0.11059
9.0,9,0.111687
16.0,16,0.114609
11.0,11,0.116766
19.0,19,0.119653
9.0,9,0.120472
16.0,16,0.122223
7.0,7,0.124966
14.0,14,0.126916
16.0,16,0.131898
11.0,11,0.132662
9.0,9,0.133343
25.0,25,0.138812
14.0,14,0.140547
13.0,13,0.140598
17.0,17,0.143341
8.0,8,0.145105
14.0,14,0.153138
23.0,23,0.153803
28.0,28,0.154944
23.0,23,0.156581
14.0,14,0.160883
13.0,13,0.161997
16.0,16,0.162587
9.0,9,0.166014
18.0,18,0.166636
11.0,11,0.169609
17.0,17,0.174402
9.0,9,0.174483
15.0,15,0.17916
11.0,11,0.179974
10.0,10,0.186012
19.0,19,0.188405
14.0,14,0.189029
13.0,13,0.193379
20.0,20,0.200051
21.0,21,0.200107
45.0,45,0.204734
10.0,10,0.207639
10.0,10,0.207693
25.0,25,0.209556
11.0,11,0.214171
16.0,16,0.214227
11.0,11,0.216014
18.0,18,0.218341
14.0,14,0.223089
15.0,15,0.223851
18.0,18,0.234582
22.0,22,0.237794
30.0,30,0.237851
10.0,10,0.243176
21.0,21,0.24684
56.0,56,0.250153
12.0,12,0.250203
15.0,15,0.258632
31.0,31,0.264184
27.0,27,0.265302
9.0,9,0.269574
25.0,25,0.273483
67.0,67,0.276673
18.0,18,0.276727
9.0,9,0.279459
19.0,19,0.281808
13.0,13,0.28465
13.0,13,0.284705
9.0,9,0.290154
20.0,20,0.291426
21.0,21,0.294192
18.0,18,0.295313
11.0,11,0.297482
16.0,16,0.299181
10.0,10,0.300858
10.0,10,0.303269
18.0,18,0.304402
9.0,9,0.306121
11.0,11,0.309842
11.0,11,0.311018
10.0,10,0.3122
12.0,12,0.316723
17.0,17,0.321708
17.0,17,0.323184
40.0,40,0.32388
17.0,17,1.658085
11.0,11,1.658793
8.0,8,1.663991
18.0,18,1.665327
19.0,19,1.665379
23.0,23,1.674032
16.0,16,1.675602
23.0,23,1.681681
25.0,25,1.682972
12.0,12,1.683683
22.0,22,1.689482
11.0,11,1.689549
17.0,17,1.694521
23.0,23,1.699075
8.0,8,1.704438
25.0,25,1.705817
28.0,28,1.707943
19.0,19,1.716749
