# {"t_start": 1558277020.665688} 
r,l,t
15.0,15,0.025353
16.0,16,0.026191
19.0,19,0.029239
24.0,24,0.032709
14.0,14,0.036964
17.0,17,0.038317
13.0,13,0.041593
25.0,25,0.046369
16.0,16,0.047783
10.0,10,0.048673
17.0,17,0.050152
11.0,11,0.056074
16.0,16,0.05833
22.0,22,0.060507
15.0,15,0.06419
21.0,21,0.06946
12.0,12,0.070582
41.0,41,0.073413
12.0,12,0.076129
30.0,30,0.076717
22.0,22,0.082757
26.0,26,0.087516
22.0,22,0.088729
10.0,10,0.094105
34.0,34,0.094702
14.0,14,0.09529
12.0,12,0.101146
37.0,37,0.102764
16.0,16,0.102809
17.0,17,0.104495
16.0,16,0.111499
17.0,17,0.112109
9.0,9,0.117081
23.0,23,0.117135
15.0,15,0.125008
28.0,28,0.126651
23.0,23,0.129339
10.0,10,0.130487
56.0,56,0.13161
15.0,15,0.13484
11.0,11,0.135438
12.0,12,0.13723
11.0,11,0.137846
11.0,11,0.14164
13.0,13,0.142216
14.0,14,0.144958
8.0,8,0.146156
16.0,16,0.151073
25.0,25,0.151683
12.0,12,0.151724
18.0,18,0.155909
12.0,12,0.158046
13.0,13,0.158676
17.0,17,0.160394
15.0,15,0.164179
12.0,12,0.166934
20.0,20,0.169234
14.0,14,0.171901
31.0,31,0.17567
17.0,17,0.176263
15.0,15,0.17737
20.0,20,0.182656
13.0,13,0.183246
21.0,21,0.188556
11.0,11,0.190729
30.0,30,0.194946
14.0,14,0.196082
27.0,27,0.198739
11.0,11,0.204741
28.0,28,0.205921
25.0,25,0.209047
26.0,26,0.210702
13.0,13,0.212573
13.0,13,0.220661
27.0,27,0.222343
20.0,20,0.222934
36.0,36,0.230092
19.0,19,0.231253
25.0,25,0.236667
15.0,15,0.238345
17.0,17,0.240483
12.0,12,0.243129
40.0,40,0.244235
21.0,21,0.249653
15.0,15,0.251301
10.0,10,0.25666
18.0,18,0.25932
31.0,31,0.260931
43.0,43,0.263568
18.0,18,0.266394
13.0,13,0.266445
8.0,8,0.270701
10.0,10,0.271805
24.0,24,0.274012
20.0,20,0.274599
13.0,13,0.277788
14.0,14,0.279403
15.0,15,0.282607
25.0,25,0.287359
17.0,17,0.288499
12.0,12,0.289089
25.0,25,0.291317
18.0,18,0.298563
20.0,20,0.298618
19.0,19,1.68113
28.0,28,1.684332
14.0,14,1.68627
15.0,15,1.690648
14.0,14,1.695041
36.0,36,1.700006
21.0,21,1.704436
17.0,17,1.706376
38.0,38,1.708871
13.0,13,1.708922
17.0,17,1.715178
21.0,21,1.721931
27.0,27,1.723246
17.0,17,1.725717
33.0,33,1.729487
10.0,10,1.729541
15.0,15,1.73143
18.0,18,1.736967
15.0,15,1.740713
23.0,23,1.743918
15.0,15,1.746442
29.0,29,1.747814
16.0,16,1.755071
17.0,17,1.75954
20.0,20,1.760244
8.0,8,1.760293
37.0,37,1.765308
15.0,15,1.769682
9.0,9,1.770951
18.0,18,1.771635
21.0,21,1.772967
17.0,17,1.781661
22.0,22,1.78651
26.0,26,1.78781
14.0,14,1.790403
39.0,39,1.794127
18.0,18,1.79911
21.0,21,1.799784
17.0,17,1.801052
21.0,21,1.807136
14.0,14,1.807801
21.0,21,1.812749
23.0,23,1.815261
16.0,16,1.817806
15.0,15,1.822147
12.0,12,1.822815
18.0,18,1.833257
28.0,28,1.835105
48.0,48,1.837092
27.0,27,1.839568
17.0,17,1.845548
24.0,24,1.851653
22.0,22,1.852859
8.0,8,1.857375
44.0,44,1.859675
15.0,15,1.860276
34.0,34,1.865483
12.0,12,1.867244
21.0,21,1.869492
17.0,17,1.875066
29.0,29,1.876224
26.0,26,1.881955
19.0,19,1.887039
35.0,35,1.889303
17.0,17,1.89159
33.0,33,1.893899
16.0,16,1.900549
24.0,24,1.902803
31.0,31,1.904509
25.0,25,1.907926
9.0,9,1.907977
14.0,14,1.912839
22.0,22,1.920603
47.0,47,1.927529
18.0,18,1.931168
50.0,50,1.936901
12.0,12,1.938188
26.0,26,1.942743
55.0,55,1.944501
14.0,14,1.945177
10.0,10,1.948619
19.0,19,1.949292
12.0,12,1.951575
16.0,16,1.954473
24.0,24,1.965187
22.0,22,1.966975
36.0,36,1.969357
37.0,37,1.97057
11.0,11,1.971803
14.0,14,1.975289
15.0,15,1.978209
15.0,15,1.979438
12.0,12,2.258888
29.0,29,2.267661
42.0,42,2.272872
32.0,32,2.273747
29.0,29,2.281259
21.0,21,2.282636
15.0,15,2.283348
21.0,21,2.287927
13.0,13,2.29123
21.0,21,2.295155
16.0,16,2.301659
22.0,22,2.309434
15.0,15,2.312242
44.0,44,2.313196
11.0,11,2.320827
19.0,19,2.325432
28.0,28,2.329419
14.0,14,2.330151
66.0,66,2.332824
15.0,15,2.33545
16.0,16,2.340044
22.0,22,2.344619
14.0,14,2.353821
22.0,22,2.354553
38.0,38,2.357859
36.0,36,2.35922
13.0,13,2.362651
17.0,17,2.365973
11.0,11,2.366696
14.0,14,2.372122
12.0,12,2.374725
26.0,26,2.375427
20.0,20,2.379115
23.0,23,2.386434
