AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExplainedVariance,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Objective,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
16.02,0.49913033843040466,0.500869631767273,16.02,0.6931424736976624,-1.0562799960478486e-05,1,58,58.0,0.001672464655712247,7,7.0,-0.00024386799486819655,1.9999911785125732,8.67177029216065,8.67177029216065,117,2000,173.34059143066406
16.38,0.5064830183982849,0.4935168921947479,16.38,0.6917006969451904,-0.0018930230384102131,2,62,62.0,0.0014202137244865298,6,6.0,0.0015686893602833152,1.9971131086349487,9.793651004604973,9.793651004604973,234,4000,164.9281768798828
17.52,0.5080922245979309,0.49190783500671387,17.52,0.6875558495521545,-0.007324506482722537,3,55,55.0,0.0017329464899376035,7,7.0,0.0061911288648843765,1.9889051914215088,9.685535607285743,9.685535607285743,353,6000,110.13185119628906
18.6,0.5093305110931396,0.4906695485115051,18.6,0.6808321475982666,0.0026199169056917437,4,46,46.0,0.0016799024306237698,7,7.0,-7.084057870088145e-05,1.9757895469665527,9.1465840618233,9.1465840618233,458,8000,81.02299499511719
19.42,0.5073674917221069,0.4926324784755707,19.42,0.6720122694969177,0.0026450566826731192,5,86,86.0,0.0017599910497665405,6,6.0,0.00847984291613102,1.9589248895645142,12.02928094276628,12.02928094276628,561,10000,109.41185760498047
20.48,0.5160488486289978,0.4839510917663574,20.48,0.6612114906311035,0.03796789874236828,6,68,68.0,0.0017951037734746933,8,8.0,0.008764817379415035,1.938778281211853,11.64,11.64,656,12000,98.79178619384766
23.36,0.5281165242195129,0.4718833863735199,23.36,0.6465203166007996,0.041671871521033355,7,126,126.0,0.0018486320041120052,7,7.0,0.008422424085438251,1.9117956161499023,18.776325519121148,18.776325519121148,744,14000,205.07289123535156
23.49,0.5100939869880676,0.48990604281425476,23.49,0.6347229480743408,0.08847311690412551,8,82,82.0,0.0017341026104986668,7,7.0,0.00989380944520235,1.8909857273101807,14.669352405610823,14.669352405610823,828,16000,106.29528045654297
27.71,0.5132423639297485,0.4867575466632843,27.71,0.6219617128372192,0.045613982262168395,9,89,89.0,0.0015630172565579414,7,7.0,0.00748261995613575,1.8688064813613892,19.328887707263448,19.328887707263448,895,18000,207.103515625
31.66,0.5137714743614197,0.4862286150455475,31.66,0.6011220216751099,0.09008619795170936,10,115,115.0,0.0015515831764787436,7,7.0,0.018403852358460426,1.8342217206954956,21.67820103237351,21.67820103237351,961,20000,177.37722778320312
27.92,0.5019964575767517,0.49800336360931396,27.92,0.5786477327346802,0.1291084378008368,11,89,89.0,0.0015402068383991718,8,8.0,0.016023609787225723,1.7962359189987183,15.967266516219988,15.967266516219988,1035,22000,122.27427673339844
28.76,0.4922594726085663,0.5077405571937561,28.76,0.5651456117630005,0.08260280607726134,12,104,104.0,0.0013422551564872265,8,8.0,0.018909763544797897,1.7752918004989624,20.04351266619701,20.04351266619701,1104,24000,194.38095092773438
29.27,0.5119706988334656,0.4880293309688568,29.27,0.5530297160148621,0.14346889147856567,13,74,74.0,0.0012860186398029327,8,8.0,0.018427057191729546,1.756420612335205,16.496578433117577,16.496578433117577,1169,26000,111.3302230834961
33.74,0.5212022662162781,0.47879788279533386,33.74,0.5295737385749817,0.037650640074476494,14,121,121.0,0.001273966976441443,7,7.0,0.04901241138577461,1.7179096937179565,23.17697995857096,23.17697995857096,1224,28000,298.9530944824219
36.14,0.49219974875450134,0.5078002214431763,36.14,0.5173754692077637,0.11127490838058396,15,121,121.0,0.0008695076685398817,7,7.0,0.002639252692461014,1.7016990184783936,23.369219071248402,23.369219071248402,1281,30000,161.42800903320312
32.23,0.49649494886398315,0.5035051107406616,32.23,0.4937584102153778,0.10747992361653114,16,121,121.0,0.0008043400594033301,6,6.0,0.013131615705788136,1.664741039276123,19.403017806516594,19.403017806516594,1347,32000,169.49179077148438
34.78,0.5141433477401733,0.4858565628528595,34.78,0.4917076826095581,0.09327936909783707,17,121,121.0,0.0007443539216183126,6,6.0,0.016389120370149612,1.6617515087127686,22.505812582530766,22.505812582530766,1400,34000,202.96978759765625
36.61,0.5208379626274109,0.4791622757911682,36.61,0.4616086483001709,0.10135648506508144,18,104,104.0,0.0007099237409420311,10,10.0,0.025279495865106583,1.617195725440979,21.828831851475698,21.828831851475698,1454,36000,189.362060546875
34.79,0.4850884675979614,0.514911413192749,34.79,0.4564661383628845,0.1471081641845049,19,97,97.0,0.000560555316042155,10,10.0,0.040227361023426056,1.6102359294891357,19.034334766416187,19.034334766416187,1515,38000,136.061279296875
37.3,0.5354669690132141,0.464532732963562,37.3,0.4482768177986145,0.127483241420003,20,95,95.0,0.0006208557169884443,10,10.0,0.03505736216902733,1.597750186920166,18.43773304937459,18.43773304937459,1561,40000,166.37770080566406
41.33,0.5002375841140747,0.49976229667663574,41.33,0.43357038497924805,0.10995811992794191,21,120,120.0,0.0003897861752193421,10,10.0,0.019050339236855507,1.5773606300354004,22.221635853374973,22.221635853374973,1610,42000,210.20565795898438
40.64,0.4979727566242218,0.5020272731781006,40.64,0.42872005701065063,0.15072370871183616,22,120,120.0,0.0003295963688287884,10,10.0,0.025048574432730675,1.5700651407241821,22.55505264901858,22.55505264901858,1660,44000,171.2700653076172
38.91,0.4911288917064667,0.5088710188865662,38.91,0.40409645438194275,0.1153051097473099,23,120,120.0,0.0003242971433792263,9,9.0,0.04934218153357506,1.5351223945617676,22.013675295143244,22.013675295143244,1714,46000,201.72531127929688
36.98,0.4920395314693451,0.5079604387283325,36.98,0.3981941342353821,0.1963462505503062,24,120,120.0,0.00028593005845323205,9,9.0,0.03202574700117111,1.5264732837677002,21.045655133542414,21.045655133542414,1767,48000,139.37698364257812
39.96,0.49165773391723633,0.5083422064781189,39.96,0.3950828015804291,0.1784018604711184,25,122,122.0,0.0002763499796856195,9,9.0,0.019051074981689453,1.5200496912002563,20.429351433660344,20.429351433660344,1813,50000,179.3109130859375
41.51,0.5523114800453186,0.44768837094306946,41.51,0.38943928480148315,0.1501300352351571,26,122,122.0,0.00024641540949232876,9,9.0,0.01847163215279579,1.5155401229858398,19.85824513898446,19.85824513898446,1863,52000,151.2257843017578
40.38,0.5081737041473389,0.49182629585266113,40.38,0.38412824273109436,0.20698799227129927,27,99,99.0,0.00023120820696931332,8,8.0,0.02741764858365059,1.5073490142822266,18.917600270647437,18.917600270647437,1911,54000,151.2763671875
41.65,0.48981600999832153,0.5101840496063232,41.65,0.3842732310295105,0.19687602068134769,28,114,114.0,0.00025688347523100674,8,8.0,0.03676037862896919,1.5078476667404175,20.458433468865593,20.458433468865593,1959,56000,176.9250030517578
42.8,0.5159900188446045,0.484010249376297,42.8,0.37240180373191833,0.2458440171756333,29,114,114.0,0.00034058725577779114,10,10.0,0.0030039562843739986,1.4908108711242676,20.60194165606727,20.60194165606727,2004,58000,140.72267150878906
41.74,0.49817773699760437,0.5018222332000732,41.74,0.35501158237457275,0.05921051699523694,30,235,235.0,0.0004558778600767255,8,8.0,0.006441766396164894,1.4665151834487915,27.75017837780507,27.75017837780507,2054,60000,394.63800048828125
40.6,0.4839175045490265,0.5160824656486511,40.6,0.3615170121192932,0.20396300027225311,31,235,235.0,0.000433472654549405,8,8.0,0.012237259186804295,1.4760438203811646,28.423933577181042,28.423933577181042,2099,62000,193.89297485351562
43.22,0.4789983630180359,0.5210015177726746,43.22,0.3520866632461548,0.29240671230399284,32,113,113.0,0.000752659107092768,9,9.0,0.020096391439437866,1.463432788848877,22.06562031758908,22.06562031758908,2146,64000,143.49082946777344
44.37,0.49886688590049744,0.5011330842971802,44.37,0.3397670388221741,0.2113458087611958,33,125,125.0,0.0002910883922595531,10,10.0,0.002532766666263342,1.4464877843856812,24.248569029944836,24.248569029944836,2186,66000,240.1210479736328
45.94,0.49852705001831055,0.5014729499816895,45.94,0.3312884271144867,0.28740054307144236,34,135,135.0,0.000405354134272784,11,11.0,0.020104805007576942,1.4343981742858887,26.760724952810975,26.760724952810975,2231,68000,167.6891632080078
44.38,0.48927271366119385,0.5107273459434509,44.38,0.3373342454433441,0.24255208523816607,35,156,156.0,0.00019843698828481138,8,8.0,0.020160431042313576,1.4429985284805298,26.998066597443604,26.998066597443604,2275,70000,222.5014190673828
48.83,0.4727725088596344,0.5272277593612671,48.83,0.3235369920730591,0.278652108142584,36,156,156.0,0.00019001506734639406,8,8.0,-0.0007147794822230935,1.423928141593933,28.82639588987843,28.82639588987843,2315,72000,230.02146911621094
49.74,0.5309092402458191,0.4690908193588257,49.74,0.3211948871612549,0.27219850231848275,37,156,156.0,0.00011056931543862447,8,8.0,-0.0046166894026100636,1.4195133447647095,29.99720653660937,29.99720653660937,2356,74000,209.43832397460938
51.58,0.4939500689506531,0.5060499310493469,51.58,0.3298463523387909,0.3212475804245636,38,148,148.0,0.00013694386871065944,12,12.0,0.010403219610452652,1.4326955080032349,29.614584244929052,29.614584244929052,2394,76000,202.64630126953125
48.05,0.48579683899879456,0.5142035484313965,48.05,0.30914726853370667,0.3301133588470847,39,127,127.0,8.912148041417822e-05,7,7.0,0.01803421601653099,1.4032002687454224,27.595425345516965,27.595425345516965,2440,78000,169.10484313964844
43.32,0.4971596896648407,0.5028402805328369,43.32,0.32600492238998413,0.34408128165393737,40,127,127.0,0.00012116786820115522,7,7.0,0.02576572634279728,1.4271210432052612,23.82430691541729,23.82430691541729,2487,80000,142.32522583007812
45.63,0.5055265426635742,0.49447348713874817,45.63,0.3137931823730469,0.34025158951564516,41,126,126.0,0.00020100914116483182,7,7.0,-0.0030765514820814133,1.409943699836731,25.83898411315739,25.83898411315739,2524,82000,177.88267517089844
46.03,0.49855393171310425,0.5014462471008301,46.03,0.3057154417037964,0.3494813356048546,42,126,126.0,0.00035451853182166815,10,10.0,0.006835931446403265,1.3987550735473633,26.296560611608506,26.296560611608506,2571,84000,178.61521911621094
48.26,0.5256503224372864,0.4743499159812927,48.26,0.3129858076572418,0.32948794999399966,43,163,163.0,0.0008763818768784404,9,9.0,0.014851463958621025,1.4096698760986328,30.408097605736536,30.408097605736536,2607,86000,268.1795654296875
52.19,0.48972347378730774,0.5102763772010803,52.19,0.32200390100479126,0.3439510535159255,44,163,163.0,0.00038088340079411864,9,9.0,0.012977303937077522,1.4217443466186523,32.91555711210126,32.91555711210126,2644,88000,216.5519561767578
54.48,0.4834862947463989,0.5165137648582458,54.48,0.3110795021057129,0.3757846534464303,45,163,163.0,0.0003990039404015988,10,10.0,0.005615849979221821,1.4074662923812866,32.870497410291804,32.870497410291804,2682,90000,178.99429321289062
56.11,0.49901536107063293,0.5009845495223999,56.11,0.3132052421569824,0.38147045636398935,46,147,147.0,0.0003823012812063098,10,10.0,-0.01091628335416317,1.4096860885620117,32.75939407254047,32.75939407254047,2712,92000,249.4622039794922
52.85,0.4799819588661194,0.5200177431106567,52.85,0.30735138058662415,0.32670427070539876,47,136,136.0,0.0002471899497322738,10,10.0,0.028551388531923294,1.4036048650741577,29.027357785372068,29.027357785372068,2756,94000,229.6116485595703
50.93,0.5035737752914429,0.4964261054992676,50.93,0.29583045840263367,0.2787130859895097,48,136,136.0,0.0002928061585407704,10,10.0,0.010393520817160606,1.3854734897613525,28.152177535672084,28.152177535672084,2793,96000,252.6674346923828
53.19,0.5403483510017395,0.459651380777359,53.19,0.3006058931350708,0.38125384856560063,49,225,225.0,0.0005344062810763717,10,10.0,0.01260041818022728,1.3924998044967651,31.19701748565077,31.19701748565077,2828,98000,207.3989715576172
53.6,0.4611155688762665,0.5388842821121216,53.6,0.30977001786231995,0.24545178629012032,50,225,225.0,0.0002860593958757818,8,8.0,-0.0110791539773345,1.4051380157470703,37.00756679383285,37.00756679383285,2866,100000,313.8782043457031
60.78,0.5349018573760986,0.46509814262390137,60.78,0.2975897192955017,0.32174801935225594,51,225,225.0,0.00034133216831833124,8,8.0,0.011772656813263893,1.3888449668884277,39.55567721579293,39.55567721579293,2897,102000,236.05020141601562
55.84,0.499010294675827,0.5009897351264954,55.84,0.2894963026046753,0.2323359041638372,52,188,188.0,0.00043986705713905394,9,9.0,-0.0305644404143095,1.3784589767456055,36.9742396811618,36.9742396811618,2934,104000,291.5845031738281
63.31,0.5158185958862305,0.4841814339160919,63.31,0.2878797948360443,0.2208206767653782,53,262,262.0,0.0002644466294441372,10,10.0,0.014409647323191166,1.3737597465515137,42.994812477786205,42.994812477786205,2963,106000,325.1545104980469
58.48,0.49400943517684937,0.5059906244277954,58.48,0.295864462852478,0.20139573835634506,54,262,262.0,0.0007560491794720292,10,10.0,0.022452011704444885,1.3862295150756836,41.42981535078331,41.42981535078331,2997,108000,340.7145690917969
61.41,0.5175812840461731,0.48241880536079407,61.41,0.2907291054725647,0.2355969589003034,55,262,262.0,0.0005992556689307094,12,12.0,0.00883755274116993,1.378993272781372,43.389421521841015,43.389421521841015,3030,110000,362.03741455078125
62.51,0.5082370042800903,0.49176302552223206,62.51,0.3139357566833496,0.21362230372778024,56,218,218.0,0.0011539178667590022,12,12.0,0.013356531970202923,1.410097360610962,39.82900827286565,39.82900827286565,3057,112000,281.2058410644531
70.13,0.5053777098655701,0.49462229013442993,70.13,0.3092350959777832,0.29832417326083294,57,218,218.0,0.00047616372467018664,12,12.0,0.0064054131507873535,1.404734492301941,42.66254915027933,42.66254915027933,3081,114000,349.6605224609375
70.98,0.4876953363418579,0.5123047232627869,70.98,0.29539233446121216,0.3027258455382391,58,218,218.0,0.0007234306540340185,12,12.0,0.015166031196713448,1.384494423866272,43.71383762608815,43.71383762608815,3111,116000,284.1528015136719
74.94,0.47879666090011597,0.5212032198905945,74.94,0.29184556007385254,0.13989649133877902,59,197,197.0,0.0017425979021936655,9,9.0,0.023857299238443375,1.3796433210372925,43.33839406346294,43.33839406346294,3136,118000,442.7452392578125
76.69,0.5106548070907593,0.4893452525138855,76.69,0.2998664677143097,0.2411598661535359,60,223,223.0,0.0007014707662165165,9,9.0,0.006524874363094568,1.3910868167877197,47.537710294039194,47.537710294039194,3162,120000,384.95672607421875
78.29,0.5009482502937317,0.4990515410900116,78.29,0.28990858793258667,0.07161754990633584,61,272,272.0,0.0008861204260028899,9,9.0,0.005883852019906044,1.3771780729293823,49.89875649753208,49.89875649753208,3187,122000,567.0951538085938
79.41,0.49331510066986084,0.5066847801208496,79.41,0.30081862211227417,0.26037114744511536,62,272,272.0,0.0005454453639686108,9,9.0,-0.014306041412055492,1.3933110237121582,51.127310705727524,51.127310705727524,3214,124000,344.984130859375
78.42,0.5315120816230774,0.46848833560943604,78.42,0.3075771629810333,0.13832846125988774,63,272,272.0,0.0007968196296133101,15,15.0,0.009303153492510319,1.4023752212524414,50.85099409057801,50.85099409057801,3239,126000,427.5763244628906
78.17,0.5121060609817505,0.48789387941360474,78.17,0.3101109266281128,0.1926329732102542,64,272,272.0,0.0004217556561343372,13,13.0,0.009083137847483158,1.4056649208068848,48.96101612507649,48.96101612507649,3263,128000,362.2537841796875
79.35,0.49785515666007996,0.5021447539329529,79.35,0.3057332932949066,0.1713765166980451,65,267,267.0,0.00036052148789167404,12,12.0,0.02662457711994648,1.3996539115905762,53.85283186611453,53.85283186611453,3287,130000,610.6453857421875
