# {"t_start": 1558271278.963638} 
r,l,t
11.0,11,0.053521
13.0,13,0.055379
16.0,16,0.057576
20.0,20,0.060175
18.0,18,0.065813
10.0,10,0.066457
21.0,21,0.068861
23.0,23,0.071918
13.0,13,0.074396
17.0,17,0.079479
13.0,13,0.080644
24.0,24,0.082096
18.0,18,0.087225
10.0,10,0.087457
18.0,18,0.093516
14.0,14,0.097407
26.0,26,0.102637
21.0,21,0.105781
20.0,20,0.115285
15.0,15,0.115353
9.0,9,0.116326
23.0,23,0.1391
36.0,36,0.140408
35.0,35,0.149925
12.0,12,0.150789
14.0,14,0.150847
9.0,9,0.157893
9.0,9,0.15862
59.0,59,0.167974
17.0,17,0.170639
11.0,11,0.177272
40.0,40,0.179476
34.0,34,0.180751
21.0,21,0.181398
10.0,10,0.187239
17.0,17,0.189069
19.0,19,0.192615
13.0,13,0.197759
36.0,36,0.209309
20.0,20,0.216212
30.0,30,0.219463
40.0,40,0.222718
15.0,15,0.222776
20.0,20,0.232079
11.0,11,0.232143
12.0,12,0.23985
12.0,12,0.239908
39.0,39,0.247128
37.0,37,0.24924
20.0,20,0.25351
10.0,10,0.254295
19.0,19,0.262033
14.0,14,0.26269
49.0,49,0.27308
31.0,31,0.275564
24.0,24,0.282221
32.0,32,0.286435
17.0,17,0.287117
19.0,19,0.290911
8.0,8,0.292643
23.0,23,0.298688
17.0,17,0.299868
15.0,15,0.301835
17.0,17,0.304681
16.0,16,0.309287
15.0,15,0.309979
19.0,19,0.31807
13.0,13,0.318901
14.0,14,0.320456
27.0,27,0.321329
8.0,8,0.324244
9.0,9,0.326952
16.0,16,0.334412
24.0,24,0.335074
16.0,16,0.336883
24.0,24,0.336938
10.0,10,0.343052
15.0,15,0.343668
23.0,23,0.349827
14.0,14,0.35268
17.0,17,0.353864
13.0,13,0.358193
13.0,13,0.363808
46.0,46,0.368958
25.0,25,0.383171
35.0,35,0.386021
15.0,15,0.387404
21.0,21,0.38748
17.0,17,0.440226
22.0,22,0.456008
13.0,13,0.467604
30.0,30,0.473246
9.0,9,0.479745
40.0,40,0.480798
22.0,22,0.482793
20.0,20,0.485369
19.0,19,0.492531
14.0,14,1.411095
22.0,22,1.411835
12.0,12,1.418895
13.0,13,1.420228
33.0,33,1.421061
20.0,20,1.422388
15.0,15,1.429156
18.0,18,1.433072
12.0,12,1.436918
26.0,26,1.437632
33.0,33,1.444645
13.0,13,1.446629
21.0,21,1.447305
20.0,20,1.450457
22.0,22,1.461276
30.0,30,1.463858
9.0,9,1.467184
26.0,26,1.467247
33.0,33,1.467972
9.0,9,1.473148
15.0,15,1.473901
10.0,10,1.474623
16.0,16,1.477965
11.0,11,1.480512
11.0,11,1.481803
12.0,12,1.485583
19.0,19,1.486274
14.0,14,1.489373
15.0,15,1.495769
26.0,26,1.49837
11.0,11,1.502982
21.0,21,1.503043
13.0,13,1.506858
39.0,39,1.510892
17.0,17,1.514007
14.0,14,1.515938
16.0,16,1.524225
35.0,35,1.525619
22.0,22,1.530133
37.0,37,1.534662
10.0,10,1.541012
25.0,25,1.541739
30.0,30,1.549332
43.0,43,1.551891
17.0,17,1.552573
19.0,19,1.553261
16.0,16,1.562109
16.0,16,1.562838
21.0,21,1.562891
25.0,25,1.569455
13.0,13,1.5708
14.0,14,1.572091
12.0,12,1.578436
14.0,14,1.578494
31.0,31,1.582706
17.0,17,1.58276
16.0,16,1.588023
13.0,13,1.590493
27.0,27,1.59467
15.0,15,1.597065
29.0,29,1.600155
12.0,12,1.60193
11.0,11,1.606588
12.0,12,1.608987
35.0,35,1.611446
10.0,10,1.612691
32.0,32,1.616418
20.0,20,1.623396
12.0,12,1.623451
22.0,22,1.625866
30.0,30,1.627094
10.0,10,1.629509
11.0,11,1.633833
15.0,15,1.635029
24.0,24,1.637906
10.0,10,1.643977
20.0,20,1.647081
30.0,30,1.651725
49.0,49,1.658775
25.0,25,1.65883
14.0,14,1.660024
28.0,28,1.663678
9.0,9,1.664367
11.0,11,1.666721
16.0,16,1.668509
13.0,13,1.671587
13.0,13,1.672221
15.0,15,1.675863
10.0,10,1.67768
16.0,16,1.678321
16.0,16,1.687032
22.0,22,1.691331
9.0,9,1.692924
32.0,32,1.695314
10.0,10,1.69791
43.0,43,1.698559
16.0,16,1.7026
18.0,18,1.709088
16.0,16,1.712324
38.0,38,1.718261
34.0,34,1.718319
10.0,10,1.934477
15.0,15,1.937902
25.0,25,1.937961
31.0,31,1.938688
16.0,16,1.94529
13.0,13,1.946683
14.0,14,1.947411
21.0,21,1.952757
12.0,12,1.9548
16.0,16,1.95618
21.0,21,1.961573
15.0,15,1.962962
16.0,16,1.967017
19.0,19,1.96775
14.0,14,1.971102
13.0,13,1.975778
24.0,24,1.979171
18.0,18,1.983199
15.0,15,1.985885
27.0,27,1.98594
17.0,17,1.990611
14.0,14,1.992689
16.0,16,1.99663
12.0,12,2.000638
27.0,27,2.003984
18.0,18,2.008664
23.0,23,2.015875
19.0,19,2.016614
39.0,39,2.016663
13.0,13,2.017374
10.0,10,2.023383
15.0,15,2.027423
17.0,17,2.027475
18.0,18,2.035546
24.0,24,2.043417
27.0,27,2.045432
17.0,17,2.05682
20.0,20,2.056878
36.0,36,2.059437
65.0,65,2.060111
14.0,14,2.065588
10.0,10,2.06564
21.0,21,2.073154
13.0,13,2.07383
25.0,25,2.089484
56.0,56,2.092063
43.0,43,2.092745
12.0,12,2.099727
25.0,25,2.105316
12.0,12,2.112828
66.0,66,2.114665
36.0,36,2.11526
23.0,23,2.126203
47.0,47,2.127977
22.0,22,2.128021
29.0,29,2.131556
16.0,16,2.137645
11.0,11,2.138263
25.0,25,2.141116
12.0,12,2.148057
28.0,28,2.153887
48.0,48,2.156667
16.0,16,2.157882
38.0,38,2.160829
13.0,13,2.162061
21.0,21,2.17016
18.0,18,2.172542
40.0,40,2.179963
23.0,23,2.185715
11.0,11,2.186425
51.0,51,2.190532
37.0,37,2.191745
12.0,12,2.193778
13.0,13,2.19383
11.0,11,2.198035
27.0,27,2.208489
34.0,34,2.214337
15.0,15,2.217413
11.0,11,2.221186
10.0,10,2.223525
54.0,54,2.226575
16.0,16,2.230595
10.0,10,2.232387
60.0,60,2.233572
20.0,20,2.242714
18.0,18,2.243539
38.0,38,2.246454
13.0,13,2.479238
35.0,35,2.480201
20.0,20,2.481503
26.0,26,2.484954
14.0,14,2.495353
20.0,20,2.49611
22.0,22,2.497016
35.0,35,2.505759
18.0,18,2.509286
24.0,24,2.514122
12.0,12,2.517504
14.0,14,2.524384
29.0,29,2.526434
16.0,16,2.529293
48.0,48,2.530049
10.0,10,2.531445
10.0,10,2.536952
10.0,10,2.538391
19.0,19,2.542354
12.0,12,2.545082
32.0,32,2.5485
16.0,16,2.555859
30.0,30,2.558554
8.0,8,2.561293
21.0,21,2.572753
20.0,20,2.574931
50.0,50,2.576357
18.0,18,2.5852
60.0,60,2.589157
32.0,32,2.596302
21.0,21,2.598796
37.0,37,2.600707
28.0,28,2.607726
16.0,16,2.611603
12.0,12,2.615606
32.0,32,2.617524
26.0,26,2.628784
49.0,49,2.631335
37.0,37,2.640154
13.0,13,2.640223
19.0,19,2.641515
16.0,16,2.650552
17.0,17,2.652537
24.0,24,2.655405
68.0,68,2.661325
18.0,18,2.661381
17.0,17,2.665368
37.0,37,2.674191
25.0,25,2.67608
15.0,15,2.682892
39.0,39,2.684945
14.0,14,2.693199
26.0,26,2.69326
15.0,15,2.695149
