# {"t_start": 1558370579.1696682} 
r,l,t
16.0,16,0.027349
17.0,17,0.028035
11.0,11,0.035136
29.0,29,0.035788
29.0,29,0.035829
16.0,16,0.037506
9.0,9,0.040996
19.0,19,0.04754
34.0,34,0.056622
32.0,32,0.057211
28.0,28,0.057804
19.0,19,0.05892
11.0,11,0.063391
15.0,15,0.067069
9.0,9,0.069255
10.0,10,0.072716
44.0,44,0.082224
41.0,41,0.082842
25.0,25,0.086623
32.0,32,0.087383
22.0,22,0.095064
20.0,20,0.098071
26.0,26,0.10211
22.0,22,0.107558
20.0,20,0.113123
59.0,59,0.115292
21.0,21,0.119285
13.0,13,0.120467
10.0,10,0.124743
51.0,51,0.126395
23.0,23,0.133238
14.0,14,0.134413
34.0,34,0.13446
25.0,25,0.138918
11.0,11,0.145024
21.0,21,0.146171
16.0,16,0.154012
14.0,14,0.154067
9.0,9,0.159241
46.0,46,0.159296
45.0,45,0.159925
8.0,8,0.164449
13.0,13,0.166703
15.0,15,0.168135
10.0,10,0.170333
11.0,11,0.17319
16.0,16,0.177206
46.0,46,0.180495
20.0,20,0.18161
23.0,23,0.186141
14.0,14,0.188394
19.0,19,0.193883
9.0,9,0.19503
17.0,17,0.203492
29.0,29,0.204103
31.0,31,0.212302
61.0,61,0.212906
20.0,20,0.215298
14.0,14,0.22036
22.0,22,0.227465
43.0,43,0.227519
15.0,15,0.235848
17.0,17,0.237026
48.0,48,0.239829
13.0,13,0.24312
21.0,21,0.248627
12.0,12,0.249767
21.0,21,0.251407
61.0,61,0.25413
11.0,11,0.25482
16.0,16,0.260296
15.0,15,0.262882
28.0,28,0.270954
16.0,16,0.272103
13.0,13,0.279231
34.0,34,0.279865
20.0,20,0.282046
17.0,17,0.289652
20.0,20,0.291891
20.0,20,0.294163
79.0,79,0.296032
18.0,18,0.30063
12.0,12,0.303604
23.0,23,0.306734
21.0,21,0.307864
28.0,28,1.636513
29.0,29,1.639664
20.0,20,1.650621
19.0,19,1.653247
45.0,45,1.655763
16.0,16,1.661499
55.0,55,1.661567
13.0,13,1.662238
17.0,17,1.673379
18.0,18,1.675094
20.0,20,1.675813
32.0,32,1.678389
10.0,10,1.68054
12.0,12,1.689043
25.0,25,1.692629
32.0,32,1.698377
29.0,29,1.699178
23.0,23,1.714424
34.0,34,1.716461
11.0,11,1.724059
46.0,46,1.731327
60.0,60,1.731395
28.0,28,1.733914
11.0,11,1.738357
37.0,37,1.749079
29.0,29,1.750405
21.0,21,1.752414
10.0,10,1.755569
10.0,10,1.758668
20.0,20,1.771268
26.0,26,1.77196
38.0,38,1.774558
12.0,12,1.779677
15.0,15,1.780939
13.0,13,1.782867
9.0,9,1.785452
82.0,82,1.786745
15.0,15,1.790465
15.0,15,1.792899
13.0,13,1.794598
17.0,17,1.798239
19.0,19,1.802988
15.0,15,1.806907
22.0,22,1.807566
11.0,11,1.8131
19.0,19,1.813694
43.0,43,1.818166
23.0,23,1.820382
22.0,22,1.826052
27.0,27,1.828221
15.0,15,1.828811
12.0,12,1.833003
27.0,27,1.833604
19.0,19,1.839558
21.0,21,1.840182
12.0,12,1.840225
19.0,19,1.843391
13.0,13,1.847233
15.0,15,1.847943
19.0,19,1.85073
18.0,18,1.853491
10.0,10,1.859043
22.0,22,1.859646
16.0,16,1.859688
27.0,27,1.862913
10.0,10,1.865161
12.0,12,1.866263
11.0,11,1.868997
14.0,14,1.874089
30.0,30,1.875723
21.0,21,1.876839
18.0,18,1.879098
12.0,12,1.880909
16.0,16,1.884929
18.0,18,1.88783
11.0,11,1.887887
12.0,12,1.894674
21.0,21,1.897587
38.0,38,1.901632
27.0,27,1.903665
17.0,17,1.904861
13.0,13,1.905473
12.0,12,1.909127
8.0,8,1.910366
26.0,26,1.920378
34.0,34,1.923798
9.0,9,1.925687
31.0,31,1.928747
38.0,38,1.931605
17.0,17,1.935824
22.0,22,2.218144
22.0,22,2.221513
17.0,17,2.229301
36.0,36,2.236
59.0,59,2.238092
17.0,17,2.241438
42.0,42,2.250079
22.0,22,2.250828
13.0,13,2.258809
26.0,26,2.258873
33.0,33,2.260216
15.0,15,2.260983
9.0,9,2.265746
10.0,10,2.267805
13.0,13,2.268533
17.0,17,2.273223
13.0,13,2.274617
16.0,16,2.279238
20.0,20,2.281243
24.0,24,2.289163
17.0,17,2.290547
15.0,15,2.291296
35.0,35,2.298772
17.0,17,2.303562
20.0,20,2.304966
14.0,14,2.308304
12.0,12,2.316361
22.0,22,2.318491
43.0,43,2.319233
31.0,31,2.337575
48.0,48,2.337645
33.0,33,2.341746
16.0,16,2.347979
47.0,47,2.350393
20.0,20,2.351405
14.0,14,2.351466
11.0,11,2.358258
15.0,15,2.361875
22.0,22,2.363762
