# {"t_start": 1558369719.108351} 
r,l,t
16.0,16,0.024041
16.0,16,0.02413
22.0,22,0.027433
30.0,30,0.031955
14.0,14,0.032006
21.0,21,0.035858
17.0,17,0.041317
19.0,19,0.042455
11.0,11,0.048729
39.0,39,0.04933
19.0,19,0.052099
9.0,9,0.053897
10.0,10,0.055079
38.0,38,0.057481
9.0,9,0.059151
18.0,18,0.062372
14.0,14,0.062972
11.0,11,0.065253
10.0,10,0.068694
18.0,18,0.072484
15.0,15,0.073629
12.0,12,0.075277
15.0,15,0.083489
24.0,24,0.085765
27.0,27,0.088611
12.0,12,0.090263
63.0,63,0.092471
9.0,9,0.095251
12.0,12,0.095298
14.0,14,0.100346
29.0,29,0.102045
14.0,14,0.103192
14.0,14,0.103236
9.0,9,0.107168
11.0,11,0.109346
20.0,20,0.111528
28.0,28,0.118712
22.0,22,0.119331
17.0,17,0.121225
23.0,23,0.122355
10.0,10,0.124628
12.0,12,0.127879
17.0,17,0.129097
14.0,14,0.130227
11.0,11,0.134032
9.0,9,0.135152
24.0,24,0.137967
20.0,20,0.140166
12.0,12,0.140776
13.0,13,0.14242
16.0,16,0.146693
13.0,13,0.147288
8.0,8,0.15164
12.0,12,0.153285
7.0,7,0.155739
10.0,10,0.159012
13.0,13,0.162906
39.0,39,0.164049
13.0,13,0.166265
49.0,49,0.169139
12.0,12,0.171668
19.0,19,0.178434
17.0,17,0.18242
21.0,21,0.183261
20.0,20,0.186684
13.0,13,0.192274
20.0,20,0.19352
30.0,30,0.202728
26.0,26,0.203393
20.0,20,0.205216
31.0,31,0.210391
14.0,14,0.213763
21.0,21,0.216925
13.0,13,0.222781
22.0,22,0.225293
37.0,37,0.226561
9.0,9,0.230644
18.0,18,0.233575
31.0,31,0.235935
21.0,21,0.239036
9.0,9,0.241462
18.0,18,0.241514
15.0,15,0.249663
19.0,19,0.252016
39.0,39,0.256754
17.0,17,0.260804
13.0,13,0.260862
48.0,48,0.267639
21.0,21,0.269389
14.0,14,0.275565
13.0,13,0.276692
30.0,30,0.277818
32.0,32,0.278943
10.0,10,0.282268
17.0,17,0.285138
16.0,16,0.286841
16.0,16,0.287978
9.0,9,0.290281
16.0,16,0.291409
13.0,13,0.295375
19.0,19,0.297571
23.0,23,0.302974
11.0,11,0.303591
11.0,11,1.592495
32.0,32,1.592574
13.0,13,1.594599
31.0,31,1.596558
10.0,10,1.601018
13.0,13,1.601076
13.0,13,1.601108
11.0,11,1.608701
19.0,19,1.609422
15.0,15,1.6114
8.0,8,1.614554
14.0,14,1.617809
21.0,21,1.624718
41.0,41,1.627896
21.0,21,1.631026
30.0,30,1.633497
13.0,13,1.636052
12.0,12,1.63856
27.0,27,1.641689
19.0,19,1.645491
17.0,17,1.649317
15.0,15,1.651316
32.0,32,1.656351
10.0,10,1.662634
27.0,27,1.662689
23.0,23,1.664239
12.0,12,1.671648
12.0,12,1.673097
17.0,17,1.675327
37.0,37,1.67682
9.0,9,1.682746
18.0,18,1.684235
18.0,18,1.687517
24.0,24,1.689409
10.0,10,1.689458
17.0,17,1.695251
9.0,9,1.69531
14.0,14,1.698463
20.0,20,1.700408
13.0,13,1.703568
9.0,9,1.704448
12.0,12,1.708248
10.0,10,1.714499
17.0,17,1.714553
35.0,35,1.717603
11.0,11,1.721393
29.0,29,1.7227
11.0,11,1.728308
9.0,9,1.728363
25.0,25,1.730291
24.0,24,1.732855
8.0,8,1.735481
23.0,23,1.742999
20.0,20,1.74554
16.0,16,1.74559
34.0,34,1.749951
8.0,8,1.754961
15.0,15,1.755015
20.0,20,1.755734
15.0,15,1.764495
21.0,21,1.767387
9.0,9,1.772532
31.0,31,1.773169
15.0,15,1.773212
58.0,58,1.779986
18.0,18,1.783502
19.0,19,1.790885
14.0,14,1.791593
41.0,41,1.796902
11.0,11,1.797503
12.0,12,1.798761
45.0,45,1.798806
10.0,10,1.802784
9.0,9,1.803956
11.0,11,1.804003
12.0,12,1.805749
13.0,13,1.812446
26.0,26,1.818745
29.0,29,1.822302
21.0,21,1.825322
10.0,10,1.825376
37.0,37,1.828848
14.0,14,1.833872
21.0,21,1.835086
19.0,19,1.836847
11.0,11,1.840274
20.0,20,1.840904
14.0,14,1.84324
13.0,13,1.844424
8.0,8,1.845034
9.0,9,1.846242
9.0,9,1.848577
12.0,12,1.852018
16.0,16,1.853808
10.0,10,1.854501
11.0,11,1.860813
