AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExplainedVariance,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Objective,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
21.47252747252747,0.49884483218193054,0.5011551976203918,21.47252747252747,0.693142831325531,1.1625944141946398e-05,1,73,73.0,0.0007773440447635949,9,9.0,-0.00017888039292301983,1.9999922513961792,11.674467923815211,11.674467923815211,91,2000,254.25732421875
24.19,0.49104973673820496,0.5089501142501831,24.19,0.6924879550933838,0.0013708011980672064,2,108,108.0,0.0007484029629267752,10,10.0,0.004049825016409159,1.9986833333969116,14.74835245035865,14.74835245035865,171,4000,337.5621643066406
25.71,0.48936229944229126,0.5106377601623535,25.71,0.690955400466919,0.005084612116076359,3,108,108.0,0.0006403829902410507,9,9.0,0.005241756793111563,1.995629072189331,15.003529584734386,15.003529584734386,250,6000,211.5247039794922
23.02,0.4807298183441162,0.5192702412605286,23.02,0.6877342462539673,0.012606456947583333,4,56,56.0,0.0007710158824920654,8,8.0,0.008496128022670746,1.989258885383606,11.163314919861394,11.163314919861394,332,8000,144.70071411132812
28.82,0.4851507544517517,0.5148493051528931,28.82,0.6846984028816223,0.029833889282512516,5,75,75.0,0.0008246729848906398,9,9.0,0.0078703248873353,1.9833160638809204,16.60625183477596,16.60625183477596,397,10000,202.84759521484375
28.46,0.49802112579345703,0.501978874206543,28.46,0.680819034576416,0.06797101566540464,6,69,69.0,0.0011226539500057697,10,10.0,0.015178810805082321,1.9757449626922607,14.983604372780269,14.983604372780269,471,12000,105.97561645507812
28.47,0.48802274465560913,0.5119771361351013,28.47,0.6748180389404297,0.014335444077776871,7,77,77.0,0.001003581564873457,9,9.0,0.011717532761394978,1.9642478227615356,14.208064611339575,14.208064611339575,535,14000,151.20834350585938
33.25,0.4894797205924988,0.5105202794075012,33.25,0.6691920757293701,-0.012369747172383594,8,145,145.0,0.0009100347524508834,10,10.0,0.020613189786672592,1.953539252281189,21.417924736070955,21.417924736070955,594,16000,282.4532775878906
32.14,0.5120733976364136,0.4879266023635864,32.14,0.6600967049598694,0.03959063802811302,9,145,145.0,0.0010878030443564057,10,10.0,0.023129038512706757,1.936649203300476,20.351913914912277,20.351913914912277,656,18000,167.52586364746094
35.13,0.5019083023071289,0.4980916976928711,35.13,0.6581308841705322,0.011617389111646115,10,136,136.0,0.0007289806962944567,12,12.0,0.016541888937354088,1.932898998260498,21.30054224661898,21.30054224661898,707,20000,264.4501647949219
