# {"t_start": 1558864943.4133708} 
r,l,t
12.0,12,0.028652
16.0,16,0.03083
13.0,13,0.038914
30.0,30,0.039514
30.0,30,0.039554
26.0,26,0.045211
16.0,16,0.04891
15.0,15,0.04896
12.0,12,0.055154
15.0,15,0.056718
32.0,32,0.0578
10.0,10,0.06204
33.0,33,0.062601
27.0,27,0.069236
22.0,22,0.069285
15.0,15,0.069849
17.0,17,0.079469
23.0,23,0.084167
11.0,11,0.086318
45.0,45,0.088635
37.0,37,0.092452
15.0,15,0.095753
26.0,26,0.09941
19.0,19,0.100745
17.0,17,0.105735
24.0,24,0.106397
13.0,13,0.108419
14.0,14,0.113888
13.0,13,0.113941
28.0,28,0.116115
12.0,12,0.12055
10.0,10,0.121697
19.0,19,0.1246
32.0,32,0.126263
19.0,19,0.131092
14.0,14,0.132234
21.0,21,0.133419
8.0,8,0.136672
16.0,16,0.140036
17.0,17,0.145883
12.0,12,0.152337
51.0,51,0.154011
30.0,30,0.156295
51.0,51,0.161164
18.0,18,0.162299
28.0,28,0.170942
16.0,16,0.172912
27.0,27,0.172968
21.0,21,0.174632
22.0,22,0.185334
25.0,25,0.187208
29.0,29,0.187855
18.0,18,0.199102
21.0,21,0.201374
46.0,46,0.202563
12.0,12,0.20907
24.0,24,0.212409
11.0,11,0.21854
37.0,37,0.221843
24.0,24,0.222436
64.0,64,0.223026
18.0,18,0.232792
29.0,29,0.235066
22.0,22,0.235656
11.0,11,0.241808
14.0,14,0.242969
41.0,41,0.245148
31.0,31,0.249918
16.0,16,0.251575
14.0,14,0.252779
24.0,24,0.255011
17.0,17,0.265519
24.0,24,0.266109
37.0,37,0.271491
12.0,12,0.272098
35.0,35,0.27322
24.0,24,0.279034
16.0,16,0.280161
24.0,24,0.29235
42.0,42,0.295291
29.0,29,0.296674
10.0,10,0.298642
46.0,46,0.299241
21.0,21,0.30742
21.0,21,0.973209
28.0,28,0.975732
15.0,15,0.984617
40.0,40,0.985265
32.0,32,0.993001
25.0,25,1.000566
29.0,29,1.002421
16.0,16,1.002475
56.0,56,1.004312
15.0,15,1.011626
20.0,20,1.012906
22.0,22,1.017729
15.0,15,1.020927
15.0,15,1.02239
14.0,14,1.026796
44.0,44,1.029867
20.0,20,1.033557
11.0,11,1.033614
17.0,17,1.048191
17.0,17,1.048269
28.0,28,1.051904
15.0,15,1.058022
50.0,50,1.058081
21.0,21,1.064497
32.0,32,1.068078
17.0,17,1.068129
25.0,25,1.073022
21.0,21,1.077111
15.0,15,1.07716
18.0,18,1.083819
12.0,12,1.084508
19.0,19,1.088715
23.0,23,1.097853
27.0,27,1.101014
55.0,55,1.101692
30.0,30,1.107174
13.0,13,1.115014
26.0,26,1.117507
34.0,34,1.121689
41.0,41,1.122987
10.0,10,1.123664
14.0,14,1.123715
13.0,13,1.13192
18.0,18,1.134962
20.0,20,1.135632
33.0,33,1.144086
14.0,14,1.145313
34.0,34,1.153864
18.0,18,1.156825
21.0,21,1.157494
16.0,16,1.167478
46.0,46,1.169001
21.0,21,1.172324
21.0,21,1.173089
12.0,12,1.175812
17.0,17,1.184951
25.0,25,1.186101
36.0,36,1.18776
11.0,11,1.191196
34.0,34,1.191772
16.0,16,1.197076
12.0,12,1.198221
27.0,27,1.201514
18.0,18,1.202302
10.0,10,1.202948
12.0,12,1.208278
20.0,20,1.209912
13.0,13,1.210502
17.0,17,1.212111
12.0,12,1.216511
18.0,18,1.218769
17.0,17,1.219925
15.0,15,1.220651
15.0,15,1.225242
16.0,16,1.229839
34.0,34,1.238778
23.0,23,1.238831
44.0,44,1.246439
15.0,15,1.247582
21.0,21,1.250829
37.0,37,1.250875
19.0,19,1.256731
15.0,15,1.260216
16.0,16,1.261242
9.0,9,1.26529
34.0,34,1.270879
14.0,14,1.271501
14.0,14,1.280637
27.0,27,1.282909
31.0,31,1.282961
21.0,21,1.284086
13.0,13,1.506031
19.0,19,1.507518
15.0,15,1.508894
30.0,30,1.517126
22.0,22,1.520396
16.0,16,1.527331
19.0,19,1.532418
40.0,40,1.533119
51.0,51,1.54165
14.0,14,1.54172
23.0,23,1.542414
17.0,17,1.544388
14.0,14,1.551384
18.0,18,1.553339
18.0,18,1.553391
18.0,18,1.555902
29.0,29,1.569476
29.0,29,1.571378
38.0,38,1.576943
31.0,31,1.588792
31.0,31,1.590749
60.0,60,1.593341
10.0,10,1.597182
19.0,19,1.601005
17.0,17,1.604375
12.0,12,1.605084
21.0,21,1.614637
69.0,69,1.621076
15.0,15,1.624353
34.0,34,1.626763
38.0,38,1.628577
15.0,15,1.630381
23.0,23,1.638073
21.0,21,1.639325
16.0,16,1.639987
22.0,22,1.641944
10.0,10,1.645875
17.0,17,1.648899
19.0,19,1.652019
24.0,24,1.656759
20.0,20,1.658005
20.0,20,1.660974
12.0,12,1.663944
22.0,22,1.671098
17.0,17,1.671156
32.0,32,1.671184
26.0,26,1.679455
19.0,19,1.682289
21.0,21,1.683425
22.0,22,1.683999
18.0,18,1.692079
19.0,19,1.693768
27.0,27,1.694388
12.0,12,1.700237
19.0,19,1.704693
38.0,38,1.704741
12.0,12,1.711115
40.0,40,1.714259
29.0,29,1.716458
22.0,22,1.717035
13.0,13,1.71872
16.0,16,1.726675
19.0,19,1.733571
21.0,21,1.73681
12.0,12,1.740578
34.0,34,1.741677
19.0,19,1.747954
15.0,15,1.74967
16.0,16,1.756771
61.0,61,1.763788
15.0,15,1.764887
43.0,43,1.766011
15.0,15,1.772999
45.0,45,1.774109
20.0,20,1.776841
28.0,28,1.779024
21.0,21,1.784539
19.0,19,1.787306
