ActualImprovement,AverageEpisodeLength,AveragePolicyProb[0],AveragePolicyProb[1],AverageReturn,Entropy,ExpectedImprovement,ExplainedVariance,ImprovementRatio,Iteration,MaxEpisodeLength,MaxReturn,MeanKL,MinEpisodeLength,MinReturn,Perplexity,StdEpisodeLength,StdReturn,TotalNEpisodes,TotalNSamples,ValueLoss
0.005470616094768843,18.72,0.5007364749908447,0.49926358461380005,18.72,0.6931454539299011,0.005402673035860062,7.04955647437e-05,1.0125758228302568,1,63,63.0,0.0008783293305896223,7,7.0,1.9999972581863403,9.778629760861183,9.778629760861183,103,2000,197.34503173828125
0.0046355653107177375,20.81,0.5001133680343628,0.4998866021633148,20.81,0.6923040747642517,0.005184764973819256,-0.0007300610201690372,0.8940743378196059,2,81,81.0,0.0008235783316195011,7,7.0,1.9983159303665161,11.61954818398719,11.61954818398719,201,4000,228.40167236328125
0.007658822491764639,21.71,0.5062414407730103,0.49375858902931213,21.71,0.691089391708374,0.006101876124739647,-0.00082116280241884,1.2551586323938069,3,69,69.0,0.0008895900100469589,7,7.0,1.9958945512771606,13.66037700797456,13.66037700797456,293,6000,216.67071533203125
0.007017158560454817,20.44,0.5058348774909973,0.4941651523113251,20.44,0.6881670355796814,0.006227459758520126,-0.0018525253864720703,1.126809137683188,4,51,51.0,0.0007581124664284289,7,7.0,1.9900933504104614,9.552298152800718,9.552298152800718,390,8000,91.88101959228516
0.006011587291956388,22.61,0.4987485706806183,0.5012514591217041,22.61,0.683840274810791,0.005353160202503204,0.021042170736015886,1.1229978301686723,5,63,63.0,0.0008049310999922454,8,8.0,1.9815617799758911,12.190073830785439,12.190073830785439,475,10000,123.57174682617188
0.006590512230992829,22.43,0.5017586350440979,0.4982413351535797,22.43,0.677738606929779,0.005860834196209908,0.037929000014206515,1.1245007127577145,6,59,59.0,0.0007797739235684276,7,7.0,1.9696451425552368,10.844588512248864,10.844588512248864,564,12000,78.21373748779297
0.0065547246932986525,25.62,0.49854615330696106,0.5014537572860718,25.62,0.6735737919807434,0.007045382168143988,0.09329612084489847,0.9303575784626894,7,66,66.0,0.0007919631316326559,7,7.0,1.9616352319717407,12.448919631839543,12.448919631839543,640,14000,96.51557159423828
0.006292037792505312,31.87,0.511745035648346,0.48825496435165405,31.87,0.6673314571380615,0.0062784841284155846,0.048656820786815214,1.0021587478462173,8,120,120.0,0.000958587450440973,7,7.0,1.9497594833374023,20.59012141780616,20.59012141780616,696,16000,290.03375244140625
0.008224089933559275,31.84,0.49511322379112244,0.5048867464065552,31.84,0.6574776768684387,0.008443721570074558,0.10231065742251821,0.973988763758663,9,120,120.0,0.0009004228631965816,8,8.0,1.931122064590454,21.059306731229302,21.059306731229302,759,18000,147.9740753173828
0.008297289360314153,31.02,0.4999467730522156,0.5000532269477844,31.02,0.647563636302948,0.00833598431199789,0.10203929009545831,0.9953580824728707,10,123,123.0,0.0009550180984660983,8,8.0,1.9127708673477173,20.85184883889196,20.85184883889196,821,20000,216.46607971191406
0.006630920240655591,36.56,0.4913378059864044,0.508662223815918,36.56,0.6410134434700012,0.007093195803463459,0.1466822313085695,0.9348283093239653,11,123,123.0,0.000853473786264658,9,9.0,1.9009473323822021,24.246368800296676,24.246368800296676,872,22000,189.3098907470703
0.006117040235548821,38.71,0.47873690724372864,0.521263062953949,38.71,0.6287156939506531,0.006642300169914961,0.13037915336684935,0.9209219817036867,12,116,116.0,0.0008552772924304008,8,8.0,1.8785802125930786,22.527447702746976,22.527447702746976,925,24000,190.8701171875
0.007033947970718657,38.87,0.5206071138381958,0.4793925881385803,38.87,0.6148380041122437,0.007795356214046478,0.08556921453770483,0.9023254072782668,13,143,143.0,0.0008388353744521737,8,8.0,1.8541375398635864,23.96149202366163,23.96149202366163,973,26000,252.2673797607422
0.007063987292349694,42.74,0.49195772409439087,0.5080423355102539,42.74,0.6141411066055298,0.007791223004460335,0.09862434290782174,0.9066596204864998,14,143,143.0,0.0008045193389989436,10,10.0,1.8531826734542847,27.85125490889055,27.85125490889055,1017,28000,293.6443176269531
0.007561483982950534,48.56,0.49556097388267517,0.5044389963150024,48.56,0.6008337736129761,0.008023973554372787,0.11472705157404861,0.9423615284511734,15,155,155.0,0.0009074186673387885,8,8.0,1.8306374549865723,32.124856419912604,32.124856419912604,1055,30000,347.3926696777344
0.006514277462381202,54.88,0.513195812702179,0.4868043065071106,54.88,0.6043760180473328,0.006844513583928347,0.16230205129646091,0.9517517033902051,16,155,155.0,0.0008908926392905414,8,8.0,1.8374327421188354,35.949208614377035,35.949208614377035,1084,32000,337.51654052734375
0.007252611260861297,61.06,0.48933959007263184,0.5106605291366577,61.06,0.5825650691986084,0.0078392019495368,0.10018123107282173,0.9251721422089192,17,162,162.0,0.0009053225512616336,8,8.0,1.7999939918518066,37.829570444296614,37.829570444296614,1116,34000,354.2154235839844
0.008129082713276503,61.99,0.5100319385528564,0.4899681508541107,61.99,0.5704750418663025,0.008550619706511497,0.13323221193620527,0.9507010008977497,18,162,162.0,0.0009368077153339982,9,9.0,1.781203269958496,38.31853207000498,38.31853207000498,1151,36000,319.5362243652344
0.007733535014092907,64.32,0.4780079424381256,0.5219917893409729,64.32,0.5677100419998169,0.008397094905376434,0.14881003972488038,0.9209774453235406,19,201,201.0,0.0008772173896431923,9,9.0,1.7769865989685059,42.09866506197079,42.09866506197079,1179,38000,438.71044921875
